code,content,date
天良,天良:公告本公司董事會決議股利分派,2023-03-21
天良,天良:公告本公司董事會通過111年度員工酬勞及董事酬勞分派案,2023-03-21
天良,天良:公告本公司111年度財務報告業經提報董事會通過,2023-03-21
聯合,聯合:公告本公司董事會決議甲種特別股股息分派,2023-03-21
太景*-KY,太景*-KY:代子公司太景生物科技(股)公司與太景醫藥研發(北京)有限公司公告擬與健康元藥業集團股份有限公司簽訂專利實施許可暨商業化合作合同,2023-03-21
聯合,聯合:公告本公司董事會決議發行國內第四次無擔保轉換公司債,2023-03-21
聯合,聯合:公告董事會決議召開112年度股東常會日期、地點及召集事由,2023-03-21
聯合,聯合:修改本公司110年度內部控制制度聲明書,2023-03-21
聯合,聯合:公告本公司董事會通過111年度合併財務報告,2023-03-21
美食-KY,美食-KY:董事會決議股利分派,2023-03-21
美食-KY,美食-KY:本公司董事會決議召開112年股東常會,2023-03-21
合世,合世:公告本公司董事會決議增資子公司,2023-03-21
誠研,誠研:公告本公司重要子公司謙華科技於112年會計年度開始日後變動會計估計事項,2023-03-21
圓剛,圓剛:公告本公司董事會決議股利分派,2023-03-21
阿瘦,阿瘦:公告本公司董事會決議股利分派,2023-03-21
三一東林,三一東林:公告臺灣桃園地方檢察署對本公司董事長起訴事宜,2023-03-21
阿瘦,阿瘦:公告本公司董事會決議111年度合併財務報告,2023-03-21
能率網通,能率網通:本公司替孫公司新增背書保證額度達第四款公告標準Shine Trade international Limited (亞昕)向銀行授信繼續展期,2023-03-21
能率網通,能率網通:公告本公司執行長、總經理及策略長異動,2023-03-21
晶宏,晶宏:公告本公司註銷限制員工權利新股減資變更登記完成,2023-03-21
能率網通,能率網通:公告本公司設置公司治理主管,2023-03-21
能率網通,能率網通:公告本公司111年第4季合併財務報告業經提報董事會通過,2023-03-21
久陽,久陽:代重要子公司榮福股份有限公司公告111年第四季合併財務報告,2023-03-21
久陽,久陽:代重要子公司榮福股份有限公司公告111年度不發放股利,2023-03-21
久陽,久陽:代重要子公司公司榮福股份有限公司公告召開112年股東常會事宜,2023-03-21
阿瘦,阿瘦:公告本公司董事會決議召開112年股東常會相關事宜,2023-03-21
合富-KY,合富-KY:代重要子公司合富（中國）醫療科技股份有限公司公告召開2022年年度股東大會相關事宜,2023-03-21
合富-KY,合富-KY:代重要子公司合富（中國）醫療科技股份有限公司公告董事會決議股利分派,2023-03-21
合富-KY,合富-KY:代重要子公司合富（中國）醫療科技股份有限公司公告董事會通過各項議案,2023-03-21
合富-KY,合富-KY:本公司董事會決議修改召開112年股東常會公告（受理董事及獨立董事提名相關事宜）,2023-03-21
合富-KY,合富-KY:公告本公司董事會決議股利分派,2023-03-21
合富-KY,合富-KY:公告本公司董事會通過111年度合併財務報告,2023-03-21
圓剛,圓剛:本公司董事會決議辦理限制員工權利新股收回註銷減資事宜,2023-03-21
聚隆,聚隆:公告本公司財務處長兼任代理發言人及公司治理主管、生產部副總經理退休暨續聘事宜,2023-03-21
聚隆,聚隆:本公司通過民國111年度第四季合併財務報告,2023-03-21
圓剛,圓剛:公告本公司111年度合併財務報告業經董事會決議通過,2023-03-21
聚隆,聚隆:召開民國112年股東常會。,2023-03-21
阿瘦,阿瘦:公告本公司設置公司治理主管,2023-03-21
駿吉-KY,駿吉-KY:公告本公司新增對子公司INMAX INDUSTRIES SDN. BHD.背書保證金額達「公開發行公司資金貸與及背書保證處理準則」第二十五條第一項第四款之規定,2023-03-21
關中,關中:公告本公司董事會通過111年度合併財報,2023-03-21
關中,關中:本公司董事會通過111年度員工酬勞及董監酬勞,2023-03-21
關中,關中:公告本公司董事會決議股利分派,2023-03-21
關中,關中:公告本公司董事會決議召開112年股東常會,2023-03-21
立端,立端:董事會決議召開本公司112年股東常會,2023-03-21
立端,立端:公告本公司董事會通過設置公司治理主管,2023-03-21
立端,立端:公告本公司董事會決議通過對『財團法人立端科技文化教育基金會』捐贈案,2023-03-21
立端,立端:公告本公司董事會決議通過111年度員工及董監事酬勞,2023-03-21
中租-KY,中租-KY:中租控股代子公司中租迪和股份有限公司公告民國111年度下半年盈餘分配案,2023-03-21
立端,立端:公告本公司111年度合併財務報告業經董事會決議通過,2023-03-21
立端,立端:公告本公司112年度第一次董事會議決議事項,2023-03-21
新光金,新光金:本公司代子公司新光銀行公告受金管會裁罰案說明,2023-03-21
中租-KY,中租-KY:中租控股代子公司合迪股份有限公司公告民國111年度盈餘分配案,2023-03-21
鴻碩,鴻碩:鴻碩精密電工股份有限公司（公司代號：3092）112年現金增資股款繳納憑證上市開始買賣日期。,2023-03-21
誠研,誠研:代重要子公司謙華科技股份有限公司公告董事會決議召開112年股東常會,2023-03-21
誠研,誠研:代重要子公司謙華科技股份有限公司公告董事會決議不發放股利,2023-03-21
立德,立德:公告本公司董事會決議召開股東常會日期及相關事項,2023-03-21
立德,立德:公告本公司董事會通過111年第四季財報議案,2023-03-21
立德,"立德:本公司代子公司Leader Electronics (B.V.I) Inc.公告資金貸與已達『公開發行公司資金貸與及背書保證處理準則』第22條第一項第二,三款之公告規定",2023-03-21
立德,立德:董事會決議不分派股利,2023-03-21
駿吉-KY,駿吉-KY:公告本公司董事會通過111年度董事酬勞及員工酬勞金額,2023-03-21
嘉澤,嘉澤:董事會決議召開112年股東常會公告,2023-03-21
駿吉-KY,駿吉-KY:公告本公司董事會決議召開股東會相關事宜,2023-03-21
嘉澤,嘉澤:董事會決議股利分派,2023-03-21
嘉澤,嘉澤:本公司受邀參加Goldman Sachs舉辦之Post Result Call,2023-03-21
駿吉-KY,駿吉-KY:公告本公司董事會重要決議事項,2023-03-21
駿吉-KY,駿吉-KY:公告本公司董事會通過111年第四季合併財報,2023-03-21
嘉澤,嘉澤:公告本公司董事會決議增加對越南子公司投資金額,2023-03-21
經緯航,經緯航:公告本公司申請美國發明專利「於影像導引的農業的設備及方法」(APPARATUS AND METHOD FOR IMAGE-GUIDEDAGRICULTURE)獲准,2023-03-21
泰鼎-KY,"泰鼎-KY:補充公告本公司董事會決議增資重要子公司Apex Circuit(Thai1and) Co., Ltd.",2023-03-21
耀登,耀登:公告本公司註銷收回之限制員工權利新股辦理減資變更登記完成,2023-03-21
久威,久威:公告本公司董事會決議盈餘分配案,2023-03-21
嘉澤,嘉澤:公告本公司董事會通過111年度合併財務報告,2023-03-21
合庫金,合庫金:公告本公司召開2022年第4季中文法人說明會,2023-03-21
永昕,永昕:公告本公司火災事件補充說明,2023-03-21
