code,content,date
兆遠,兆遠:兆遠科技股份有限公司（公司代號：4944）註銷收回股票事宜。,2022-11-16
全球傳動,全球傳動:(補充公告)本公司發行國內第二次無擔保轉換公司債,2022-11-16
台泥,台泥:公告募集及交付臺灣水泥股份有限公司一一一年度第二次無擔保普通公司債,2022-11-16
福華,福華:本公司受邀參加福邦證券之法人說明會,2022-11-16
旭隼,旭隼:本公司受邀參加 J.P. Morgan 所舉辦之『J.P. Morgan's 10th Global TMTConference in Asia』,2022-11-16
駿熠電,駿熠電:公告本公司薪酬委員會委員會獨立董事辭任,2022-11-16
駿熠電,駿熠電:公告本公司審計委員會獨立董事辭任,2022-11-16
邁達特,邁達特:公告邁達特(原名聚碩科技)轉投資逐鹿數位(原名明基逐鹿)股份有限公司股權案(補充5/5公告支付對價之時間),2022-11-16
駿熠電,駿熠電:公告本公司獨立董事辭職及董事發生變動達三分之一以上,2022-11-16
遠雄,遠雄:本公司受邀參加元大證券舉辦之法人說明會,2022-11-16
蔚華科,蔚華科:(經董事會議決後依據簽訂合約更新)代子公司Bright Future Cayman Limited公告出售持有大陸公司蔚思博檢測技術(合肥)有限公司全數股權,2022-11-16
四維航,四維航:本公司111年現金增資股款催繳公告,2022-11-16
上福,上福:公告本公司召開111年法人說明會相關訊息,2022-11-16
第一金,第一金:代孫公司第一金投顧公告與關係人原取得之不動產使用權資產終止租賃,2022-11-16
全球傳動,全球傳動:公告本公司申請延長國內第二次無擔保轉換公司債乙案之募集期間業經金管會准予備查,2022-11-16
菱生,菱生:本公司受邀於11月22日參加中國信託綜合證券舉辦之線上法人說明會,2022-11-16
璟德,璟德:本公司受邀參加財團法人中華民國證券櫃檯買賣中心舉辦之「櫃買市場業績發表會」,2022-11-16
長園科,長園科:本公司受邀參加凱基證券舉辦之「儲能趨勢實體論壇」,2022-11-16
華盈,華盈:本公司受邀參加由統一證券舉辦之法人說明會,2022-11-16
夠麻吉,夠麻吉:公告本公司內部稽核主管異動,2022-11-16
和進,和進:(更正)公告本公司111年第三季合併財報更(補)正資訊,2022-11-16
欣陸,欣陸:代子公司大陸工程股份有限公司公告111年第二次股東臨時會重要決議事項,2022-11-16
緯創,緯創:代子公司高雄晶傑達光電科技(股)公司公告簽訂機電裝修工程相關合約,2022-11-16
加捷生醫,加捷生醫:本公司受邀參加元大證券舉辦之線上法人說明會,2022-11-16
長榮航,長榮航:本公司受邀參加由凱基證券舉辦之法人說明會,2022-11-16
凌陽,凌陽:更正本公司111年第三季合併核閱報告及相關XBRL,2022-11-16
譁裕,譁裕:公告本公司受邀參加&#29319;亞證券舉辦之法人說明會,2022-11-16
翔名,翔名:本公司受邀參加福邦證券公司舉辦之2023年潛力趨勢產業論壇,2022-11-16
聲寶,聲寶:聲寶股份有限公司（公司代號：1604）註銷買回股票事宜。,2022-11-16
台泥,台泥:一一一年度第二次無擔保普通公司債發行條件(補充說明本公司於111年4月11日公告董事會決議發行無擔保普通公司債),2022-11-16
貿聯-KY,貿聯-KY:代重要子公司貿聯電子（昆山）有限公司公告董事會決議分配現金股利,2022-11-16
北極星藥業-KY,北極星藥業-KY:本公司受邀參加國泰證券於111年12月8日舉辦之線上法人座談會,2022-11-16
達方,達方:代子公司蘇州達方電子有限公司公告資金貸與達瑞創新股份有限公司,2022-11-16
鑫禾,鑫禾:本公司受邀參加兆豐證券舉辦之法人說明會,2022-11-16
富邦金,富邦金:富邦金控代子公司富邦證券公告取得富邦產險三筆使用權資產,2022-11-16
富邦金,富邦金:富邦金控代子公司富邦證券公告擬取得臺灣水泥股份有限公司無擔保普通公司債,2022-11-16
富邦金,富邦金:富邦金控代富銀證券(香港)公告董事會決議發放111年度中期股利,2022-11-16
聯成,聯成:本公司受邀參加凱基證券舉辦之法人說明會,2022-11-16
鼎基,鼎基:代子公司東莞鼎立聚胺酯貿易有限公司公告股東會代行董事會決議通過盈餘匯回案,2022-11-16
台汽電,台汽電:本公司受邀參加中國信託證券舉辦之線上法人說明會,2022-11-16
宏盛,宏盛:公告本公司111年度法人說明會,2022-11-16
訊芯-KY,訊芯-KY:公告本公司召開法人說明會相關資訊,2022-11-16
中櫃,中櫃:代非公開發行公司取得人依證交法第43條之1第1項規定辦理公告,2022-11-16
宏達電,宏達電:本公司111年第3季員工行使員工認股權換發普通股變更登記核准公告,2022-11-16
茂達,茂達:公告本公司限制員工權利新股註銷完成變更登記事宜,2022-11-16
擎亞,擎亞:更正：本公司受邀參加第一金證券所舉辦之線上法說會,2022-11-16
宣德,宣德:本公司受邀參加J.P. Morgan’s 在亞洲舉行的第十屆2022 Global TMT Conference in Asia,2022-11-16
台光電,台光電:本公司受邀參加野村證券舉辦之線上法人說明會,2022-11-16
耀億,耀億:本公司受邀參加富邦證券舉辦之法人說明會，說明111年第三季營運概況及未來展望,2022-11-16
廣華-KY,廣華-KY:本公司受邀參加國泰證券舉辦之線上法人說明會,2022-11-16
南亞科,南亞科:本公司受邀參加J.P. Morgan舉辦之10th Global TMT Conference in Asia,2022-11-16
天方能源,天方能源:補充公告:代孫公司福武能源股份有限公司補充         使用權資產估價金額,2022-11-16
