code,content,date
世界,世界:本公司將於111年10月6日辦理110-1期甲券無擔保普通公司債 (債券代碼: B60906)還本付息作業。,2022-09-27
世界,世界:(更正)本公司將於111年10月6日辦理110-1期乙券無擔保普通公司債 (債券代碼: B60907)還本付息作業。,2022-09-27
和泰車,和泰車:公告本公司參與認購和泰產物保險股份有限公司私募發行之新股,2022-09-27
元太,元太:公告本公司受邀參加凱基證券舉辦之線上法人座談會,2022-09-27
合庫金,合庫金:代子公司合庫證券公告取得合庫銀行111年度第3期無擔保一般順位金融債券,2022-09-27
合庫金,合庫金:代子公司合作金庫商業銀行公告董事會通過申請設立新加坡分行,2022-09-27
台郡,台郡:公告本公司限制員工權利新股發行變更登記完成暨上市公告,2022-09-27
櫻花建,櫻花建:本公司111年第2季可轉換公司債轉換發行新股變更登記核准公告,2022-09-27
和泰車,和泰車:代子公司和泰產物保險(股)公司董事會決議擬辦理私募普通股(補充9/6公告),2022-09-27
和泰車,和泰車:代子公司和泰產物保險股份有限公司公告111年度第二次股東臨時會重要決議事項,2022-09-27
金益鼎,金益鼎:公告本公司辦理現金減資完成實收資本額變更登記,2022-09-27
大同,大同:公告本公司經理人異動,2022-09-27
玉山金,玉山金:本公司代子公司玉山銀行公告授信資產之轉讓事宜。,2022-09-27
聯邦銀,聯邦銀:聯邦銀行代子公司聯邦國際租賃股份有限公司代為公告向鴻御建設企業股份有限公司取得使用權資產,2022-09-27
華南金,華南金:代子公司華南金資產管理股份有限公司公告董事會決議通過新店斯馨段總營建工程費用,2022-09-27
鴻海,鴻海:本公司受邀參加兆豐證券舉辦之法人交流會，說明本公司營運概況,2022-09-27
鴻海,鴻海:代子公司宏訊電子工業(杭州)有限公司取得富智康(天津)精密工業有限公司股權,2022-09-27
遠東銀,遠東銀:公告本公司111年現金增資股款催繳,2022-09-27
飛寶企業,飛寶企業:本公司配合法務部調查局臺北市調查處進行相關調查,2022-09-27
永裕,永裕:代重要子公司精奕興業(股)公司公告-依公司法第173條之1由召集權人共計17人自行召集精奕興業(股)公司111年第1次股東臨時會，並由王奕仁擔任本次股東臨時會之主席。,2022-09-27
好德,好德:代取得人依證交法第43條之1第1項規定辦理公告,2022-09-27
廷鑫,廷鑫:廷鑫興業股份有限公司108年度第一次有擔保普通公司債第3年到期還本付息公告,2022-09-27
廷鑫,廷鑫:廷鑫興業股份有限公司108年度第一次有擔保普通公司債終止櫃檯買賣,2022-09-27
恩德,恩德:恩德科技股份有限公司（公司代號：1528）註銷買回股票事宜。,2022-09-27
元大金,元大金:公告募集及交付元大金融控股股份有限公司111年度第二次無擔保普通公司債,2022-09-27
榮運,榮運:公告本公司法人董事代表人異動,2022-09-27
瑞智,瑞智:代子公司瑞展動能股份有限公司公告處分屏東廠建物案,2022-09-27
台郡,台郡:本公司註銷限制員工權利新股已完成資本變更登記事宜,2022-09-27
台塑化,台塑化:公告台南市環保局以本公司違反「廢棄物清理法」第52條之規定裁處新台幣300萬元。,2022-09-27
全科,全科:代子公司 Pantek Global Corp. 公告新增資金貸與金額達公開發行公司資金貸與及背書保證處理準則第二十二條第一項第三款之標準,2022-09-27
國票金,國票金:代本公司之子公司國際票券金融(股)公司公告其董事會通過對財團法人國票社會福利慈善基金會之捐贈案,2022-09-27
中航,中航:公告本公司召開法人說明會,2022-09-27
瑞智,瑞智:公告本公司召開線上法人說明會相關資訊,2022-09-27
國泰金,國泰金:代陸家嘴國泰人壽公告審計委員會成員異動,2022-09-27
科嘉-KY,科嘉-KY:代子公司蘇州科德/嘉駿/嘉財/百景/嘉吉公告一年內累積處分同一有價證券達實收資本額20%,2022-09-27
國泰金,國泰金:公告本公司受邀參加臺灣證券交易所及寬量國際共同主辦之「12th Taiwan CEO Week」線上投資人會議,2022-09-27
福興,福興:公告本公司取得不動產,2022-09-27
兆豐金,兆豐金:公告本公司擬參與認購子公司兆豐產物保險(股)公司現金增資新臺幣20.00064億元,2022-09-27
松上,松上:公告本公司買回庫藏股期間屆滿執行情形,2022-09-27
越峰,越峰:公告本公司訂定111年現金增資認股基準日等相關事宜,2022-09-27
達運,達運:本公司受邀參加永豐金證券舉辦之線上法人說明會,2022-09-27
福貞-KY,福貞-KY:公告本公司現金增資發行新股相關事宜,2022-09-27
億杰,億杰:更正公告出售子公司展成科技(香港)有限公司及其子公司展成電機(東莞)有限公司案,2022-09-27
基泰,基泰:本公司召開2022年法人說明會,2022-09-27
三圓,三圓:三圓建設股份有限公司國內第三次有擔保轉換公司債上櫃公告,2022-09-27
廷鑫,廷鑫:廷鑫興業股份有限公司國內第一次有擔保轉換公司債櫃檯買賣公告,2022-09-27
茂迪,茂迪:茂迪股份有限公司（公司代號：6244）111年現金增資股票上櫃掛牌日期暨111年股款繳納憑證終止上櫃日期。,2022-09-27
大城地產,大城地產:大城地產股份有限公司（公司代號：6171）111年除權配股股票上櫃掛牌日期。,2022-09-27
桓達,桓達:桓達科技股份有限公司（公司代號：4549）111年除權配股股票上櫃掛牌日期。,2022-09-27
三圓,三圓:三圓建設股份有限公司國內第三次有擔保轉換公司債發放暨核准上櫃買賣公告,2022-09-27
華園,華園:華園飯店股份有限公司（公司代號：2702）111年除權配股股票上市掛牌日期。,2022-09-27
廷鑫,廷鑫:廷鑫興業股份有限公司國內第一次有擔保轉換公司債櫃檯買賣核准公告,2022-09-27
晟德,晟德:公告本公司盈餘轉增資發行新股及分派現金股利事宜--變更現金股利發放日,2022-09-27
台蠟,台蠟:公告本公司盈餘轉增資發行新股暨分派現金股利相關事宜,2022-09-27
中美晶,中美晶:公告本公司111年8月自結合併財務報表之負債比率、流動比率及速動比率,2022-09-27
環球晶,環球晶:公告本公司111年08月自結合併財務報表之負債比率、流動比率及速動比率,2022-09-27
能率,能率:代子公司東莞承光貿易有限公司公告一年內累積取得同一性質理財商品達公告標準,2022-09-27
鉅邁,鉅邁:代子公司鉅邁(泰興)工業服務有限公司公告受泰州市生態環境局裁罰事宜,2022-09-27
台數科,台數科:代重要子公司得濬股份有限公司公告董事會(代行股東會職權)通過解除董事競業禁止之限制,2022-09-27
台數科,台數科:代重要子公司中投有線電視股份有限公司公告董事會(代行股東會職權)通過解除董事競業禁止之限制,2022-09-27
台數科,台數科:代重要子公司大揚有線電視股份有限公司公告董事會(代行股東會職權)通過解除董事競業禁止之限制,2022-09-27
中租-KY,中租-KY:代子公司合迪股份有限公司公告其董事會決議通過發行111年度無擔保普通公司債相關事宜,2022-09-27
台數科,台數科:代重要子公司新永安有線電視股份有限公司公告董事會(代行股東會職權)通過解除董事競業禁止之限制,2022-09-27
中鴻,中鴻:本公司受邀參加中國信託證券舉辦之線上法人說明會。,2022-09-27
台蠟,台蠟:公告本公司董事長訂定除息及增資配股除權基準日暨調整配股配息率,2022-09-27
富邦金,富邦金:富邦金控代富邦育樂公告取得「富邦一號不動產投資信託基金」一筆使用權資產,2022-09-27
統一超,統一超:代子公司悠旅生活事業股份有限公司公告取得使用權資產,2022-09-27
永豐餘,永豐餘:公告本公司董事會通過發言人異動,2022-09-27
