代碼,股利發放年度,股利合計
1717,2002,1.0
1717,2001,1.5
1717,2000,2.5
1717,1999,2.5
1717,1998,3.0
1717,1997,3.0
1717,1996,2.0
1717,1995,2.5
1717,1994,2.5
1717,1993,2.5
1717,1992,3.0
1718,2022,0.0
1718,2021,0.5
1718,2020,0.0
1718,2019,0.75
1718,2018,0.75
1718,2017,0.0
1718,2016,0.6
1718,2015,0.0
1718,2014,0.0
1718,2013,0.0
1718,2012,0.0
1718,2011,0.0
1718,2010,0.0
1718,2009,0.0
1718,2008,0.83
1718,2007,0.0
1718,2006,0.0
1718,2005,2.66
1718,2004,0.0
1718,2003,0.0
1718,2002,0.0
1718,2001,0.0
1718,2000,0.0
1718,1999,0.0
1718,1998,1.65
1718,1997,1.0
1718,1996,0.0
1718,1995,1.0
1718,1994,0.0
1718,1993,0.0
1718,1992,0.8
1718,1991,0.8
1718,1990,0.5
1718,1987,0.0
1721,2022,0.0
1721,2021,0.5
1721,2020,0.0
1721,2019,0.0
1721,2018,0.2
1721,2017,0.7
1721,2016,0.0
1721,2015,0.0
1721,2014,0.0
1721,2013,0.0
1721,2012,0.0
1721,2011,0.0
1721,2010,0.0
1721,2009,0.0
1721,2008,0.0
1721,2007,0.0
1721,2006,0.0
1721,2005,0.0
1721,2004,0.0
1721,2003,0.0
1721,2002,0.0
1721,2001,0.0
1721,2000,0.0
1721,1999,0.0
1721,1998,3.5
1721,1997,1.2
1721,1996,1.5
1721,1995,1.3
1721,1994,1.3
1721,1993,2.0
1722,2022,2.8
1722,2021,2.3
1722,2020,2.2
1722,2019,2.2
1722,2018,2.1
1722,2017,2.1
1722,2016,2.1
1722,2015,2.2
1722,2014,2.0
1722,2013,2.7
1722,2012,2.3
1722,2011,2.2
1722,2010,1.4
1722,2009,1.8
1722,2008,3.4
1722,2007,3.0
1722,2006,2.2
1722,2005,1.7
1722,2004,1.0
1722,2003,1.0
1722,2002,0.3
1722,2001,0.0
1722,2000,4.7
1722,1999,0.0
1722,1998,0.0
1722,1997,0.0
1722,1996,7.5
1722,1995,0.0
1722,1994,0.0
1723,2022,4.0
1723,2021,2.8
1723,2020,5.0
1723,2019,5.3
1723,2018,4.6
1723,2017,4.5
1723,2016,4.5
1723,2015,8.3
1723,2014,8.3
1723,2013,7.4
1723,2012,8.0
1723,2011,7.2
1723,2010,5.6
1723,2009,4.65
1723,2008,5.5
1723,2007,4.8
1723,2006,4.5
1723,2005,4.7
1723,2004,3.8
1723,2003,2.6
1723,2002,2.6
1723,2001,2.8
1723,2000,1.7
1723,1999,1.6
1723,1998,2.6
1723,1997,1.8
1723,1996,0.0
1723,1995,0.0
1723,1994,0.0
1723,1993,0.0
1725,2022,1.23
1725,2021,0.96
1725,2020,0.81
1725,2019,0.84
1725,2018,0.83
1725,2017,0.8
1725,2016,0.78
1725,2015,0.62
1725,2014,0.35
1725,2013,0.0
1725,2012,0.0
1725,2011,1.5
1725,2010,2.0
1725,2009,0.0
1725,2008,1.78
1725,2007,2.11
1725,2006,1.83
1725,2005,2.14
1725,2004,1.38
1725,2003,1.43
1725,2002,1.0
1725,2001,0.6
1725,2000,0.8
1725,1999,0.8
1725,1998,1.6
1725,1997,1.1
1725,1996,3.0
1725,1995,0.0
1725,1994,0.0
1726,2022,3.5
1726,2021,3.5
1726,2020,3.2
1726,2019,3.5
1726,2018,3.5
1726,2017,4.0
1726,2016,3.8
1726,2015,3.8
1726,2014,4.2
1726,2013,3.5
1726,2012,2.5
1726,2011,2.5
1726,2010,2.5
1726,2009,1.8
1726,2008,2.13
1726,2007,2.5
1726,2006,2.2
1726,2005,2.5
1726,2004,2.0
1726,2003,2.24
1726,2002,2.0
1726,2001,2.0
1726,2000,3.0
1726,1999,3.0
1726,1998,3.0
1726,1997,2.5
1726,1996,2.0
1726,1995,2.0
1726,1994,0.0
1726,1993,3.6
1727,2022,0.52
1727,2021,0.0
1727,2020,0.2
1727,2019,0.6
1727,2018,0.6
1727,2017,0.6
1727,2016,0.5
1727,2015,1.0
1727,2014,1.0
1727,2013,1.09
1727,2012,1.3
1727,2011,1.47
1727,2010,0.8
1727,2009,0.8
1727,2008,0.5
1727,2007,0.5
1727,2006,0.8
1727,2005,1.12
1727,2004,1.03
1727,2003,0.8
1727,2002,0.84
1727,2001,1.72
1727,2000,0.72
1727,1999,0.7
1727,1998,1.0
1727,1997,1.0
1727,1996,0.6
1727,1995,0.0
1727,1994,1.75
1727,1990,1.0
1727,1989,1.14
1727,1988,1.68
1727,1987,5.0
1727,1986,1.34
1727,1980,1.53
1727,1979,3.0
1727,1977,2.5
1727,1975,7.5
1727,1973,8.18
1730,2022,3.0
1730,2021,3.86
1730,2020,3.76
1730,2019,3.5
1730,2018,2.27
1730,2017,2.18
1730,2016,2.0
1730,2015,1.7
1730,2014,2.7
1730,2013,1.1
1730,2012,1.0
1730,2011,1.0
1730,2010,1.0
1730,2009,0.5
1730,2008,0.7
1730,2007,0.8
1730,2006,0.75
1730,2005,0.6
1730,2004,0.7
1730,2003,0.5
1730,2002,0.5
1730,2001,0.45
1730,2000,1.5
1730,1999,1.7
1730,1998,2.0
1732,2022,0.35
1732,2021,0.5
1732,2020,0.0
1732,2019,0.0
1732,2018,0.0
1732,2017,0.0
1732,2016,0.0
1732,2015,0.0
1732,2014,0.0
1732,2013,0.0
1732,2012,0.4
1732,2011,0.5
1732,2010,0.6
1732,2009,0.0
1732,2008,0.5
1732,2007,0.0
1732,2006,0.0
1732,2005,0.0
1732,2004,0.0
1732,2003,0.0
1732,2002,0.0
1732,2001,1.0
1732,2000,1.5
1732,1999,1.0
1732,1998,0.75
1732,1997,10.72
1735,2022,0.0
1735,2021,0.5
1735,2020,0.65
1735,2019,0.15
1735,2018,0.5
1735,2017,0.5
1735,2016,1.0
1735,2015,0.6
1735,2014,0.5
1735,2013,0.6
1735,2012,0.28
1735,2011,0.5
1735,2010,1.1
1735,2009,0.0
1735,2008,0.8
1735,2007,0.3
1735,2006,0.7
1735,2005,1.5
1735,2004,2.1
1735,2003,2.25
1735,2002,2.2
1735,2001,3.0
1735,2000,2.5
1735,1999,2.0
1735,1998,0.0
1773,2022,5.5
1773,2021,4.6
1773,2020,4.2
1773,2019,5.0
1773,2018,4.6
1773,2017,4.0
1773,2016,3.0
1773,2015,2.6
1773,2014,3.24
1773,2013,3.0
1773,2012,2.6
1773,2011,4.0
1773,2010,2.5
1773,2009,1.5
1773,2008,3.0
1773,2007,2.0
1773,2006,1.5
1773,2005,4.5
1773,2004,1.0
1773,2003,1.0
1773,2001,0.5
1776,2022,1.5
1776,2021,1.0
1776,2020,0.85
1776,2019,0.8
1776,2018,1.5
1776,2017,1.6
1776,2016,1.59
1776,2015,1.2
1776,2014,1.7
1776,2013,1.5
1776,2012,1.1
1776,2011,1.5
1776,2010,3.0
1776,2009,1.5
1776,2008,2.5
1776,2007,1.5
1776,2006,1.2
1776,2005,2.0
1776,2004,3.0
1776,2003,6.0
3708,2022,1.43
3708,2021,3.5
3708,2020,4.0
3708,2019,5.0
3708,2018,1.99
3708,2017,1.01
3708,2016,-
4720,2022,0.2
4720,2021,0.49
4720,2020,0.3
4720,2019,0.15
4720,2018,0.2
4720,2017,0.6
4720,2016,1.0
4720,2015,1.0
4720,2014,0.6
4720,2013,1.0
4720,2012,0.75
4720,2011,0.2
4720,2010,0.5
4720,2009,0.5
4720,2008,1.0
4720,2007,0.8
4720,2006,0.5
4720,2005,0.8
4720,2004,1.5
4720,2003,1.7
4720,2002,1.7
4720,2001,2.0
4720,2000,2.5
4720,1999,1.5
4720,1998,0.0
4722,2022,2.2
4722,2021,2.0
4722,2020,1.8
4722,2019,1.8
4722,2018,2.0
4722,2017,2.5
4722,2016,2.8
4722,2015,1.5
4722,2014,1.2
4722,2013,1.5
4722,2012,1.0
4722,2011,0.79
4722,2010,0.6
4722,2009,0.3
4722,2008,0.5
4722,2007,0.5
4722,2006,0.8
4722,2005,1.47
4722,2004,1.5
4722,2003,1.5
4722,2002,1.5
4722,2001,1.8
4722,2000,2.8
4722,1999,1.4
4722,1998,1.8
4739,2022,3.0
4739,2021,1.2
4739,2020,1.23
4739,2019,3.2
4739,2018,3.01
4739,2017,2.7
4739,2016,1.56
4739,2015,1.02
4739,2014,0.5
4739,2013,0.8
4739,2012,1.2
4739,2011,1.0
4739,2010,0.5
4739,2009,1.0
4755,2022,5.0
4755,2021,3.0
4755,2020,2.5
4755,2019,2.7
4755,2018,2.6
4755,2017,1.6
4755,2016,1.0
4755,2015,0.7
4755,2014,0.68
4755,2013,0.65
4763,2022,10.2
4763,2021,6.28
4763,2020,4.75
4763,2019,5.0
4763,2018,5.0
4763,2017,5.0
4763,2016,5.0
4763,2015,0.0
4764,2022,1.0
4764,2021,1.0
4764,2020,1.22
4764,2019,6.0
4764,2018,2.7
4764,2017,2.5
4766,2022,6.0
4766,2021,7.0
4766,2020,6.0
4766,2019,5.0
4766,2018,5.0
4766,2017,5.2
4770,2022,8.0
4770,2021,4.3
4770,2020,4.0
1598,2022,2.51
1598,2021,7.47
1598,2020,1.11
1598,2019,0.7
1598,2018,0.5
1598,2017,2.1
1598,2016,1.5
1598,2015,2.5
1598,2014,0.0
1598,2013,0.45
1598,2012,0.5
1701,2022,0.9
1701,2021,1.0
1701,2020,0.8
1701,2019,0.8
1701,2018,0.6
1701,2017,0.6
1701,2016,0.6
1701,2015,0.6
1701,2014,0.5
1701,2013,0.5
1701,2012,0.5
1701,2011,0.7
1701,2010,0.7
1701,2009,0.2
1701,2008,0.5
1701,2007,0.7
1701,2006,0.7
1701,2005,1.5
1701,2004,1.0
1701,2003,0.0
1701,2002,0.0
1701,2001,0.0
1701,2000,1.0
1701,1999,0.0
1701,1998,0.0
1701,1997,0.0
1701,1996,0.0
1701,1995,0.0
1701,1994,1.0
1701,1993,1.0
1701,1992,1.0
1701,1991,1.0
1701,1990,1.0
1701,1988,1.0
1701,1987,1.0
1701,1986,0.7
1701,1984,0.4
1707,2022,6.1
1707,2021,6.4
1707,2020,6.5
1707,2019,6.5
1707,2018,6.68
1707,2017,6.4
1707,2016,5.6
1707,2015,5.3
1707,2014,5.0
1707,2013,3.7
1707,2012,3.0
1707,2011,2.5
1707,2010,2.0
1707,2009,1.0
1707,2008,1.2
1707,2007,0.8
1707,2006,0.6
1707,2005,0.62
1707,2004,0.0
1707,2003,0.0
1707,2002,0.0
1707,2001,0.0
1707,2000,0.0
1707,1999,0.0
1707,1998,0.6
1707,1997,1.0
1707,1996,1.0
1707,1995,1.0
1707,1994,1.0
1707,1993,1.0
1707,1992,1.0
1707,1991,1.0
1707,1990,2.0
1707,1989,2.0
1707,1988,1.5
1707,1985,0.5
1707,1984,0.5
1720,2022,2.5
1720,2021,1.8
1720,2020,1.5
1720,2019,1.5
1720,2018,1.6
1720,2017,1.5
1720,2016,1.5
1720,2015,1.0
1720,2014,2.5
1720,2013,1.16
1720,2012,1.0
1720,2011,1.2
1720,2010,1.6
1720,2009,1.5
1720,2008,1.25
1720,2007,1.5
1720,2006,1.5
1720,2005,1.0
1720,2004,1.0
1720,2003,1.0
1720,2002,1.2
1720,2001,1.0
1720,2000,1.5
1720,1999,1.5
1720,1998,1.5
1720,1997,1.5
1720,1996,1.7
1720,1995,2.5
1720,1994,3.0
1720,1993,5.53
1731,2022,1.17
1731,2021,1.0
1731,2020,0.6
1731,2019,0.5
1731,2018,0.6
1731,2017,0.55
1731,2016,0.5
1731,2015,0.6
1731,2014,0.4
1731,2013,0.35
1731,2012,0.35
1731,2011,0.45
1731,2010,0.5
1731,2009,0.3
1731,2008,0.25
1731,2007,0.5
1731,2006,0.45
1731,2005,0.8
1731,2004,1.0
1731,2003,1.0
1731,2002,0.6
1731,2001,0.8
1731,2000,1.2
1731,1999,1.2
1731,1998,2.0
1731,1997,1.2
1731,1996,0.6
1731,1995,1.2
1731,1994,1.0
1731,1993,2.0
1731,1991,1.5
1731,1990,0.92
1733,2022,1.3
1733,2021,1.09
1733,2020,1.11
1733,2019,0.85
1733,2018,1.5
1733,2017,1.5
1733,2016,2.24
1733,2015,2.5
1733,2014,3.3
1733,2013,4.5
1733,2012,4.99
1733,2011,4.2
1733,2010,3.1
1733,2009,3.0
1733,2008,4.0
1733,2007,3.34
1733,2006,2.26
1733,2005,2.0
1733,2004,2.5
1733,2003,2.1
1733,2002,3.1
1733,2001,3.1
1733,2000,0.0
1733,1999,0.0
1733,1998,0.0
1734,2022,0.2
1734,2021,0.2
1734,2020,0.2
1734,2019,0.1
1734,2018,0.2
1734,2017,0.1
1734,2016,0.6
1734,2015,0.8
1734,2014,1.6
1734,2013,0.6
1734,2012,0.35
1734,2011,0.65
1734,2010,0.9
1734,2009,0.33
1734,2008,0.64
1734,2007,0.5
1734,2006,1.3
1734,2005,1.15
1734,2004,0.9
1734,2003,0.8
1734,2002,0.8
1734,2001,0.6
1734,2000,1.1
1734,1999,1.5
1734,1998,1.5
1736,2022,0.5
1736,2021,1.12
1736,2020,1.4
1736,2019,0.65
1736,2018,0.3
1736,2017,1.15
1736,2016,1.0
1736,2015,1.55
1736,2014,7.0
1736,2013,1.55
1736,2012,2.0
1736,2011,0.75
1736,2010,0.3
1736,2009,0.5
1736,2008,1.2
1736,2007,5.0
1736,2006,4.5
1736,2005,3.5
1736,2004,3.5
1736,2003,3.0
1736,2002,3.59
1736,2001,5.0
1752,2022,1.8
1752,2021,1.6
1752,2020,1.7
1752,2019,1.2
1752,2018,1.6
1752,2017,1.6
1752,2016,1.19
1752,2015,0.49
1752,2014,1.0
1752,2013,0.8
1752,2012,0.2
1752,2011,0.0
1752,2010,0.2
1752,2009,1.0
1752,2008,1.2
1752,2007,1.5
1752,2006,2.0
1752,2005,2.0
1752,2003,0.2
1760,2022,1.5
1760,2021,0.7
1760,2020,1.8
1760,2019,1.8
1760,2018,1.5
1760,2017,1.9
1760,2016,1.8
1760,2015,1.75
1760,2014,1.0
1760,2013,0.0
1760,2012,0.0
1760,2011,0.0
1760,2010,0.0
1760,2004,0.15
1762,2022,1.3
1762,2021,1.5
1762,2020,0.8
1762,2019,1.2
1762,2018,0.5
1762,2017,0.5
1762,2016,1.5
1762,2015,0.5
1762,2014,1.0
1762,2013,1.5
1762,2012,1.5
1762,2011,2.0
1762,2010,2.5
1762,2009,0.0
1783,2022,1.0
1783,2021,0.73
1783,2020,0.78
1783,2019,0.68
1783,2018,0.15
1783,2017,0.0
1783,2016,0.0
1783,2015,0.0
1783,2014,0.0
1783,2013,0.0
1783,2012,0.0
1783,2011,0.0
1786,2022,1.42
1786,2021,1.81
1786,2020,1.86
1786,2019,1.6
1786,2018,0.2
1786,2017,0.0
1786,2016,0.5
1786,2015,0.0
1786,2014,1.4
1786,2013,0.6
1786,2012,0.0
1786,2011,0.0
1786,2010,0.0
1786,2009,0.0
1789,2022,0.48
1789,2021,0.5
1789,2020,0.27
1789,2019,0.49
1789,2018,0.48
1789,2017,0.7
1789,2016,0.7
1789,2015,0.6
1789,2014,1.6
1789,2013,1.6
1789,2012,1.3
1789,2011,0.1
1795,2022,1.93
1795,2021,0.35
1795,2020,0.0
1795,2019,0.0
1795,2018,0.0
1795,2017,0.0
1795,2016,0.0
1795,2015,0.0
1795,2014,0.0
1795,2013,0.0
1795,2012,0.0
1795,2011,0.3
1795,2010,0.7
1795,2009,0.7
1795,2008,2.0
1795,2007,1.0
1795,2006,0.8
1795,2005,1.2
1795,2004,2.5
3164,2022,1.1
3164,2021,0.7
3164,2020,0.81
3164,2019,1.5
3164,2018,0.0
3164,2017,0.0
3164,2016,0.0
3164,2015,0.0
3164,2014,0.0
3164,2013,0.5
3164,2012,1.0
3164,2011,2.0
3164,2010,2.0
3164,2009,1.0
3164,2008,0.6
3164,2007,0.0
3164,2006,0.0
3164,2005,0.0
3164,2004,0.0
3164,2003,0.0
3705,2022,1.7
3705,2021,2.0
3705,2020,2.2
3705,2019,2.2
3705,2018,2.0
3705,2017,1.5
3705,2016,2.5
3705,2015,2.5
3705,2014,2.0
3705,2013,1.8
3705,2012,2.0
3705,2011,1.8
3705,2010,1.5
3705,2009,1.5
3705,2008,2.0
3705,2007,2.0
3705,2006,2.0
3705,2005,2.0
3705,2004,1.5
3705,2003,1.5
3705,2002,1.5
3705,2001,1.5
3705,2000,2.0
3705,1999,2.0
3705,1998,2.5
3705,1997,2.0
3705,1996,2.0
3705,1995,2.0
3705,1994,2.0
3705,1993,2.0
3705,1992,1.0
3705,1991,3.82
3705,1990,4.2
3705,1989,8.3
4104,2022,4.0
4104,2021,3.5
4104,2020,3.3
4104,2019,3.0
4104,2018,2.79
4104,2017,2.5
4104,2016,2.39
4104,2015,2.5
4104,2014,2.0
4104,2013,2.0
4104,2012,2.0
4104,2011,2.5
4104,2010,1.98
4104,2009,1.93
4104,2008,5.0
4104,2007,2.8
4104,2006,1.99
4104,2005,1.5
4104,2004,2.51
4104,2003,3.5
4104,2002,3.5
4104,2001,3.5
4104,2000,4.0
4104,1999,3.0
4104,1998,0.0
4106,2022,0.55
4106,2021,0.55
4106,2020,0.45
4106,2019,0.65
4106,2018,0.8
4106,2017,0.8
4106,2016,1.0
4106,2015,1.0
4106,2014,0.7
4106,2013,0.5
4106,2012,1.75
4106,2011,2.1
4106,2010,2.2
4106,2009,1.8
4106,2008,1.5
4106,2007,0.65
4106,2006,1.2
4106,2005,1.0
4106,2004,2.0
4106,2003,2.5
4106,2002,1.8
4106,2001,1.05
4106,2000,2.25
4106,1999,2.0
4108,2022,0.0
4108,2021,0.0
4108,2020,0.0
4108,2019,0.0
4108,2018,0.0
4108,2017,0.0
4108,2016,0.0
4108,2015,0.0
4108,2014,0.0
4108,2013,0.0
4108,2012,0.0
4108,2011,0.0
4108,2010,0.0
4108,2009,0.0
4108,2008,0.0
4108,2007,0.0
4108,2006,0.0
4108,2005,0.0
4108,2004,0.0
4108,2003,0.0
4108,2002,0.0
4108,2001,0.0
4108,2000,0.0
4108,1999,0.0
4119,2022,0.0
4119,2021,2.5
4119,2020,5.8
4119,2019,4.2
4119,2018,2.15
4119,2017,4.2
4119,2016,3.84
4119,2015,3.11
4119,2014,2.3
4119,2013,3.47
4119,2012,1.58
4119,2011,3.36
4119,2010,3.59
4119,2009,3.68
4119,2008,3.9
4119,2007,1.2
4119,2006,1.04
4119,2005,1.18
4119,2004,1.5
4119,2003,1.2
4133,2022,0.46
4133,2021,0.6
4133,2020,0.1
4133,2019,0.6
4133,2018,0.8
4133,2017,0.7
4133,2016,0.8
4133,2015,1.03
4133,2014,1.1
4133,2013,1.2
4133,2012,2.0
4133,2011,2.0
4133,2010,1.5
4133,2009,0.0
4133,2008,0.0
4137,2022,12.0
4137,2021,8.5
4137,2020,13.05
4137,2019,12.0
4137,2018,8.04
4137,2017,6.5
4137,2016,10.0
4137,2015,7.0
4137,2014,7.0
4137,2013,4.2
4142,2022,0.0
4142,2021,0.5
4142,2020,0.0
4142,2019,0.0
4142,2018,0.0
4142,2017,0.0
4142,2016,0.0
4142,2015,0.0
4142,2014,0.0
4142,2013,0.0
4142,2012,0.0
4142,2011,0.0
4142,2010,0.0
4148,2022,1.5
4148,2021,1.0
4148,2020,1.0
4148,2019,2.4
4148,2018,2.65
4148,2017,2.15
4155,2022,1.0
4155,2021,1.39
4155,2020,1.43
4155,2019,2.25
4155,2018,1.82
4155,2017,1.55
4155,2016,1.55
4155,2015,2.2
4155,2014,3.4
4155,2013,3.4
4155,2012,3.54
4155,2011,2.15
4164,2022,2.01
4164,2021,2.01
4164,2020,2.0
4164,2019,1.79
4164,2018,1.1
4164,2017,1.0
4164,2016,2.0
4164,2015,2.0
4164,2014,2.0
4164,2013,3.0
4164,2012,4.0
4190,2022,3.5
4190,2021,2.0
4190,2020,4.0
4190,2019,4.5
4190,2018,2.5
4190,2017,3.5
4190,2016,5.0
4190,2015,3.0
4737,2022,2.0
4737,2021,2.06
4737,2020,1.99
4737,2019,2.0
4737,2018,4.14
4737,2017,4.14
4737,2016,2.0
4737,2015,0.94
4737,2014,1.78
4737,2013,0.8
4737,2012,3.6
4737,2011,4.0
4737,2010,3.2
4737,2009,2.8
4746,2022,2.0
4746,2021,0.0
4746,2020,0.0
4746,2019,0.5
4746,2018,2.0
4746,2017,2.88
4746,2016,1.98
4746,2015,1.98
4746,2014,0.0
4746,2013,0.0
4746,2012,3.5
4746,2011,3.5
4746,2010,3.5
4746,2009,3.5
6431,2022,0.0
6431,2021,0.0
6431,2020,0.0
6431,2019,0.0
6431,2018,0.0
6431,2017,0.0
6431,2016,0.0
6431,2015,2.5
6431,2014,2.5
6491,2022,8.5
6491,2021,5.0
6491,2020,2.5
6491,2019,1.5
6491,2018,0.0
6491,2017,1.0
6491,2016,0.0
6491,2015,0.0
6541,2022,0.0
6541,2021,0.0
6541,2020,0.0
6541,2019,0.0
6541,2018,0.0
6541,2017,0.0
6541,2016,0.0
6550,2022,0.0
6550,2021,0.0
6550,2020,0.0
6550,2019,0.0
6550,2018,0.0
6550,2017,0.0
6550,2016,0.0
6598,2022,0.0
6598,2021,0.0
6598,2020,0.0
6598,2019,0.0
6598,2018,0.0
6598,2017,0.0
6666,2022,1.5
6666,2021,2.0
6666,2020,7.0
6666,2019,8.0
6666,2018,6.0
6796,2022,1.6
6796,2021,4.2
1802,2022,1.82
1802,2021,0.5
1802,2020,0.0
1802,2019,0.3
1802,2018,0.5
1802,2017,0.0
1802,2016,0.0
1802,2015,0.0
1802,2014,0.1
1802,2013,0.1
1802,2012,0.9
1802,2011,1.6
1802,2010,0.5
1802,2009,0.5
1802,2008,1.2
1802,2007,1.2
1802,2006,1.2
1802,2005,1.5
1802,2004,1.2
1802,2003,1.0
1802,2002,1.0
1802,2001,1.61
1802,2000,1.25
1802,1999,1.35
1802,1998,1.85
1802,1997,1.9
1802,1996,1.85
1802,1995,1.85
1802,1994,1.35
1802,1993,1.35
1802,1992,1.5
1802,1991,1.8
1802,1990,2.0
1802,1989,1.8
1802,1988,1.8
1802,1987,1.6
1802,1986,1.4
1802,1985,2.2
1802,1984,2.2
1806,2022,1.0
1806,2021,0.0
1806,2020,0.0
1806,2019,0.0
1806,2018,0.0
1806,2017,0.0
1806,2016,0.0
1806,2015,0.0
1806,2014,0.1
1806,2013,0.0
1806,2012,0.5
1806,2011,1.18
1806,2010,0.99
1806,2009,0.15
1806,2008,0.8
1806,2007,0.6
1806,2006,0.0
1806,2005,0.0
1806,2004,0.0
1806,2003,0.0
1806,2002,0.0
1806,2001,0.0
1806,2000,1.0
1806,1999,0.38
1806,1998,2.0
1806,1997,0.5
1806,1996,2.5
1806,1995,4.75
1806,1994,5.0
1806,1993,3.0
1806,1992,3.1
1806,1991,8.2
1806,1990,3.8
1806,1989,1.0
1809,2022,0.25
1809,2021,0.2
1809,2020,0.2
1809,2019,0.2
1809,2018,0.2
1809,2017,0.3
1809,2016,0.2
1809,2015,0.5
1809,2014,0.35
1809,2013,0.3
1809,2012,0.5
1809,2011,0.5
1809,2010,0.5
1809,2009,0.0
1809,2008,0.25
1809,2007,0.25
1809,2006,0.2
1809,2005,0.0
1809,2004,0.0
1809,2003,0.0
1809,2002,0.0
1809,2001,0.0
1809,2000,0.8
1809,1999,0.5
1809,1998,2.0
1809,1997,2.0
1809,1996,2.0
1809,1995,3.68
1809,1994,4.5
1809,1993,12.5
1810,2022,0.2
1810,2021,0.2
1810,2020,0.0
1810,2019,0.2
1810,2018,0.3
1810,2017,0.0
1810,2016,0.2
1810,2015,0.3
1810,2014,0.33
1810,2013,0.0
1810,2012,0.45
1810,2011,0.0
1810,2010,0.0
1810,2009,0.0
1810,2008,0.0
1810,2007,0.0
1810,2006,0.0
1810,2005,0.0
1810,2004,0.0
1810,2003,0.0
1810,2002,0.0
1810,2001,0.0
1810,2000,0.5
1810,1999,0.0
1810,1998,1.0
1810,1997,1.5
1810,1996,2.0
1810,1995,4.0
1810,1994,4.0
1810,1993,3.25
1810,1992,3.0
1810,1991,2.5
1810,1990,33.67
1810,1985,1.0
1817,2022,2.0
1817,2021,2.0
1817,2020,1.71
1817,2019,2.3
1817,2018,2.3
1817,2017,2.2
1817,2016,2.0
1817,2015,1.8
1817,2014,1.6
1817,2013,1.2
1817,2012,1.0
1903,2022,0.0
1903,2021,0.0
1903,2020,0.0
1903,2019,0.0
1903,2018,0.0
1903,2017,0.0
1903,2016,0.0
1903,2015,0.0
1903,2014,0.0
1903,2013,0.0
1903,2012,0.0
1903,2011,0.0
1903,2010,0.0
1903,2009,0.0
1903,2008,0.0
1903,2007,0.0
1903,2006,0.0
1903,2005,0.0
1903,2004,0.0
1903,2003,0.0
1903,2002,0.0
1903,2001,0.8
1903,2000,0.0
1903,1999,0.8
1903,1998,0.0
1903,1997,0.73
1903,1996,0.0
1903,1995,0.25
1903,1994,1.0
1903,1993,0.0
1903,1992,-
1903,1991,-
1903,1990,1.0
1903,1989,1.35
1903,1988,3.3
1903,1987,3.5
1903,1986,1.0
1903,1985,3.5
1903,1984,3.81
1904,2022,1.9
1904,2021,1.8
1904,2020,1.2
1904,2019,1.1
1904,2018,0.7
1904,2017,0.5
1904,2016,0.6
1904,2015,0.35
1904,2014,0.6
1904,2013,0.6
1904,2012,0.3
1904,2011,1.0
1904,2010,0.7
1904,2009,0.0
1904,2008,0.4
1904,2007,0.7
1904,2006,0.5
1904,2005,0.7
1904,2004,0.6
1904,2003,0.3
1904,2002,0.0
1904,2001,0.7
1904,2000,1.0
1904,1999,0.0
1904,1998,0.5
1904,1997,0.5
1904,1996,1.0
1904,1995,2.0
1904,1994,0.9
1904,1993,0.2
1904,1992,0.8
1904,1991,0.5
1904,1990,1.9
1904,1989,0.5
1904,1988,3.4
1904,1987,2.4
1904,1986,1.6
1904,1985,2.2
1904,1984,1.5
1905,2022,0.41
1905,2021,0.0
1905,2020,0.0
1905,2019,0.35
1905,2018,0.5
1905,2017,0.35
1905,2016,0.6
1905,2015,0.1
1905,2014,0.0
1905,2013,0.0
1905,2012,0.0
1905,2011,1.3
1905,2010,0.0
1905,2009,0.15
1905,2008,1.1
1905,2007,0.6
1905,2006,0.9
1905,2005,0.7
1905,2004,1.0
1905,2003,0.24
1905,2002,0.0
1905,2001,1.2
1905,2000,0.3
1905,1999,0.0
1905,1998,0.3
1905,1997,0.7
1905,1996,1.5
1905,1995,0.0
1905,1994,0.0
1905,1993,0.0
1905,1992,0.0
1905,1991,0.5
1905,1990,2.8
1905,1989,3.0
1905,1988,3.0
1905,1987,1.2
1905,1985,3.0
1905,1984,1.6
1906,2022,0.6
1906,2021,0.4
1906,2020,0.5
1906,2019,0.5
1906,2018,1.0
1906,2017,1.5
1906,2016,0.15
1906,2015,0.0
1906,2014,0.0
1906,2013,0.0
1906,2012,0.0
1906,2011,0.0
1906,2010,0.0
1906,2009,0.0
1906,2008,0.0
1906,2007,0.0
1906,2006,0.0
1906,2005,0.0
1906,2004,0.0
1906,2003,0.0
1906,2002,0.0
1906,2001,0.0
1906,2000,0.0
1906,1999,0.0
1906,1998,0.0
1906,1997,0.0
1906,1996,0.0
1906,1995,0.0
1906,1994,0.0
1906,1993,0.0
1906,1992,0.0
1906,1991,0.0
1906,1990,0.0
1907,2022,1.5
1907,2021,1.5
1907,2020,0.7
1907,2019,0.6
1907,2018,0.6
1907,2017,0.0
1907,2016,0.3
1907,2015,0.4
1907,2014,0.4
1907,2013,0.4
1907,2012,0.8
1907,2011,0.7
1907,2010,0.8
1907,2009,0.0
1907,2008,0.6
1907,2007,0.7
1907,2006,0.88
1907,2005,1.1
1907,2004,1.6
1907,2003,0.5
1907,2002,0.25
1907,2001,0.5
1907,2000,0.7
1907,1999,0.0
1907,1998,0.4
1907,1997,0.5
1907,1996,1.0
1907,1995,2.0
1907,1994,1.5
1907,1993,1.2
1907,1992,1.0
1907,1991,0.5
