代碼,股利發放年度,股利合計
2373,1996,1.0
2373,1995,2.0
2373,1994,1.7
2373,1993,1.5
2373,1992,2.0
2373,1991,2.0
2373,1990,2.75
2390,2022,1.0
2390,2021,0.0
2390,2020,0.0
2390,2019,0.0
2390,2018,0.0
2390,2017,0.06
2390,2016,0.2
2390,2015,0.0
2390,2014,0.5
2390,2013,0.0
2390,2012,0.0
2390,2011,0.0
2390,2010,0.0
2390,2009,0.0
2390,2008,0.0
2390,2007,0.0
2390,2006,0.0
2390,2005,0.3
2390,2004,0.0
2390,2003,0.6
2390,2002,0.9
2390,2001,2.25
2390,2000,4.2
2390,1999,4.2
2390,1998,4.8
2390,1997,1.7
2390,1996,1.5
2390,1995,1.5
2390,1994,1.5
2390,1993,1.5
2404,2022,13.13
2404,2021,17.0
2404,2020,13.0
2404,2019,10.0
2404,2018,6.0
2404,2017,6.0
2404,2016,4.5
2404,2015,2.5
2404,2014,2.4
2404,2013,1.8
2404,2012,3.0
2404,2011,3.97
2404,2010,1.51
2404,2009,0.97
2404,2008,2.9
2404,2007,2.0
2404,2006,2.5
2404,2005,2.77
2404,2004,3.02
2404,2003,2.0
2404,2002,1.7
2404,2001,2.5
2404,2000,2.9
2404,1999,2.8
2404,1998,2.5
2404,1997,2.0
2404,1996,2.0
2404,1995,3.0
2404,1994,0.0
2404,1993,0.0
2423,2022,1.5
2423,2021,1.2
2423,2020,1.5
2423,2019,1.8
2423,2018,1.5
2423,2017,1.2
2423,2016,1.2
2423,2015,1.0
2423,2014,1.0
2423,2013,1.0
2423,2012,1.5
2423,2011,1.25
2423,2010,1.0
2423,2009,1.0
2423,2008,2.0
2423,2007,2.5
2423,2006,1.5
2423,2005,1.5
2423,2004,1.52
2423,2003,1.0
2423,2002,1.5
2423,2001,2.0
2423,2000,2.0
2423,1999,2.0
2423,1998,2.0
2423,1997,2.0
2423,1993,3.75
2433,2022,3.5
2433,2021,3.6
2433,2020,3.8
2433,2019,3.5
2433,2018,3.5
2433,2017,2.7
2433,2016,3.3
2433,2015,3.2
2433,2014,4.0
2433,2013,2.5
2433,2012,4.35
2433,2011,2.18
2433,2010,1.44
2433,2009,2.25
2433,2008,2.6
2433,2007,0.55
2433,2006,1.08
2433,2005,0.8
2433,2004,0.35
2433,2003,0.0
2433,2002,0.0
2433,2001,2.5
2433,2000,2.5
2433,1999,2.5
2433,1998,2.0
2433,1997,0.0
2433,1994,2.0
2433,1993,1.3
2433,1992,8.0
2459,2022,3.5
2459,2021,3.3
2459,2020,3.01
2459,2019,3.0
2459,2018,3.0
2459,2017,2.6
2459,2016,2.5
2459,2015,2.53
2459,2014,1.5
2459,2013,2.0
2459,2012,1.8
2459,2011,2.5
2459,2010,1.6
2459,2009,1.2
2459,2008,1.8
2459,2007,2.5
2459,2006,2.55
2459,2005,2.34
2459,2004,2.86
2459,2003,2.65
2459,2002,3.0
2459,2001,3.2
2459,2000,3.0
2459,1999,2.0
2459,1998,10.0
2459,1997,1.5
2459,1992,0.0
2459,1991,2.0
2459,1990,2.0
2461,2022,1.49
2461,2021,1.5
2461,2020,0.0
2461,2019,0.41
2461,2018,0.56
2461,2017,0.82
2461,2016,0.5
2461,2015,0.42
2461,2014,0.65
2461,2013,0.41
2461,2012,0.0
2461,2011,0.2
2461,2010,0.35
2461,2009,0.2
2461,2008,1.53
2461,2007,1.0
2461,2006,0.51
2461,2005,0.0
2461,2004,0.0
2461,2003,1.42
2461,2002,2.34
2461,2001,2.2
2461,2000,2.0
2461,1999,1.8
2461,1998,1.5
2461,1997,1.0
2461,1996,1.5
2461,1995,3.0
2461,1994,3.4
2461,1993,4.0
2461,1991,1.88
2464,2022,2.2
2464,2021,2.0
2464,2020,2.5
2464,2019,3.3
2464,2018,1.5
2464,2017,2.0
2464,2016,2.3
2464,2015,1.6
2464,2014,1.5
2464,2013,1.0
2464,2012,1.3
2464,2011,2.7
2464,2010,1.6
2464,2009,2.1
2464,2008,3.7
2464,2007,3.4
2464,2006,2.68
2464,2005,1.82
2464,2004,1.4
2464,2003,1.7
2464,2002,1.3
2464,2001,1.4
2464,2000,1.0
2464,1999,1.0
2464,1998,0.0
2464,1997,0.0
2464,1996,0.0
2464,1995,0.0
2464,1994,0.0
2474,2022,10.21
2474,2021,12.0
2474,2020,10.0
2474,2019,12.0
2474,2018,12.0
2474,2017,10.0
2474,2016,10.0
2474,2015,6.0
2474,2014,4.9
2474,2013,6.0
2474,2012,5.0
2474,2011,3.68
2474,2010,2.0
2474,2009,2.0
2474,2008,5.0
2474,2007,6.0
2474,2006,5.96
2474,2005,4.61
2474,2004,5.0
2474,2003,2.1
2474,2002,3.0
2474,2001,2.5
2474,2000,5.0
2474,1999,4.0
2474,1998,7.0
2474,1997,2.0
2474,1996,10.0
2477,2022,1.5
2477,2021,1.45
2477,2020,1.6
2477,2019,0.86
2477,2018,1.3
2477,2017,0.0
2477,2016,1.1
2477,2015,1.0
2477,2014,3.0
2477,2013,0.6
2477,2012,0.0
2477,2011,0.8
2477,2010,0.25
2477,2009,0.25
2477,2008,1.52
2477,2007,1.0
2477,2006,0.8
2477,2005,1.5
2477,2004,4.0
2477,2003,4.5
2477,2002,4.2
2477,2001,5.0
2477,2000,5.5
2477,1999,3.0
2477,1998,3.0
2482,2022,0.0
2482,2021,0.0
2482,2020,0.0
2482,2019,0.0
2482,2018,0.0
2482,2017,0.32
2482,2016,0.15
2482,2015,0.0
2482,2014,0.0
2482,2013,0.0
2482,2012,0.0
2482,2011,0.0
2482,2010,0.5
2482,2009,0.0
2482,2008,1.33
2482,2007,0.7
2482,2006,1.0
2482,2005,1.4
2482,2004,0.83
2482,2003,1.0
2482,2002,1.3
2482,2001,1.0
2482,2000,2.0
2482,1999,2.0
2482,1998,2.0
2482,1997,1.0
2482,1996,0.5
2488,2022,1.2
2488,2021,1.5
2488,2020,2.3
2488,2019,2.5
2488,2018,1.9
2488,2017,3.5
2488,2016,2.2
2488,2015,1.6
2488,2014,2.0
2488,2013,0.6
2488,2012,0.6
2488,2011,1.2
2488,2010,0.7
2488,2009,1.0
2488,2008,1.8
2488,2007,1.5
2488,2006,0.8
2488,2005,1.8
2488,2004,2.5
2488,2003,2.5
2488,2002,3.0
2488,2001,3.0
2488,2000,2.55
2488,1999,2.0
2488,1998,0.4
2488,1997,0.0
3018,2022,0.0
3018,2021,0.0
3018,2020,0.0
3018,2019,0.0
3018,2018,0.78
3018,2017,0.2
3018,2016,0.0
3018,2015,0.51
3018,2014,0.0
3018,2013,0.4
3018,2012,0.8
3018,2011,0.4
3018,2010,0.0
3018,2009,0.0
3018,2008,0.0
3018,2007,0.0
3018,2006,0.0
3018,2005,0.8
3018,2004,1.4
3018,2003,1.4
3018,2002,1.5
3018,2001,2.3
3018,2000,2.5
3018,1999,2.5
3030,2022,3.3
3030,2021,3.3
3030,2020,3.3
3030,2019,3.7
3030,2018,3.0
3030,2017,3.0
3030,2016,4.0
3030,2015,4.3
3030,2014,3.3
3030,2013,4.3
3030,2012,3.0
3030,2011,3.0
3030,2010,1.0
3030,2009,1.2
3030,2008,3.0
3030,2007,3.0
3030,2006,2.5
3030,2005,3.0
3030,2004,1.7
3030,2003,2.3
3030,2002,2.0
3030,2001,3.0
3030,2000,2.0
3030,1999,5.0
3030,1998,0.0
3043,2022,0.0
3043,2021,0.0
3043,2020,0.0
3043,2019,0.0
3043,2018,0.0
3043,2017,0.0
3043,2016,0.0
3043,2015,0.0
3043,2014,0.0
3043,2013,0.0
3043,2012,0.0
3043,2011,1.8
3043,2010,0.0
3043,2009,0.0
3043,2008,1.2
3043,2007,1.34
3043,2006,2.88
3043,2005,2.24
3043,2004,3.2
3043,2003,2.9
3043,2002,4.0
3043,2001,4.0
3043,2000,5.0
3043,1999,5.0
3043,1998,0.0
3305,2022,2.5
3305,2021,1.36
3305,2020,1.01
3305,2019,1.03
3305,2018,1.03
3305,2017,2.36
3305,2016,1.04
3305,2015,2.0
3305,2014,1.96
3305,2013,1.82
3305,2012,2.84
3305,2011,2.33
3305,2010,2.6
3305,2009,1.95
3305,2008,3.0
3305,2007,3.49
3305,2006,2.0
3305,2005,2.0
3305,2004,0.9
3518,2022,1.0
3518,2021,0.0
3518,2020,0.0
3518,2019,0.0
3518,2018,0.0
3518,2017,0.51
3518,2016,1.04
3518,2015,2.0
3518,2014,1.0
3518,2013,0.5
3518,2012,1.0
3518,2011,2.5
3518,2010,6.0
3518,2009,3.0
3518,2008,8.05
3518,2007,7.0
3617,2022,1.0
3617,2021,5.4
3617,2020,5.35
3617,2019,5.3
3617,2018,5.0
3617,2017,4.75
3617,2016,4.5
3617,2015,4.23
3617,2014,4.01
3617,2013,3.8
3617,2012,3.59
3617,2011,3.47
3617,2010,3.2
3617,2009,2.5
3617,2008,5.0
3665,2022,9.45
3665,2021,8.02
3665,2020,9.0
3665,2019,7.5
3665,2018,6.83
3665,2017,6.31
3665,2016,5.9
3665,2015,5.47
3665,2014,5.49
3665,2013,3.5
3665,2012,2.2
3665,2011,3.5
5225,2022,0.6
5225,2021,0.0
5225,2020,0.51
5225,2019,1.3
5225,2018,0.7
5225,2017,1.12
5225,2016,3.01
5225,2015,5.0
5225,2014,5.0
5225,2013,5.0
5225,2012,0.71
6139,2022,1.5
6139,2021,1.0
6139,2020,1.5
6139,2019,1.5
6139,2018,1.5
6139,2017,1.43
6139,2016,0.88
6139,2015,0.8
6139,2014,1.5
6139,2013,2.0
6139,2012,3.0
6139,2011,3.0
6139,2010,1.0
6139,2009,2.5
6139,2008,4.0
6139,2007,4.0
6139,2006,4.86
6139,2005,4.85
6139,2004,4.0
6139,2003,5.0
6139,2002,5.0
6139,2001,10.0
6139,2000,10.1
6139,1999,7.0
6192,2022,4.0
6192,2021,3.4
6192,2020,3.3
6192,2019,3.3
6192,2018,3.3
6192,2017,2.0
6192,2016,3.0
6192,2015,3.0
6192,2014,3.0
6192,2013,3.5
6192,2012,4.0
6192,2011,3.5
6192,2010,3.5
6192,2009,2.5
6192,2008,4.5
6192,2007,3.2
6192,2006,2.0
6192,2005,2.4
6192,2004,3.05
6192,2003,2.48
6192,2002,2.1
6192,2001,2.0
6192,2000,1.0
6192,1999,1.0
6196,2022,4.45
6196,2021,3.5
6196,2020,2.6
6196,2019,3.0
6196,2018,2.48
6196,2017,2.07
6196,2016,2.0
6196,2015,2.0
6196,2014,1.1
6196,2013,1.0
6196,2012,1.0
6196,2011,0.99
6196,2010,0.3
6196,2009,1.0
6196,2008,0.5
6196,2007,1.5
6196,2006,2.5
6196,2005,4.0
6196,2004,4.06
6196,2003,4.0
6196,2002,3.0
6196,2001,8.0
6196,2000,18.46
6201,2022,3.0
6201,2021,3.0
6201,2020,2.5
6201,2019,2.7
6201,2018,2.1
6201,2017,3.0
6201,2016,2.0
6201,2015,1.8
6201,2014,2.0
6201,2013,1.8
6201,2012,2.1
6201,2011,2.0
6201,2010,2.0
6201,2009,2.0
6201,2008,2.8
6201,2007,2.1
6201,2006,2.5
6201,2005,1.5
6201,2004,4.0
6201,2003,4.5
6201,2002,2.0
6201,2001,1.0
6201,2000,2.56
6215,2022,1.8
6215,2021,0.5
6215,2020,0.5
6215,2019,0.5
6215,2018,0.6
6215,2017,0.5
6215,2016,0.25
6215,2015,1.0
6215,2014,0.6
6215,2013,0.0
6215,2012,0.4
6215,2011,1.8
6215,2010,0.0
6215,2009,0.75
6215,2008,1.75
6215,2007,1.6
6215,2006,2.52
6215,2005,2.97
6215,2004,1.98
6215,2003,3.05
6215,2002,3.5
6215,2001,5.0
6283,2022,0.0
6283,2021,0.0
6283,2020,0.0
6283,2019,0.0
6283,2018,0.0
6283,2017,1.0
6283,2016,0.0
6283,2015,0.0
6283,2014,0.0
6283,2013,0.0
6283,2012,0.0
6283,2011,0.0
6283,2010,0.0
6283,2009,0.5
6283,2008,2.03
6283,2007,1.51
6283,2006,1.0
6283,2005,2.26
6283,2004,3.0
6283,2003,2.5
6283,2002,2.5
6283,2001,0.0
6283,2000,0.0
6409,2022,23.55
6409,2021,23.5
6409,2020,23.71
6409,2019,21.5
6409,2018,20.0
6409,2017,20.0
6409,2016,15.5
6409,2015,11.3
6409,2014,7.8
6409,2013,7.5
6438,2022,6.3
6438,2021,4.14
6438,2020,1.53
6438,2019,2.8
6438,2018,4.0
6438,2017,2.0
6438,2016,3.5
6438,2015,3.5
6438,2014,6.0
6558,2022,0.0
6558,2021,0.3
6558,2020,1.0
6558,2019,1.2
6558,2018,1.11
6558,2017,0.9
6558,2016,0.7
6691,2022,14.0
6691,2021,11.0
6691,2020,10.0
6691,2019,12.0
6698,2022,0.0
6698,2021,0.5
6698,2020,1.6
6698,2019,1.0
6743,2022,0.5
6743,2021,3.93
6743,2020,0.95
8021,2022,2.3
8021,2021,1.58
8021,2020,1.2
8021,2019,1.2
8021,2018,0.4
8021,2017,0.91
8021,2016,1.36
8021,2015,1.22
8021,2014,0.8
8021,2013,0.79
8021,2012,0.99
8021,2011,1.0
8021,2010,0.6
8021,2009,0.9
8021,2008,3.98
8021,2007,3.51
8021,2006,2.56
8021,2005,1.5
8021,2004,0.7
8021,2003,0.0
8021,2002,0.0
8021,2001,2.25
8021,2000,1.89
8201,2022,0.0
8201,2021,0.0
8201,2020,0.0
8201,2019,0.0
8201,2018,0.0
8201,2017,0.0
8201,2016,0.0
8201,2015,0.0
8201,2014,0.0
8201,2013,0.0
8201,2012,0.5
8201,2011,0.7
8201,2010,1.3
8201,2009,1.25
8201,2008,3.8
8201,2007,3.5
8201,2006,4.2
8201,2005,1.8
8201,2004,0.2
8201,2003,0.3
8201,2002,0.4
8201,2001,2.0
8201,2000,2.2
8499,2022,8.0
8499,2021,8.0
8499,2020,5.0
8499,2019,5.0
8499,2018,5.05
8499,2017,3.5
1316,2022,0.0
1316,2021,0.0
1316,2020,0.0
1316,2019,1.89
1316,2018,2.26
1316,2017,0.0
1316,2016,0.0
1316,2015,0.0
1316,2014,0.0
1316,2013,0.0
1316,2012,0.0
1316,2011,0.0
1316,2010,0.0
1316,2009,0.0
1316,2008,0.0
1316,2007,0.0
1316,2006,0.0
1316,2005,0.0
1316,2004,0.0
1316,2003,0.0
1316,2002,0.0
1316,2001,0.0
1316,2000,0.0
1316,1999,0.0
1316,1998,1.0
1316,1997,0.0
1316,1996,0.0
1316,1995,1.5
1316,1994,2.0
1316,1993,3.0
1316,1992,4.0
1316,1991,3.27
1316,1990,2.6
1316,1989,1.33
1436,2022,4.15
1436,2021,2.0
1436,2020,2.5
1436,2019,4.0
1436,2018,3.0
1436,2017,1.0
1436,2016,1.0
1436,2015,3.0
1436,2014,0.0
1436,2013,0.0
1436,2012,0.0
1436,2011,0.19
1436,2010,0.0
1436,2009,0.0
1436,2008,0.0
1436,2007,1.0
1436,2006,0.0
1436,2005,0.0
1436,2004,0.0
1436,2003,1.5
1436,2002,0.0
1436,2001,0.0
1436,2000,0.0
1436,1999,0.0
1436,1998,1.0
1436,1997,1.0
1436,1996,1.0
1436,1995,0.0
1436,1994,0.0
1436,1993,0.0
1436,1992,1.0
1436,1991,0.0
1436,1990,1.0
1436,1989,2.0
1436,1988,2.2
1436,1987,3.0
1438,2022,0.0
1438,2021,0.0
1438,2020,0.0
1438,2019,0.0
1438,2018,0.0
1438,2017,0.0
1438,2016,0.0
1438,2015,0.0
1438,2014,0.0
1438,2013,0.0
1438,2012,0.0
1438,2011,0.0
1438,2010,0.0
1438,2009,0.0
1438,2008,0.0
1438,2007,0.0
1438,2006,0.0
1438,2005,0.0
1438,2004,0.0
1438,2003,0.0
1438,2002,0.0
1438,2001,0.0
1438,2000,0.0
1438,1999,1.0
1438,1998,1.0
1438,1997,0.0
1438,1996,0.0
1438,1995,0.37
1438,1994,0.0
1438,1993,0.0
1438,1992,0.0
1438,1991,1.0
1438,1990,0.0
1438,1989,0.3
1442,2022,1.2
1442,2021,0.5
1442,2020,0.99
1442,2019,1.0
1442,2018,1.8
1442,2017,1.99
1442,2016,2.0
1442,2015,1.85
1442,2014,4.0
1442,2013,1.2
1442,2012,2.5
1442,2011,2.0
1442,2010,1.5
1442,2009,1.2
1442,2008,0.0
1442,2007,0.0
1442,2006,0.0
1442,2005,0.0
1442,2004,0.0
1442,2003,0.0
1442,2002,0.0
1442,2001,0.0
1442,2000,0.0
1442,1999,0.0
1442,1998,5.3
1442,1997,0.0
1442,1996,0.2
1442,1995,0.0
1442,1994,0.0
1442,1993,0.0
1442,1992,0.0
1442,1991,0.0
1442,1990,2.0
1442,1989,1.5
1442,1988,4.0
1453,2022,0.3
1453,2021,0.0
1453,2020,0.2
1453,2019,1.0
1453,2018,0.0
1453,2017,0.0
1453,2016,0.2
1453,2015,0.0
1453,2014,0.49
1453,2013,0.85
1453,2012,0.4
1453,2011,0.5
1453,2010,0.0
1453,2009,0.0
1453,2008,0.0
1453,2007,0.0
1453,2006,0.0
1453,2005,0.0
1453,2004,0.0
1453,2003,0.0
1453,2002,0.0
1453,2001,0.0
1453,2000,0.0
1453,1999,0.6
1453,1998,0.8
1453,1997,0.0
1453,1996,0.0
1453,1995,1.6
1453,1994,1.0
1453,1993,2.0
1453,1992,1.5
1453,1991,1.0
1453,1990,2.25
1453,1989,1.0
1456,2022,1.5
1456,2021,0.0
1456,2020,0.0
1456,2019,0.0
1456,2018,0.0
1456,2017,0.0
1456,2016,0.0
1456,2015,0.0
1456,2014,0.0
1456,2013,0.0
1456,2012,0.0
1456,2011,0.0
1456,2010,0.0
1456,2009,0.0
1456,2008,0.0
1456,2007,0.0
1456,2006,0.0
1456,2005,0.0
1456,2004,0.0
1456,2003,0.0
1456,2002,0.0
1456,2001,0.0
1456,2000,0.0
1456,1999,0.0
1456,1998,0.0
1456,1997,0.0
1456,1996,0.5
1456,1995,1.0
1456,1994,1.0
1456,1993,1.0
1456,1992,1.0
1456,1990,1.2
1805,2022,0.0
1805,2021,0.0
1805,2020,0.0
1805,2019,0.0
1805,2018,0.0
1805,2017,0.0
1805,2016,0.5
1805,2015,0.0
1805,2014,0.0
1805,2013,0.0
1805,2012,0.0
1805,2011,0.0
1805,2010,0.0
1805,2009,0.0
1805,2008,0.0
1805,2007,0.0
1805,2006,0.0
1805,2005,0.0
1805,2004,0.0
1805,2003,0.0
1805,2002,0.0
1805,2001,0.0
1805,2000,0.0
1805,1999,0.0
1805,1998,0.0
1805,1997,0.0
1805,1996,0.0
1805,1995,6.0
1805,1994,3.2
1805,1993,1.0
1805,1992,1.0
1805,1991,2.0
1805,1990,3.5
1805,1989,7.5
1805,1988,3.5
1805,1987,1.0
1808,2022,3.5
1808,2021,0.8
1808,2020,4.0
1808,2019,8.0
1808,2018,3.54
1808,2017,5.07
1808,2016,5.01
1808,2015,4.01
1808,2014,0.31
1808,2013,3.0
1808,2012,4.73
1808,2011,1.5
1808,2010,2.22
1808,2009,1.8
1808,2008,3.0
1808,2007,3.0
1808,2006,0.83
1808,2005,0.0
1808,2004,0.0
1808,2003,0.0
1808,2002,0.0
1808,2001,0.0
1808,2000,0.0
1808,1999,0.0
1808,1998,0.0
1808,1997,0.0
1808,1996,0.0
1808,1995,2.13
1808,1994,1.8
1808,1993,1.65
2501,2022,0.6
2501,2021,1.0
2501,2020,1.0
2501,2019,2.1
2501,2018,1.2
2501,2017,1.5
2501,2016,0.0
2501,2015,1.0
2501,2014,1.0
2501,2013,1.0
2501,2012,1.0
2501,2011,0.5
2501,2010,0.5
2501,2009,0.0
2501,2008,0.5
2501,2007,0.75
2501,2006,0.0
2501,2005,0.0
2501,2004,0.17
2501,2003,0.57
2501,2002,0.0
2501,2001,0.5
2501,2000,0.5
2501,1999,1.0
2501,1998,1.5
2501,1997,1.6
2501,1996,2.0
2501,1995,2.5
2501,1994,2.5
2501,1993,3.2
2501,1992,4.0
2501,1991,5.0
2501,1990,3.0
2501,1989,3.0
2501,1988,2.8
2501,1987,2.5
2501,1986,2.4
2501,1985,2.5
2501,1984,2.8
2504,2022,1.8
2504,2021,1.5
2504,2020,0.3
2504,2019,0.25
2504,2018,0.5
2504,2017,0.0
2504,2016,0.1
2504,2015,0.4
2504,2014,0.0
2504,2013,0.2
2504,2012,0.2
2504,2011,0.4
2504,2010,0.3
2504,2009,0.25
2504,2008,0.6
2504,2007,0.6
2504,2006,0.5
2504,2005,0.4
2504,2004,0.0
2504,2003,0.0
2504,2002,0.0
2504,2001,0.0
2504,2000,0.0
2504,1999,0.5
2504,1998,1.0
2504,1997,0.5
2504,1996,0.5
2504,1995,1.5
2504,1994,1.3
2504,1993,1.5
2504,1992,1.5
2504,1991,2.0
2504,1990,4.7
2504,1989,2.2
2504,1988,1.8
2504,1987,1.36
2504,1986,1.2
2504,1985,0.7
2504,1984,1.0
2505,2022,0.0
2505,2021,2.0
2505,2020,1.65
2505,2019,0.5
2505,2018,0.25
2505,2017,0.0
2505,2016,0.4
2505,2015,0.1
2505,2014,0.4
2505,2013,1.28
2505,2012,0.3
2505,2011,0.0
2505,2010,0.0
2505,2009,0.0
2505,2008,0.3
2505,2007,0.0
2505,2006,0.0
2505,2005,0.0
2505,2004,0.0
2505,2003,0.0
2505,2002,0.0
2505,2001,0.0
2505,2000,0.0
2505,1999,0.0
2505,1998,5.0
2505,1997,2.2
2505,1996,0.0
2505,1995,0.5
2505,1994,0.5
2505,1993,0.0
2505,1992,0.0
2505,1991,0.5
2505,1990,0.0
2506,2022,0.2
2506,2021,0.4
2506,2020,0.0
2506,2019,0.16
2506,2018,0.15
2506,2017,0.1
2506,2016,0.2
2506,2015,0.4
2506,2014,0.21
2506,2013,0.1
2506,2012,0.35
2506,2011,0.0
2506,2010,0.0
2506,2009,0.0
2506,2008,0.0
2506,2007,0.0
2506,2006,0.0
2506,2005,0.0
2506,2004,0.0
2506,2003,0.0
2506,2002,0.0
2506,2001,0.0
2506,2000,0.4
2506,1999,0.0
2506,1998,0.8
2506,1997,0.5
2506,1996,1.0
2506,1995,1.2
2506,1994,1.2
2506,1993,2.0
2506,1992,2.0
2506,1991,2.0
2506,1990,3.1
2506,1989,3.4
2506,1988,3.8
2506,1986,0.8
2506,1985,1.8
2506,1984,2.6
2509,2022,0.0
2509,2021,1.5
2509,2020,1.2
2509,2019,2.4
2509,2018,1.8
2509,2017,1.2
2509,2016,1.6
2509,2015,1.2
2509,2014,1.5
2509,2013,1.0
2509,2012,2.0
2509,2011,2.0
2509,2010,2.0
2509,2009,1.5
2509,2008,2.03
2509,2007,1.4
2509,2006,0.6
2509,2005,0.0
2509,2004,0.0
2509,2003,0.0
2509,2002,0.0
2509,2001,0.34
2509,2000,0.5
2509,1999,1.1
2509,1998,1.1
2509,1997,0.0
2509,1996,0.0
2509,1995,2.0
2509,1994,2.1
2509,1993,2.2
2509,1992,1.6
2509,1991,1.5
2509,1990,1.6
2509,1989,1.6
2509,1988,0.8
2509,1987,2.0
2509,1984,1.66
2511,2022,0.5
2511,2021,0.4
2511,2020,0.5
2511,2019,0.65
2511,2018,0.65
2511,2017,1.0
2511,2016,1.1
2511,2015,0.8
2511,2014,0.6
2511,2013,1.5
2511,2012,1.5
2511,2011,1.8
2511,2010,0.6
2511,2009,0.0
2511,2008,0.6
2511,2007,1.3
2511,2006,1.0
2511,2005,0.36
2511,2004,0.0
2511,2003,0.0
2511,2002,0.0
2511,2001,0.0
2511,2000,0.0
2511,1999,0.5
2511,1998,1.0
2511,1997,0.8
2511,1996,0.5
2511,1995,1.0
2511,1994,2.0
2511,1993,3.5
2511,1992,3.5
2511,1991,5.0
2511,1990,5.0
2511,1989,20.0
2511,1988,2.0
2515,2022,0.53
2515,2021,0.23
2515,2020,0.2
2515,2019,0.2
2515,2018,0.19
2515,2017,0.19
2515,2016,0.2
2515,2015,0.17
2515,2014,0.14
2515,2013,0.14
2515,2012,0.12
2515,2011,0.13
2515,2010,0.13
2515,2009,0.12
2515,2008,0.22
2515,2007,0.5
2515,2006,0.16
2515,2005,0.1
2515,2004,0.2
2515,2003,0.4
2515,2002,0.7
2515,2001,0.0
2515,2000,0.7
2515,1999,0.6
2515,1998,2.0
2515,1997,2.0
2515,1996,4.0
2515,1995,0.0
2515,1994,2.3
2515,1993,2.3
2515,1992,1.35
2515,1991,2.01
2516,2022,0.0
2516,2021,0.0
2516,2020,0.0
2516,2019,0.0
2516,2018,0.0
2516,2017,0.25
2516,2016,0.3
2516,2015,0.3
2516,2014,0.1
2516,2013,0.51
2516,2012,0.8
2516,2011,0.7
2516,2010,0.0
2516,2009,0.0
2516,2008,0.0
2516,2007,0.0
2516,2006,0.0
2516,2005,0.0
2516,2004,0.0
2516,2003,0.0
2516,2002,0.0
2516,2001,0.0
2516,2000,0.0
2516,1999,0.3
2516,1998,0.0
2516,1997,0.5
2516,1996,0.5
2516,1995,1.04
2516,1994,1.9
2516,1993,2.3
2516,1992,2.79
2520,2022,2.5
2520,2021,3.4
2520,2020,1.5
2520,2019,1.0
2520,2018,0.5
2520,2017,1.1
2520,2016,1.0
2520,2015,2.0
2520,2014,1.0
2520,2013,0.99
2520,2012,0.99
2520,2011,1.0
2520,2010,1.0
2520,2009,0.5
2520,2008,0.5
2520,2007,0.5
2520,2006,0.0
2520,2005,0.0
2520,2004,0.0
2520,2003,0.0
2520,2002,0.3
2520,2001,2.0
2520,2000,2.5
2520,1999,2.5
2520,1998,2.5
2520,1997,2.5
2520,1996,2.5
2520,1995,2.5
2520,1994,2.5
2520,1993,2.5
2520,1992,2.5
2520,1991,1.27
2520,1990,1.18
2524,2022,0.0
2524,2021,0.0
2524,2020,0.0
2524,2019,0.0
2524,2018,2.0
2524,2017,0.0
2524,2016,0.0
2524,2015,1.0
2524,2014,0.0
2524,2013,0.0
2524,2012,1.0
2524,2011,1.0
2524,2010,1.0
2524,2009,0.0
2524,2008,1.02
2524,2007,1.02
2524,2006,2.05
2524,2005,5.0
2524,2004,0.0
2524,2003,0.0
2524,2002,0.0
2524,2001,0.0
2524,2000,0.0
2524,1999,1.0
2524,1998,0.0
2524,1997,0.0
2524,1996,0.0
2524,1995,4.0
2524,1994,2.35
2524,1993,2.75
2527,2022,3.0
2527,2021,1.4
2527,2020,1.8
2527,2019,1.2
2527,2018,0.8
2527,2017,0.8
2527,2016,1.1
2527,2015,1.5
2527,2014,0.8
2527,2013,0.65
2527,2012,0.8
2527,2011,0.4
2527,2010,0.3
2527,2009,0.3
2527,2008,0.35
2527,2007,0.4
2527,2006,0.35
2527,2005,0.0
2527,2004,0.0
2527,2003,0.0
2527,2002,0.0
2527,2001,0.0
2527,2000,1.0
2527,1999,0.0
2527,1998,0.0
2527,1997,1.0
2527,1996,1.0
2527,1995,5.0
2527,1994,1.0
2527,1993,0.6
2528,2022,0.47
2528,2021,0.0
2528,2020,0.0
2528,2019,0.0
2528,2018,0.0
2528,2017,0.0
2528,2016,0.0
2528,2015,0.2
2528,2014,0.3
2528,2013,0.0
2528,2012,0.0
2528,2011,0.0
2528,2010,0.0
2528,2009,0.0
2528,2008,0.0
2528,2007,0.0
2528,2006,0.0
2528,2005,0.0
2528,2004,0.0
2528,2003,0.0
2528,2002,0.0
2528,2001,0.0
2528,2000,0.0
2528,1999,2.0
2528,1998,2.0
2528,1997,2.0
2528,1996,2.0
2528,1995,2.0
2528,1994,2.5
2528,1993,3.0
2530,2022,0.0
2530,2021,0.0
2530,2020,0.1
2530,2019,0.3
2530,2018,0.0
2530,2017,0.8
2530,2016,1.6
2530,2015,0.0
2530,2014,0.0
2530,2013,0.15
2530,2012,0.5
2530,2011,1.35
2530,2010,0.8
2530,2009,0.0
2530,2008,0.0
2530,2007,0.0
2530,2006,0.0
2530,2005,0.0
2530,2004,0.0
2530,2003,0.0
2530,2002,0.0
2530,2001,0.0
2530,2000,1.0
2530,1999,2.0
2530,1998,2.5
2530,1997,1.8
2530,1996,1.7
2530,1995,1.2
