code,content,date
台達電,台達電:本公司董事會決議召集112年股東常會,2023-02-22
台達電,台達電:本公司董事會決議發行國內無擔保普通公司債及/或永續發展債券,2023-02-22
台達電,台達電:本公司董事會決議通過子公司DET擬增資DESS再增資DIN,2023-02-22
台達電,台達電:本公司代子公司Boom及Drake公告擬取得及處分股權案,2023-02-22
台達電,台達電:本公司代子公司DEN及Drake公告擬取得及處分股權案,2023-02-22
台達電,台達電:本公司代子公司DEN及Boom公告擬取得及處分股權案,2023-02-22
台達電,台達電:本公司代子公司DIH及DEN公告取得及處分股權案,2023-02-22
台達電,台達電:董事會決議股利分派,2023-02-22
台達電,台達電:公告本公司111年度合併財務報告業經提報董事會通過,2023-02-22
精英,精英:本公司董事會決議通過111年度下半年股利分派,2023-02-22
精英,精英:本公司董事會決議召開112年股東常會。,2023-02-22
萬潤,萬潤:公告本公司董事會決議股利分派,2023-02-22
萬潤,萬潤:公告本公司董事會通過111年度董事酬勞及員工酬勞分派案,2023-02-22
萬潤,萬潤:公告本公司召開股東常會相關事宜,2023-02-22
安克,安克:本公司董事會決議無股利分派,2023-02-22
安克,安克:本公司董事會決議召開民國112年股東常會,2023-02-22
柏文,柏文:更正本公司111年度合併財務報告iXBRL申報資訊,2023-02-22
泰詠,泰詠:董事會決議股利分派,2023-02-22
泰詠,泰詠:本公司因配合會計師事務所內部輪調更換會計師,2023-02-22
泰詠,泰詠:公告本公司董事會通過111年度財務報表案,2023-02-22
泰詠,泰詠:董事會公告召開112年股東常會,2023-02-22
泰詠,泰詠:董事會決議盈餘轉增資發行新股,2023-02-22
晶焱,晶焱:公告本公司董事會通過內部稽核主管異動案,2023-02-22
萬潤,萬潤:公告本公司背書保證金額達三千萬以上且財報淨值百分之五以上,2023-02-22
萬潤,萬潤:公告本公司董事會通過111年度合併財報,2023-02-22
三發地產,三發地產:公告本公司董事會通過111年度合併財務報告,2023-02-22
友勁,友勁:公告本公司因會計師事務所內部調整變更會計師,2023-02-22
達興材料,達興材料:本公司董事會決議股利分派,2023-02-22
達興材料,達興材料:本公司董事會決議召開112年股東常會,2023-02-22
達興材料,達興材料:本公司111年第4季合併財務報告業經董事會決議通過,2023-02-22
友勁,友勁:公告本公司向關係人取得不動產之使用權資產,2023-02-22
佳世達,佳世達:本公司將於3月8日舉行線上法人說明會,2023-02-22
友勁,友勁:本公司董事會通過111年合併財務報告,2023-02-22
明揚,明揚:公告本公司董事會決議股利分派,2023-02-22
新漢,新漢:本公司董事會決議召開112年股東常會相關事宜,2023-02-22
台灣高鐵,台灣高鐵:公告本公司召開一一二年股東常會事宜,2023-02-22
鈺邦,鈺邦:公告本公司董事會決議召開股東常會,2023-02-22
鈺邦,鈺邦:公告本公司111年度合併財務報告業經董事會決議通過,2023-02-22
新漢,新漢:本公司董事會決議通過111年度合併財務報告,2023-02-22
欣陸,欣陸:代子公司臨海水務股份有限公司公告監察人異動,2023-02-22
欣陸,欣陸:代子公司藍鯨水科技股份有限公司公告監察人異動,2023-02-22
台灣高鐵,台灣高鐵:本公司111年度財務報告業經董事會通過,2023-02-22
勝一,勝一:董事會決議股利分派,2023-02-22
安克,安克:公告本公司董事會決議辦理私募普通股案相關事宜,2023-02-22
安克,安克:董事會決議發行員工認股權憑證公告,2023-02-22
華泰,華泰:公告本公司董事會通過111年合併財務報告。,2023-02-22
安克,安克:本公司董事會通過111年度合併財務報告,2023-02-22
