code,content,date
長榮鋼,長榮鋼:公告本公司獨立董事對董事會議案表示反對意見,2023-02-15
長榮鋼,長榮鋼:公告本公司董事會決議召開112年股東常會,2023-02-15
同開,同開:公告本公司更名全面換發有價證券(普通股)相關事宜,2023-02-15
同開,同開:公告本公司更名全面換發有價證券(可轉換公司債)相關事宜,2023-02-15
同開,同開:公告本公司會計主管真除,2023-02-15
台達電,台達電:本公司代子公司Delta Energy Systems (Singapore) PTE. LTD公告董事會決議擬增資DIN,2023-02-15
台達電,台達電:本公司代子公司Delta Electronics (Thailand) Public Company Limited公告董事會決議擬增資DESS,2023-02-15
台達電,台達電:本公司代子公司Delta Electronics (Thailand) PublicCompany Limited公告變更每股面額,2023-02-15
台達電,台達電:本公司代子公司Delta Electronics (Thailand) PublicCompany Limited公告現金股利除息基準日,2023-02-15
台達電,台達電:本公司代子公司Delta Electronics (Thailand) PublicCompany Limited公告發放現金股利,2023-02-15
台達電,台達電:本公司代子公司Delta Electronics (Thailand) PublicCompany Limited公告決議召集2023年股東常會,2023-02-15
遠傳：簡式財測原編公告檔,遠傳：簡式財測原編公告檔,2023-02-15
台泥,台泥:本公司公告第5次買回庫藏股執行情形,2023-02-15
中信金,中信金:中信金控代子公司Land and Houses SecuritiesPublic Company Limited 公告董事會決議111年度盈餘分配案,2023-02-15
英利-KY,英利-KY:代子公司長春英利汽車工業股份有限公司公告董事會決議召開2023年第一次臨時股東大會事宜,2023-02-15
王道銀行,王道銀行:王道商業銀行捐贈中華民國工商協進會,2023-02-15
王道銀行,王道銀行:公告本公司總稽核異動,2023-02-15
王道銀行,王道銀行:王道商業銀行捐贈財團法人王道銀行教育基金會,2023-02-15
中石化,中石化:本公司代重要子公司鼎越開發股份有限公司公告董事會決議不分派111年度股利。,2023-02-15
科懋,科懋:代孫公司科明生物醫藥股份有限公司公告董事會通過擬承租「台北生技園區」辦公室,2023-02-15
科懋,科懋:代子公司科進製藥科技股份有限公司公告董事會通過擬承租「台北生技園區」辦公室,2023-02-15
科懋,科懋:公告本公司董事會通過擬承租「台北生技園區」辦公室,2023-02-15
嘉澤,嘉澤:公告嘉澤端子工業股份有限公司發行國內第二次無擔保轉換公司債相關事宜,2023-02-15
家登,家登:本公司受邀參加元大證券「2023年第一季投資論壇」,2023-02-15
啟碁,啟碁:公告本公司受元大證券邀請參加「元大證券第一季投資論壇」,2023-02-15
藥華藥,藥華藥:本公司受邀參加元大證券舉辦之法說會「2023元大證券第一季投資論壇」,2023-02-15
中信金,中信金:代子公司Land and Houses Securities Public CompanyLimited公告年度股東會日期,2023-02-15
皇將,皇將:本公司經櫃買中心同意，自112年02月16日起恢復交易。,2023-02-15
中探針,中探針:(更正)公告本公司發言人異動,2023-02-15
科懋,科懋:本公司董事會決議111年不分派股利,2023-02-15
科懋,科懋:公告本公司董事會決議召開112年股東常會相關事宜,2023-02-15
科懋,科懋:公告本公司董事會決議辦理限制員工權利新股收回註銷減資事宜,2023-02-15
中探針,中探針:公告本公司代理發言人異動,2023-02-15
科懋,科懋:公告本公司董事會決議不分派111年度員工酬勞及董事酬勞,2023-02-15
致伸,致伸:公告本公司董事長異動,2023-02-15
致伸,致伸:本公司受邀參加凱基證券所舉辦之2022年第四季法人說明會,2023-02-15
科懋,科懋:公告本公司董事會通過111年度合併財務報告,2023-02-15
科懋,科懋:代重要子公司科進製藥科技股份有限公司公告董事會代行股東常會重要決議事項,2023-02-15
科懋,科懋:代重要子公司科進製藥科技股份有限公司公告董事會決議通過111年度員工酬勞及董監事酬勞分派案,2023-02-15
科懋,科懋:代重要子公司科進製藥科技股份有限公司公告董事會決議分派股利,2023-02-15
台聯電,台聯電:代子公司聯創投資(股)公司澄清社群網路不實訊息,2023-02-15
科懋,科懋:代子公司科進製藥科技股份有限公司公告董事會通過111年度財務報告,2023-02-15
兆勁,兆勁:公告本公司董事會決議召開112年股東常會相關事宜,2023-02-15
兆勁,兆勁:公告本公司設置公司治理主管,2023-02-15
新至陞,新至陞:代重要子公司昆山新至升塑膠電子有限公司公告董事會決議分派股利,2023-02-15
玉山金,玉山金:玉山金控代子公司玉山證券公告向玉山銀行取得使用權資產,2023-02-15
台新金,台新金:台新金控代子公司台新資產公告董事會決議分派股利情形,2023-02-15
三洋實業,三洋實業:更正本公司於111年12月26日之公告111年會計年度開始日後變動會計政策,2023-02-15
富裔,富裔:代子公司富永營造(股)公司公告補選董事長,2023-02-15
凌陽,凌陽:公告本公司董事會決議召開股東常會議案相關事宜,2023-02-15
遠傳,遠傳:本公司112年度上半年簡式合併財務預測公告,2023-02-15
億杰,億杰:公告子公司江蘇遠昇光電(股)公司112年1月自結財務資訊,2023-02-15
遠傳,遠傳:本公司董事會決議以盈餘及法定盈餘公積發放現金股利公告,2023-02-15
台塑,台塑:公告本公司受邀參加元大證券2023年第一季投資論壇,2023-02-15
文曄,文曄:代重要子公司Wintech Microelectronics Holding Limited公告董事會決議召開2023年股東臨時會相關事宜,2023-02-15
弘帆,弘帆:公告本公司國內第一次無擔保轉換公司債代收價款及存儲專戶行庫,2023-02-15
遠傳,遠傳:公告本公司董事會決議通過111年度合併財務報告,2023-02-15
建榮,建榮:公告本公司董事長異動,2023-02-15
遠傳,遠傳:本公司董事會決議召開一一二年股東常會公告,2023-02-15
富邦金,富邦金:富邦金控代富邦現代人壽公告擬發行無擔保次順位公司債,2023-02-15
富邦金,富邦金:富邦金控代富邦現代人壽公告股東常會召開事宜,2023-02-15
美時,美時:代重要子公司Alvogen Korea Holdings Ltd.公告召開2023年股東常會,2023-02-15
美時,"美時:代重要子公司Alvogen Korea Co., Ltd.公告召開2023年股東常會",2023-02-15
三商,三商:公告子公司三商人壽改變管理金融資產之經營模式，以112年1月1日為金融資產重分類日,2023-02-15
三商壽,三商壽:公告本公司改變管理金融資產之經營模式，以112年1月1日為金融資產重分類日(補充111/12/06公告),2023-02-15
健和興,健和興:公告本公司112年01月份自結損益,2023-02-15
遠雄,遠雄:本公司受邀參加元大證券2023第一季投資論壇,2023-02-15
元勝,元勝:公告本公司112年1月份之負債比率、流動比率、速動比率及銀行融資額度與使用情形暨未來三個月現金收支情形,2023-02-15
欣陸,欣陸:代子公司城西能源(股)公司公告取得使用權資產,2023-02-15
欣陸,欣陸:代子公司埔頂環保(股)公司公告取得使用權資產,2023-02-15
