code,content,date
鴻海,鴻海:鴻海精密工業股份有限公司一百一十一年度第一期無擔保普通公司債丙券付息公告,2023-05-02
閎暉,閎暉:董事會決議召開112年股東常會補充公告(新增議案),2023-05-02
台南-KY,台南-KY:代重要子公司斐樂(股)公司公告董事會決議不發放股利,2023-05-02
台南-KY,台南-KY:代重要子公司斐樂(股)公司公告新設策略長,2023-05-02
台南-KY,台南-KY:代重要子公司斐樂(股)有限公司公告董事長異動,2023-05-02
璟德,璟德:公告本公司董事會決議通過112年第一季財務報告,2023-05-02
利得,利得:本公司辦理減資彌補虧損致債權人公告,2023-05-02
台南-KY,台南-KY:代重要子公司斐樂(股)公司公告法人董事代表人異動,2023-05-02
利得,利得:112年股東常會通過停止本公司股票公開發行案,2023-05-02
台南-KY,台南-KY:公告本公司法人董事代表人異動,2023-05-02
台南-KY,台南-KY:公告本公司設置公司治理主管,2023-05-02
台南-KY,台南-KY:公告本公司新設策略長,2023-05-02
台南-KY,台南-KY:公告本公司董事會通過112年度第1季合併財務報告,2023-05-02
中櫃,中櫃:更正本公司112年1月及2月關係人交易自結數申報資訊(更正銷貨金額),2023-05-02
致伸,致伸:公告本公司112年度第一季合併自結損益稅後每股盈餘約新台幣1.23元,2023-05-02
越峰,越峰:公告本公司董事會決議通過112年度第一季合併財務報告,2023-05-02
英利-KY,英利-KY:本公司受邀參加寬量國際主辦之線上法人說明會,2023-05-02
元隆,元隆:公告本公司112年第1季財務報告提報董事會,2023-05-02
倉和,倉和4月營收1.64億元年增18.25% 1—4月達5.79億元,2023-05-02
禾昌,禾昌4月營收1.48億元年減23.55% 1—4月達5.37億元,2023-05-02
典範,典範:公告本公司董事會通過設置公司治理主管,2023-05-02
強生,強生:公告本公司公司治理主管異動,2023-05-02
德律,德律4月營收2.81億元年減47.92% 1—4月達14.48億元,2023-05-02
典範,典範:公告本公司董事會通過112年第1季財務報告,2023-05-02
弘塑,弘塑:弘塑子公司添鴻科技、佳霖科技決定分配股利及除息基準日,2023-05-02
弘塑,弘塑:子公司太引資訊系統(股)公司決議召開112年股東常會事宜,2023-05-02
華夏,華夏:公告本公司112年第1季合併財務報告業經董事會決議通過。,2023-05-02
昱捷,昱捷:更正本公司112年01月~03月資金貸與資訊揭露明細表,2023-05-02
台南-KY,台南-KY:代重要子公司鴻延(股)公司公告法人董事代表人異動,2023-05-02
環泥,環泥:公告本公司董事會決議股利分派情形(新增股票股利),2023-05-02
偉聯,偉聯:本公司限制員工權利新股發放日期暨上市日期公告,2023-05-02
晟楠,晟楠:本公司接獲新北地方法院民事訴訟起訴狀,2023-05-02
岱宇,岱宇:公告本公司除息基準日事宜,2023-05-02
久陽,久陽:代重要子公司榮福股份有限公司公告處分資產,2023-05-02
欣陸,欣陸:代子公司大陸建設股份有限公司公告獲選「臺北市大安區學府段土地都市更新案」之最優申請人,2023-05-02
昶虹,昶虹:公告本公司董事會決議現金增資私募普通股案,2023-05-02
岱宇,岱宇:公告本公司112年現金增資認股基準日相關事宜,2023-05-02
遠百,遠百:本公司代子公司太平洋流通投資股份有限公司公告該公司法人董事代表人異動,2023-05-02
台積電,台積電:本公司112年度第2期無擔保普通公司債櫃檯買賣公告,2023-05-02
和鑫,和鑫:本公司董事會通過112年第1季財務報告,2023-05-02
昶虹,昶虹:本公司董事會決議通過減資彌補虧損案,2023-05-02
偉聯,偉聯:公告本公司限制員工權利新股發放日期,2023-05-02
晶碩,晶碩4月營收5.07億元年增5.1% 1—4月達19.66億元,2023-05-02
岱宇,岱宇:公告本公司112年現金增資發行普通股相關事宜,2023-05-02
光聯,光聯4月營收1.58億元年減6.34% 1—4月達6.12億元,2023-05-02
湯石照明,湯石照明4月營收0.67億元年減22.25% 1—4月達2.30億元,2023-05-02
富邦金,"富邦金:富邦金控代子公司富邦人壽公告取得Coller International Partners IX-B, L.P.",2023-05-02
瓦城,瓦城:公告本公司財務主管、會計主管異動追認案。,2023-05-02
日勝生,日勝生:代子公司泰誠發展營造股份有限公司公告董事會決議除息基準日,2023-05-02
日勝生,日勝生:代子公司泰誠發展營造(股)公司公告董事會(代行股東會)決議事項,2023-05-02
雅茗-KY,雅茗-KY:公告本公司112年3月份自結合併財務報告之負債比率、流動比率及速動比率,2023-05-02
統一,統一:統一企業股份有限公司108年度第1期乙券無擔保普通公司債第4次付息公告。,2023-05-02
統一,統一:統一企業股份有限公司108年度第1期甲券無擔保普通公司債第4次付息公告。,2023-05-02
統一,統一:統一企業股份有限公司107年度第1期乙券無擔保普通公司債第5次付息公告。,2023-05-02
訊映,訊映:訊映光電股份有限公司（公司代號：4155）112年第1季轉換普通股股票已上市股數。,2023-05-02
協益,協益:公告本公司董事會決議處分不動產,2023-05-02
遠百,遠百:本公司代子公司太平洋崇光百貨(股)公司公告該公司法人董事代表人異動,2023-05-02
閎暉,閎暉:董事會決議111年度盈餘分派,2023-05-02
南染,南染:公告本公司董事會決議一一二年股東常會(新增議案),2023-05-02
亞光,亞光:亞光董事會通過112年第一季合併財務報告,2023-05-02
中砂,中砂:公告本公司受邀參加元大證券舉辦之法人說明會,2023-05-02
華孚,華孚4月營收4.89億元年增83.22% 1—4月達18.22億元,2023-05-02
勝品,勝品:公告本公司董事會通過112年第1季合併財務報告,2023-05-02
金麗科,金麗科4月營收0.29億元年增26.89% 1—4月達1.06億元,2023-05-02
豐達科,豐達科4月營收2.32億元年增90.21% 1—4月達9.28億元,2023-05-02
協益,協益:公告本公司獨立董事任期達三屆繼續提名之說明,2023-05-02
福華,福華:公告本公司112年第二季合併財務報告提報董事會,2023-05-02
協益,協益:公告本公司董事會決議發放股利,2023-05-02
廷鑫,廷鑫:公告本公司董事會決議召開112年股東常會事宜(增列報告事項),2023-05-02
廷鑫,廷鑫:公告本公司董事會通過111年度合併財務報告(重編後),2023-05-02
蜜望實,蜜望實:公告本公司策略長新任,2023-05-02
廷鑫,廷鑫:公告本公司111年第四季會計師出具無保留意見查核報告,2023-05-02
富鼎,富鼎:公告本公司設置公司治理主管,2023-05-02
全漢,全漢:本公司112年度第一季合併財務報告業已提報董事會,2023-05-02
富鼎,富鼎:公告本公司董事會通過112年第一季合併財務報告,2023-05-02
全漢,全漢:公告本公司獨立董事任期達三屆續提名說明,2023-05-02
蜜望實,蜜望實:公告本公司董事會通過112年度第一季合併財報,2023-05-02
麗嬰房,麗嬰房:公告本公司董事會通過112年度第一季合併財務報告,2023-05-02
兆遠,兆遠:本公司董事會通過112年第一季合併財務報告,2023-05-02
麗嬰房,麗嬰房:公告本公司董事會決議112年股東常會相關事宜(新增報告事項),2023-05-02
淳紳,淳紳:代重要子公司明水生活科技股份有限公司(下稱明水公司)公告其法人董事(董事長)辭任。,2023-05-02
杏昌,杏昌:本公司現金增資新股發放並上櫃暨股款繳納憑證終止上櫃日期公告,2023-05-02
第一金,第一金:公告本公司召開2023年第一季線上法人說明會,2023-05-02
強生,強生:公告本公司董事會決議通過112年第一季合併財務報告,2023-05-02
安可,安可:公告本公司財務主管、會計主管、代理發言人新任,2023-05-02
豐達科,豐達科:新聞稿--豐達四月自結合併營收為2.32億元,2023-05-02
福華,福華:更正公告本公司112年第一季合併財務報告提報董事會(原主旨誤植第二季),2023-05-02
兆遠,兆遠:公告本公司背書保證超限改善計畫執行情形,2023-05-02
兆遠,兆遠:本公司董事會決議通過與環球晶圓股份有限公司進行股份轉換案,2023-05-02
申豐,申豐:公告本公司董事會通過112年第一季合併財務報告,2023-05-02
立康,立康:公告本公司董事會決議通過設立子公司案,2023-05-02
通嘉,通嘉:董事會決議股利分派,2023-05-02
福裕,福裕:公告本公司董事會決議召開112年股東常會相關事宜(新增議案),2023-05-02
兆遠,兆遠:公告本公司董事會提請股東常會決議辦理有價證券終止上櫃及停止公開發行案。,2023-05-02
閎暉,閎暉:閎暉董事會通過112年第一季合併財務報告,2023-05-02
兆遠,兆遠:公告本公司董事會決議召開民國一一二年股東常會(新增議案),2023-05-02
福裕,福裕:公告本公司董事會決議辦理私募普通股,2023-05-02
中碳,中碳:本公司對中鋼集團教育基金會捐贈,2023-05-02
福裕,福裕:公告本公司董事會通過112年第一季合併財務報告,2023-05-02
立康,立康:公告本公司董事會通過112年第1季財務報告,2023-05-02
中碳,中碳:公告本公司112年第1季合併財務報告業經董事會決議通過,2023-05-02
協益,協益:公告本公司提報董事會112年截至第一季止之合併財務報告,2023-05-02
兆遠,兆遠:公告本公司設置公司治理主管,2023-05-02
環球晶,環球晶:公告本公司董事會決議除息基準日,2023-05-02
志豐,志豐:公告本公司董事會通過112年第1季合併財務報告,2023-05-02
環球晶,環球晶:本公司董事會決議發行新股與兆遠科技股份有限公司進行股份轉換案,2023-05-02
環球晶,環球晶:本公司董事會決議通過與兆遠科技股份有限公司股份轉換案，擬發行新股,2023-05-02
環球晶,環球晶:公告本公司董事會通過112年第一季合併財務報告,2023-05-02
兆遠,兆遠:公告本公司董事會決議不再繼續辦理民國一一一年股東常會通過之公開募集或私募有價證券,2023-05-02
廷鑫,廷鑫:公告本公司董事會決議不發放股利,2023-05-02
昇華,昇華:更正公告本公司接獲臺灣士林地方法院民事判決(處理過程、對公司財務業務影響、因應措施),2023-05-02
