code,content,date
新洲,新洲:本公司國內第二次有擔保轉換公司債因受託銀行合併而變更,2023-03-13
南良,南良:公告本公司國內第一次有擔保轉換公司債相關事項,2023-03-13
科嶠,科嶠:本公司董事會決議股利分派,2023-03-13
愛地雅,愛地雅:公告本公司董事會決議召開112年股東常會相關資訊及國內轉換公司債到期日落於停止轉換期間,2023-03-13
名軒,名軒:公告本公司董事會通過召開112年股東常會相關事宜,2023-03-13
永純,永純:永純化學工業股份有限公司公告追認內部稽核主管異動事宜,2023-03-13
健喬,健喬:公告本公司提報董事會111年度合併財務報表,2023-03-13
萬海,萬海:代重要子公司萬海航運(新加坡)有限公司公告其股東會決議,2023-03-13
科嶠,科嶠:公告董事會決議召開112年股東常會相關事宜,2023-03-13
科嶠,科嶠:本公司董事會決議通過民國111年度董事酬勞及員工酬勞分派案,2023-03-13
永純,永純:公告本公司董事會通過111年第4季合併財務報告,2023-03-13
名軒,名軒:公告本公司111年度個別財務報告業經提報董事會通過,2023-03-13
國統,國統:公告本公司董事會通過解除經理人競業禁止限制,2023-03-13
華紙,華紙:代子公司廣東鼎豐紙業公司公告董事會決議不發放股利,2023-03-13
國統,國統:公告本公司董事會決議召開112年股東常會,2023-03-13
永純,永純:代子公司神揚工業(股)公司公告追認內部稽核主管異動事宜,2023-03-13
永純,永純:代子公司神揚工業(股)公司公告董事會(代行股東會職權)決議事項,2023-03-13
萬海,萬海:本公司租入1艘全貨櫃輪,2023-03-13
勤美,勤美:本公司代重要子公司China Metal International HoldingsInc.公告委任稽核主管,2023-03-13
大國鋼,大國鋼:代重要子公司大成帝國工業股份有限公司公告董事會決議分派111年度現金股利,2023-03-13
勤美,勤美:本公司代重要子公司China Metal International HoldingsInc.公告董事會決議召開股東常會,2023-03-13
愛之味,愛之味:公告本公司董事會決議不繼續辦理111年股東常會通過之私募現金增資發行普通股案,2023-03-13
夆典,夆典:代子公司昌吉營造股份有限公司公告111年度員工酬勞及董監事酬勞分配案,2023-03-13
勤美,勤美:本公司代重要子公司China Metal InternationalHoldings Inc.公告董事會決議股利配發基準日及除息交易日等相關日期,2023-03-13
夆典,夆典:代子公司昌吉營造股份有限公司公告一一一年度盈餘分配案,2023-03-13
夆典,夆典:代子公司昌吉營造股份有限公司公告召開股東會相關事宜,2023-03-13
國統,國統:公告本公司董事會通過111年度合併財務報告,2023-03-13
群益期,群益期:群益期貨董事會決議股利分派,2023-03-13
智原,智原:本公司受邀參加BofA Securities舉辦之「2023 APAC TMT Conference」,2023-03-13
愛之味,愛之味:公告本公司董事會決議股利分派,2023-03-13
大國鋼,大國鋼:公告本公司董事會決議召開112年股東常會相關事宜,2023-03-13
連宇,連宇:(更正公告)因本公司有價證券於集中交易市場達公布注意交易資訊標準，故公布相關財務業務等重大訊息，以利投資人區別瞭解。,2023-03-13
沛亨,沛亨:公告本公司董事會決議召開112年度股東常會事宜,2023-03-13
愛之味,愛之味:公告召開本公司112年股東常會事宜,2023-03-13
三商,三商:代子公司三商餐飲股份有限公司公告召開112年股東常會事宜,2023-03-13
敬鵬,敬鵬:董事會決議股利分派,2023-03-13
三商,三商:代子公司三商餐飲股份有限公司公告董事會決議股利分派,2023-03-13
三商,三商:代子公司三商休閒產業(股)公司公告召開112年股東常會事宜,2023-03-13
永豐餘,永豐餘:代子公司肇慶鼎豐林業公司公告董事會決議不發放股利,2023-03-13
永豐餘,永豐餘:代子公司永豐餘工業用紙股份有限公司公告董事會決議不發放股利,2023-03-13
鈺創,鈺創:公告本公司董事會決議召開112年股東常會,2023-03-13
大綜,大綜:公告本公司111年度合併財務報告業已提報董事會通過,2023-03-13
鈺創,鈺創:公告本公司董事會通過111年度財務報告,2023-03-13
大綜,大綜:公告本公司董事會決議111年度股利分派,2023-03-13
三商,三商:代子公司三商福寶(股)公司公告董事會通過對關係人捐贈事宜,2023-03-13
易通展,易通展:董事會決議召開112年股東常會相關事宜,2023-03-13
三商,三商:代子公司三商福寶(股)公司公告董事會決議不發放股利,2023-03-13
敬鵬,敬鵬:董事會決議召開112年股東常會公告,2023-03-13
千附,千附:公告本公司董事會決議股利分派,2023-03-13
三商,三商:代子公司三商行(股)公司公告董事會通過對關係人捐贈事宜,2023-03-13
易通展,易通展:公告本公司董事會決議不分派股利,2023-03-13
三商,三商:代子公司三商行(股)公司公告董事會決議不發放股利,2023-03-13
易通展,易通展:公告本公司董事會通過111年度財務報告,2023-03-13
第一保,第一保:本公司董事會決議股利分派,2023-03-13
愛地雅,愛地雅:公告本公司董事會決議通過111年度個體財務報告及合併財務報告,2023-03-13
卜蜂,卜蜂:公告本公司111年度合併財務報告業經董事會決議通過,2023-03-13
瑞利,瑞利:依證券交易法第四十三條之一第一項辦理申報,2023-03-13
台燿,台燿:公告台燿科技股份有限公司國內第三次無擔保轉(交)換公司債(簡稱：台燿三，代碼：62743)停止受理轉交換等相關事項。,2023-03-13
永捷,永捷:公告永捷創新科技股份有限公司國內第七次無擔保轉(交)換公司債(簡稱：永捷七，代碼：47147)停止受理轉交換等相關事項。,2023-03-13
永捷,永捷:公告永捷創新科技股份有限公司國內第六次有擔保轉(交)換公司債(簡稱：永捷六，代碼：47146)停止受理轉交換等相關事項。,2023-03-13
艾笛森,艾笛森:公告艾笛森光電股份有限公司國內第三次有擔保轉(交)換公司債(簡稱：艾笛森三，代碼：35913)停止受理轉交換等相關事項。,2023-03-13
正達,正達:公告正達國際光電股份有限公司國內第三次有擔保轉(交)換公司債(簡稱：正達三，代碼：31493)停止受理轉交換等相關事項。,2023-03-13
連宇,連宇:公告連宇股份有限公司國內第二次有擔保轉(交)換公司債(簡稱：連宇二，代碼：24822)停止受理轉交換等相關事項。,2023-03-13
卜蜂,卜蜂:董事會決議召開112年股東常會,2023-03-13
愛普*,愛普*:本公司受邀參加BofA Securities舉辦之「2023 APAC TMT Conference」,2023-03-13
群益期,群益期:公告群益期貨董事會決議召開112年股東常會相關事宜,2023-03-13
新洲,新洲:公告本公司更換會計師事務所及簽證會計師,2023-03-13
群益期,群益期:公告本公司董事會通過111年度合併財務報告,2023-03-13
信大,信大:代子公司江蘇信寧新型建材有限公司公告其現金股利發放基準日,2023-03-13
新洲,新洲:本公司董事會決議股利分派,2023-03-13
信大,信大:代子公司江蘇信寧新型建材有限公司公告其董事會決議2022年現金股利發放,2023-03-13
新洲,新洲:公告轉換公司債受託銀行因合併變更,2023-03-13
新洲,新洲:公告本公司董事會決議召開112年股東常會相關事宜,2023-03-13
中視,中視:本公司法人董事通知改派代表人,2023-03-13
新洲,新洲:本公司民國111年度合併財務報告業經董事會決議通過,2023-03-13
金像電,金像電:公告除息相關事宜,2023-03-13
千附,千附:公告本公司董事會決議召開112年股東常會,2023-03-13
第一保,第一保:本公司董事會決議召開112年股東常會召集事由,2023-03-13
欣高,欣高:公告本公司董事會通過111年度合併財務報告,2023-03-13
商之器,商之器:商之器董事會決議股利分派,2023-03-13
敬鵬,敬鵬:公告本公司董事會通過111年度合併財務報告,2023-03-13
立益物流,"立益物流:公告本公司董事會決議111年度盈餘需彌補虧損,故不分配股利相關事宜",2023-03-13
第一保,第一保:本公司董事會通過111年財務報告,2023-03-13
山隆,山隆:公告本公司董事會決議通過111年度員工酬勞分派案,2023-03-13
山隆,山隆:公告董事會決議112年股東常會召開相關事宜,2023-03-13
崇越,崇越:本公司董事會決議召開民國112年股東常會公告。,2023-03-13
崇越,崇越:本公司董事會決議股利分派,2023-03-13
商之器,商之器:公告本公司經董事會決議之111年度合併財務報告,2023-03-13
崇越,崇越:公告本公司董事會通過111年度合併財務報告,2023-03-13
商之器,商之器:商之器董事會決議召開112年股東常會公告,2023-03-13
