code,content,date
隆銘綠能,隆銘綠能:公告本公司受金融監督管理委員會裁罰案,2023-05-22
福懋油,福懋油:代子公司台灣大食品股份有限公司公告股東常會解除新任董事之競業禁止事宜,2023-05-22
遠見,遠見:更正本公司112年股東常會中英文議事手冊及各項議案參考資料,2023-05-22
福懋油,福懋油:代子公司台灣大食品股份有限公司公告112年股東常會重要決議事項,2023-05-22
萬泰科,萬泰科:代重要子公司泰國萬泰電線電纜(股)公司公告董事會決議發放股利,2023-05-22
萬泰科,萬泰科:代重要子公司泰國萬泰電線電纜(股)公司公告董事會決議現金股利配息基準日,2023-05-22
萬泰科,萬泰科:代重要子公司泰國萬泰電線電纜(股)公司公告董事會決議召開2023年股東常會事宜。,2023-05-22
福懋油,福懋油:代子公司台灣大食品股份有限公司公告全面改選董事及監察人名單,2023-05-22
台聚,台聚:代重要子公司聯聚國際投資股份有限公司公告董事會選任董事長,2023-05-22
大東,大東:公告本公司112年股東常會重要決議事項,2023-05-22
達方,達方:公告本公司新任資安長,2023-05-22
西勝,西勝:公告本公司112年05月22日新增資金貸與達「公開發行公司資金貸與及背書保證處理準則」第二十二條第一項第二款及第三款公告之申報資訊,2023-05-22
台聚,台聚:代重要子公司聯聚國際投資股份有限公司公告111年度股利分派之除權息基準日,2023-05-22
上海商銀,上海商銀:代子公司上商復興(股)公司董事會公告通過發放現金股利基準日,2023-05-22
上海商銀,上海商銀:代子公司上商復興(股)公司公告董事會通過發放現金股利,2023-05-22
建達,建達:公告本公司112年04月份自結合併財務報表之負債比率、流動比率及速動比率,2023-05-22
旭然,旭然:代重要子公司昆山全美潔淨化設備科技有限公司公告董事會決議盈餘分配案,2023-05-22
易發,易發:公告本公司112年04月份自結合併財務報表之流動比率、速動比率及負債比率,2023-05-22
合庫金,合庫金:代子公司合作金庫商業銀行公告董事之法人代表人異動,2023-05-22
合庫金,合庫金:代子公司合作金庫商業銀行公告現金股利之除息基準日。,2023-05-22
合庫金,合庫金:代子公司合作金庫商業銀行公告董事會代行股東會決議解除董事競業禁止案,2023-05-22
合庫金,合庫金:代子公司合作金庫商業銀行公告董事會代行股東會重要決議事項,2023-05-22
合庫金,合庫金:公告本公司經審計委員會同意及董事會決議通過112年第1季合併財務報告,2023-05-22
虹光,虹光:(更正112/05/04重訊)本公司依公開發行公司資金貸與及背書保證處理準則第二十二條第一項第三款之規定辦理公告,2023-05-22
開發金,開發金:中華開發金控代子公司凱基銀行公告總經理異動,2023-05-22
開發金,開發金:中華開發金控代子公司凱基銀行公告法人董事代表人變動,2023-05-22
開發金,開發金:中華開發金控公告本公司董事會通過112年第1季合併財務報告,2023-05-22
昇達科,昇達科:本公司受邀參加台新證券舉辦之「台新2023年第二季全球投資論壇」。,2023-05-22
淳紳,淳紳:公告更正本公司112年股東常會議事錄部份資訊。,2023-05-22
三商壽,三商壽:公告本公司召開2023年第一季法人說明會,2023-05-22
廣達,"廣達:本公司受邀參加花旗證券舉辦之""Citi Regional Tech Conference"" 投資論壇",2023-05-22
廣錠,廣錠:公告本公司111年現金增資發行新股收足股款暨增資基準日,2023-05-22
大東,大東:公告本公司第二屆審計委員會委員,2023-05-22
福華,"福華:更正代重要子公司公告-Forward Development Co.,Ltd.董事長異動(新任生效日期)",2023-05-22
