代碼,股利發放年度,股利合計,盈4,盈配率
2324,2019,1.2,,
2331,2023,0.8,1.26,0.634920634920635
2331,2021,1.001,0.13,7.699999999999999
2352,2022,2.5,4.2,0.5952380952380952
2352,2021,1.5,4.22,0.35545023696682465
2352,2020,0.75,2.54,0.2952755905511811
2352,2019,0.85,,
2353,2022,2.28,1.67,1.3652694610778442
2353,2021,1.5,3.63,0.4132231404958678
2353,2020,0.777,2.01,0.3865671641791045
2353,2019,0.77,,
2356,2022,1.4,1.71,0.8187134502923976
2356,2021,1.85,1.82,1.0164835164835164
2356,2020,1.3,2.1,0.6190476190476191
2356,2019,1.5,,
2357,2022,42.0,19.78,2.1233569261880687
2357,2021,26.0,59.98,0.4334778259419807
2357,2020,14.0,35.76,0.39149888143176736
2357,2019,15.0,,
2362,2022,2.1,1.41,1.4893617021276597
2362,2021,0.6,3.03,0.19801980198019803
2362,2020,0.4,1.12,0.35714285714285715
2362,2019,1.0,,
2364,2022,1.0,3.21,0.3115264797507788
2365,2022,0.2,0.25,0.8
2365,2021,0.304,0.23,1.3217391304347825
2365,2020,0.418,0.64,0.653125
2365,2019,0.2,,
2376,2022,12.0,10.29,1.1661807580174928
2376,2021,5.0,21.01,0.23798191337458352
2376,2020,2.2,6.88,0.31976744186046513
2376,2019,3.0,,
2377,2022,10.5,11.79,0.89058524173028
2377,2021,6.1,20.03,0.3045431852221667
2377,2020,4.2,9.42,0.445859872611465
2377,2019,5.0,,
2382,2023,6.0,7.4399999999999995,0.8064516129032259
2382,2022,6.6,7.51,0.8788282290279626
2382,2021,5.2,8.73,0.5956471935853379
2382,2020,3.7,6.57,0.563165905631659
2382,2019,3.55,,
2387,2022,3.0,7.48,0.40106951871657753
2387,2021,2.0,5.31,0.37664783427495296
2387,2020,1.0,6.39,0.1564945226917058
2387,2019,1.005,,
2395,2022,7.98,13.85,0.576173285198556
2395,2021,7.093,10.67,0.6647610121836925
2395,2020,8.788,9.4,0.9348936170212766
2395,2019,6.796,,
2397,2022,3.6,4.61,0.7809110629067245
2397,2021,3.0,5.38,0.5576208178438662
2397,2020,5.0,3.54,1.4124293785310735
2397,2019,5.28,,
2399,2022,1.2,0.07,17.142857142857142
2399,2021,0.4,2.03,0.1970443349753695
2417,2022,0.146,0.23,0.6347826086956521
2417,2021,2.0,0.27,7.4074074074074066
2417,2020,0.102,6.41,0.015912636505460216
2417,2019,0.1,,
2425,2022,0.6,3.32,0.18072289156626506
2425,2021,0.5,1.27,0.39370078740157477
2425,2020,0.3,1.51,0.1986754966887417
2425,2019,1.5,,
2442,2022,0.715,0.56,1.2767857142857142
2442,2021,0.304,1.99,0.15276381909547737
2442,2019,1.506,,
2465,2022,2.0,-3.32,-0.6024096385542169
2495,2022,0.4,0.78,0.5128205128205129
2495,2021,0.3,0.53,0.5660377358490566
2495,2020,0.606,-0.24,-2.525
2495,2019,0.4,,
3002,2021,0.102,-0.02,-5.1
3002,2020,0.47,0.57,0.8245614035087719
3005,2023,3.784,4.679999999999999,0.8085470085470087
3005,2022,3.59,4.27,0.8407494145199064
3005,2021,3.587,7.2,0.49819444444444444
3005,2020,2.796,4.4,0.6354545454545454
3005,2019,2.998,,
3013,2021,0.3,-0.74,-0.4054054054054054
3013,2020,0.3,0.4,0.7499999999999999
3013,2019,0.3,,
3017,2022,4.3,11.78,0.36502546689303905
3017,2021,2.8,8.21,0.3410475030450669
3017,2020,1.3,5.42,0.23985239852398524
3017,2019,1.0,,
3022,2022,3.0,8.45,0.3550295857988166
3022,2021,2.0,4.9,0.4081632653061224
3022,2020,1.004,5.64,0.17801418439716313
3022,2019,1.5,,
3046,2019,0.3,,
3060,2022,1.0,0.29,3.4482758620689657
3231,2022,2.2,4.01,0.5486284289276808
3231,2021,2.2,3.76,0.5851063829787235
3231,2020,2.042,3.1,0.6587096774193547
3231,2019,1.488,,
3416,2022,4.495,6.23,0.7215088282504013
3416,2021,4.0,5.03,0.7952286282306162
3416,2020,3.0,3.55,0.8450704225352114
3416,2019,2.6,,
3515,2022,13.0,8.69,1.4959723820483315
3515,2021,8.0,19.67,0.4067107269954245
3515,2020,4.0,11.3,0.35398230088495575
3515,2019,4.001,,
3706,2023,1.3,7.449999999999999,0.17449664429530204
3706,2022,2.0,7.76,0.2577319587628866
3706,2021,1.0,10.01,0.0999000999000999
3706,2020,2.2,2.45,0.8979591836734694
3706,2019,3.0,,
3712,2022,1.5,2.15,0.6976744186046512
3712,2021,1.0,1.76,0.5681818181818182
3712,2019,2.5,,
4916,2022,0.5,1.21,0.4132231404958678
4916,2021,0.5,1.29,0.38759689922480617
4916,2020,2.0,-1.78,-1.1235955056179776
4916,2019,2.473,,
4938,2022,5.001,5.66,0.8835689045936396
4938,2021,4.489,7.71,0.5822308690012971
4938,2020,4.5,7.73,0.5821474773609314
4938,2019,3.501,,
5215,2022,5.0,4.62,1.0822510822510822
5215,2021,8.0,8.76,0.9132420091324202
5215,2020,3.0,13.11,0.2288329519450801
5215,2019,2.5,,
5258,2022,0.539,8.19,0.06581196581196581
5258,2021,0.6,2.51,0.23904382470119523
6128,2023,2.2,5.410000000000001,0.40665434380776333
6128,2022,2.0,5.32,0.37593984962406013
6128,2021,1.0,2.64,0.3787878787878788
6128,2020,2.4,1.16,2.0689655172413794
6128,2019,2.0,,
6166,2022,0.3,3.71,0.08086253369272237
6166,2021,1.0,0.55,1.8181818181818181
6166,2020,1.6,1.12,1.4285714285714286
6166,2019,1.3,,
6206,2022,4.0,7.29,0.5486968449931413
6206,2021,4.0,4.77,0.8385744234800839
6206,2020,4.5,4.12,1.0922330097087378
6206,2019,5.0,,
6230,2022,0.61,7.1,0.08591549295774648
6230,2021,1.36,4.05,0.33580246913580253
6230,2020,4.87,9.06,0.5375275938189845
6230,2019,4.7,,
6235,2023,0.699,2.35,0.29744680851063826
6235,2022,0.3,1.83,0.16393442622950818
6235,2021,0.598,0.96,0.6229166666666667
6235,2019,0.498,,
6277,2022,5.3,6.11,0.8674304418985269
6277,2021,5.3,5.33,0.9943714821763602
6277,2020,7.8,12.55,0.6215139442231076
6277,2019,8.0,,
6414,2022,7.0,32.6,0.21472392638036808
6414,2021,5.0,13.91,0.35945363048166784
6414,2020,4.917,12.13,0.40535861500412196
6414,2019,7.0,,
6579,2022,3.098,10.03,0.30887337986041874
6579,2021,3.0,4.22,0.7109004739336493
6579,2020,3.2,3.58,0.893854748603352
6579,2019,4.1,,
6591,2022,4.0,6.9,0.5797101449275363
6591,2021,2.728,6.83,0.3994143484626647
6591,2020,1.464,5.66,0.2586572438162544
6591,2019,1.498,,
6669,2023,50.0,86.50999999999999,0.5779678649867068
6669,2022,25.0,81.07,0.3083754779819909
6669,2021,32.0,49.46,0.646987464617873
6669,2020,23.0,49.25,0.467005076142132
6669,2019,16.0,,
8114,2022,4.5,11.25,0.4
8114,2021,1.5,6.21,0.24154589371980675
8114,2020,4.5,1.65,2.7272727272727275
8114,2019,6.2,,
8163,2022,3.0,4.15,0.7228915662650601
8163,2021,2.5,4.09,0.6112469437652812
8163,2020,2.3,3.23,0.7120743034055727
8163,2019,3.5,,
8210,2022,3.001,8.32,0.36069711538461535
8210,2021,4.002,5.62,0.7120996441281138
8210,2020,4.6,8.16,0.5637254901960784
8210,2019,4.0,,
2323,2022,0.1,-0.95,-0.10526315789473685
2323,2021,0.7,0.14,4.999999999999999
2323,2020,0.2,0.1,2.0
2374,2022,1.0,0.48,2.0833333333333335
2374,2021,0.491,2.42,0.20289256198347108
2374,2020,0.3,-1.63,-0.18404907975460122
2374,2019,0.5,,
2393,2022,3.5,2.78,1.2589928057553958
2393,2021,2.25,4.37,0.5148741418764302
2393,2020,1.4,2.79,0.5017921146953405
2393,2019,1.5,,
2409,2022,1.0,-2.39,-0.41841004184100417
2409,2021,0.3,6.44,0.046583850931677016
2409,2019,0.5,,
2426,2022,1.0,-0.6,-1.6666666666666667
2426,2021,0.75,2.41,0.3112033195020747
2426,2020,0.303,1.02,0.29705882352941176
2426,2019,1.2,,
2486,2023,0.4,0.41999999999999993,0.9523809523809526
2486,2022,0.5,0.47,1.0638297872340425
2489,2022,1.25,-3.45,-0.36231884057971014
2489,2021,0.14,6.3,0.022222222222222227
2491,2022,0.1,-4.7,-0.02127659574468085
2491,2021,0.4,0.63,0.634920634920635
3008,2023,46.0,152.83999999999997,0.3009683328971474
3008,2022,109.66,169.5,0.6469616519174041
3008,2021,91.5,139.3,0.6568557071069633
3008,2020,79.0,182.9,0.4319300164024057
3008,2019,68.0,,
3019,2022,3.7,3.29,1.1246200607902737
3019,2021,1.0,5.34,0.18726591760299627
3019,2020,2.0,1.41,1.4184397163120568
3019,2019,2.3,,
3024,2022,0.3,0.33,0.9090909090909091
3024,2021,0.1,0.75,0.13333333333333333
3024,2020,0.22,0.17,1.2941176470588234
3024,2019,0.32,,
3031,2022,1.0,1.16,0.8620689655172414
3031,2021,0.8,1.45,0.5517241379310345
3031,2020,0.823,0.74,1.112162162162162
3031,2019,0.52,,
3038,2022,1.2,2.83,0.4240282685512367
3038,2021,1.2,1.6,0.7499999999999999
3038,2020,1.2,1.57,0.7643312101910827
3038,2019,0.5,,
3049,2022,0.35,0.03,11.666666666666666
3049,2021,0.39,1.24,0.31451612903225806
3049,2020,0.35,0.43,0.813953488372093
3050,2022,0.6,0.71,0.8450704225352113
3050,2021,0.6,0.9,0.6666666666666666
3050,2020,0.5,0.8,0.625
3050,2019,0.3,,
3059,2022,0.688,1.67,0.4119760479041916
3059,2021,0.497,0.85,0.5847058823529412
3059,2020,0.521,0.6,0.8683333333333334
3059,2019,0.497,,
3356,2022,1.2,1.19,1.0084033613445378
3356,2021,1.001,1.97,0.5081218274111675
3406,2022,7.994,29.06,0.2750860289057123
3406,2021,9.991,20.52,0.48689083820662765
3406,2020,8.991,27.42,0.3278993435448577
3406,2019,3.495,,
3437,2022,0.45,-0.98,-0.45918367346938777
3454,2022,1.4,8.11,0.17262638717632553
3454,2021,2.0,2.17,0.9216589861751152
3454,2020,2.5,2.9,0.8620689655172414
3454,2019,2.75,,
3481,2022,1.055,-2.76,-0.38224637681159424
3481,2021,0.399,5.53,0.07215189873417721
3481,2020,0.1,0.17,0.5882352941176471
3481,2019,0.06,,
3504,2019,0.5,,
3535,2022,0.5,3.58,0.13966480446927373
3535,2020,0.5,-1.29,-0.38759689922480617
3543,2023,1.0,-0.24000000000000005,-4.166666666666666
3543,2022,1.2,-0.55,-2.1818181818181817
3543,2021,1.2,1.99,0.6030150753768844
3543,2020,0.8,-4.5,-0.17777777777777778
3543,2019,0.6,,
3563,2023,8.0,12.780000000000001,0.6259780907668231
3563,2022,12.0,13.35,0.898876404494382
3563,2021,11.0,18.51,0.5942733657482442
3563,2020,13.0,15.02,0.8655126498002663
3563,2019,27.0,,
3591,2022,0.795,0.2,3.975
3591,2021,0.319,1.0,0.319
3591,2020,0.102,0.35,0.2914285714285714
3591,2019,0.3,,
3622,2022,1.2,2.75,0.43636363636363634
3622,2021,1.0,1.85,0.5405405405405405
3622,2020,0.8,1.24,0.6451612903225807
3622,2019,0.5,,
3673,2022,1.5,1.34,1.1194029850746268
3673,2021,1.0,2.63,0.3802281368821293
3714,2022,2.0,0.05,40.0
4935,2022,5.0,8.05,0.6211180124223602
4935,2021,5.5,9.74,0.5646817248459959
4935,2020,1.5,10.35,0.14492753623188406
4935,2019,0.8,,
4942,2022,3.0,4.53,0.662251655629139
4942,2021,2.5,6.38,0.39184952978056425
4942,2020,2.5,4.76,0.5252100840336135
4942,2019,2.5,,
4956,2022,0.4,-0.72,-0.5555555555555556
4960,2022,0.5,0.69,0.7246376811594204
5234,2022,5.3,4.15,1.2771084337349397
5234,2021,5.0,6.62,0.7552870090634441
5234,2020,5.0,6.15,0.8130081300813008
5234,2019,5.0,,
5243,2022,1.4,4.75,0.29473684210526313
5243,2021,1.7,2.75,0.6181818181818182
5243,2020,1.8,2.74,0.656934306569343
5243,2019,1.5,,
5244,2023,1.5,2.2199999999999998,0.6756756756756758
5244,2022,3.0,2.58,1.1627906976744187
5244,2021,2.0,5.05,0.39603960396039606
5244,2020,1.5,3.43,0.43731778425655976
5244,2019,1.002,,
6116,2022,0.996,-0.86,-1.158139534883721
6116,2021,0.5,2.75,0.18181818181818182
6116,2019,0.3,,
6120,2019,0.34,,
6164,2019,0.2,,
6168,2022,1.5,1.82,0.8241758241758241
6168,2021,0.7,1.8,0.38888888888888884
6168,2019,1.0,,
6176,2022,8.0,14.47,0.55286800276434
6176,2021,8.0,11.16,0.7168458781362007
6176,2020,8.0,11.24,0.7117437722419929
6176,2019,7.0,,
6209,2022,0.5,0.37,1.3513513513513513
6226,2022,0.12,0.01,12.0
6226,2020,0.404,-0.39,-1.035897435897436
6226,2019,0.12,,
6278,2022,6.0,13.82,0.4341534008683068
6278,2021,3.3,12.7,0.25984251968503935
6278,2020,2.8,7.5,0.3733333333333333
6278,2019,1.3,,
6405,2022,2.0,0.07,28.57142857142857
6405,2021,0.6,1.51,0.3973509933774834
6405,2020,0.5,1.32,0.3787878787878788
6405,2019,0.5,,
6456,2023,3.5,5.75,0.6086956521739131
6456,2022,5.0,10.19,0.49067713444553485
6456,2021,4.0,12.97,0.30840400925212025
6456,2020,3.5,11.04,0.3170289855072464
6456,2019,4.0,,
6477,2022,0.51,1.93,0.26424870466321243
6477,2021,1.138,1.16,0.9810344827586207
6477,2020,0.957,2.65,0.3611320754716981
6477,2019,0.8,,
6668,2021,1.004,-4.02,-0.24975124378109456
6668,2020,0.8,1.85,0.43243243243243246
6668,2019,1.0,,
6706,2022,10.0,12.66,0.7898894154818326
6706,2021,4.0,13.98,0.28612303290414876
6706,2020,3.974,5.12,0.7761718750000001
6706,2019,3.971,,
8104,2022,2.005,0.41,4.890243902439025
8104,2021,2.995,2.86,1.0472027972027973
8104,2020,0.35,3.06,0.11437908496732026
8104,2019,3.0,,
8105,2020,0.1,-2.47,-0.04048582995951417
8215,2022,1.5,4.04,0.3712871287128713
8215,2021,0.7,3.03,0.23102310231023102
8215,2020,0.5,1.23,0.4065040650406504
8215,2019,0.6,,
2314,2019,0.2,,
2332,2022,0.3,0.18,1.6666666666666667
2332,2021,0.3,0.38,0.7894736842105263
2332,2019,0.2,,
2345,2022,5.999,14.64,0.4097677595628415
2345,2021,6.496,8.44,0.7696682464454977
2345,2020,6.19,9.07,0.6824696802646086
2345,2019,3.998,,
2412,2022,4.608,4.7,0.9804255319148935
2412,2021,4.306,4.61,0.934056399132321
2412,2020,4.226,4.31,0.980510440835267
2412,2019,4.479,,
2419,2022,0.5,1.5,0.3333333333333333
2419,2021,1.0,0.22,4.545454545454546
2419,2020,0.8,0.87,0.9195402298850576
2419,2019,0.814,,
2439,2022,3.971,6.81,0.5831130690161528
2439,2021,5.068,5.4,0.9385185185185184
2439,2020,7.705,6.39,1.205790297339593
2439,2019,8.498,,
2450,2023,2.2,2.6099999999999994,0.8429118773946362
2450,2022,2.0,2.55,0.7843137254901962
2450,2021,1.5,2.31,0.6493506493506493
2450,2020,1.45,1.69,0.8579881656804734
2450,2019,1.45,,
2455,2022,4.0,2.95,1.3559322033898304
2455,2021,2.59,4.62,0.5606060606060606
2455,2020,2.5,2.88,0.8680555555555556
2455,2019,2.5,,
2485,2019,0.5,,
2498,2019,0.38,,
3025,2022,0.4,0.95,0.4210526315789474
3025,2021,1.0,0.47,2.127659574468085
3025,2020,0.58,1.11,0.5225225225225224
3045,2022,4.3,3.91,1.0997442455242965
3045,2021,4.3,3.9,1.1025641025641026
3045,2020,4.75,4.01,1.1845386533665836
3045,2019,5.549,,
3047,2021,0.29,-0.29,-1.0
3047,2020,0.15,0.56,0.26785714285714285
3062,2022,0.05,-1.12,-0.044642857142857144
3062,2021,0.15,0.07,2.142857142857143
3062,2020,0.15,0.07,2.142857142857143
3062,2019,0.4,,
3138,2023,3.5,7.37,0.47489823609226595
3138,2022,3.0,6.89,0.4354136429608128
3138,2021,1.603,5.96,0.2689597315436242
3138,2020,1.0,2.63,0.3802281368821293
3138,2019,0.9,,
3311,2022,0.47,1.47,0.31972789115646255
3380,2022,0.8,1.69,0.4733727810650888
3380,2021,1.0,0.8,1.25
3380,2020,0.441,1.03,0.4281553398058252
3380,2019,1.0,,
3419,2021,0.5,-0.33,-1.5151515151515151
3596,2022,6.709,9.2,0.7292391304347826
3596,2021,6.499,8.6,0.7556976744186047
3596,2020,4.7,8.36,0.5622009569377991
3596,2019,3.5,,
3669,2022,3.8,3.58,1.0614525139664803
3669,2021,5.0,7.02,0.7122507122507123
3669,2020,0.5,8.48,0.05896226415094339
3669,2019,0.4,,
3704,2022,0.509,3.87,0.13152454780361758
3704,2021,0.499,2.49,0.2004016064257028
4904,2023,3.25,3.0900000000000003,1.0517799352750807
4904,2022,3.25,2.95,1.1016949152542372
4904,2021,3.25,2.8,1.1607142857142858
4904,2020,3.25,2.56,1.26953125
4904,2019,3.75,,
4906,2023,1.5,1.69,0.8875739644970414
4906,2022,1.539,1.7,0.9052941176470588
4906,2021,1.956,1.89,1.034920634920635
4906,2020,0.503,3.86,0.13031088082901554
4977,2022,3.22,6.2,0.5193548387096775
4977,2021,5.9,3.88,1.520618556701031
4977,2020,3.5,8.02,0.43640897755610975
4977,2019,3.864,,
5388,2023,4.5,8.25,0.5454545454545454
5388,2022,2.4,7.57,0.31704095112285335
5388,2021,2.6,3.44,0.7558139534883721
5388,2020,3.024,3.66,0.8262295081967213
5388,2019,2.497,,
6136,2022,1.25,0.83,1.5060240963855422
6136,2021,1.1,1.23,0.894308943089431
6136,2020,1.4,0.48,2.9166666666666665
6136,2019,1.5,,
6216,2022,1.667,1.96,0.8505102040816327
6216,2021,1.486,1.85,0.8032432432432431
6216,2020,1.869,1.27,1.4716535433070865
6216,2019,1.984,,
6285,2022,2.1,7.93,0.26481715006305173
6285,2021,2.501,3.15,0.793968253968254
6285,2020,2.5,3.76,0.6648936170212766
6285,2019,3.501,,
6416,2022,2.0,5.85,0.3418803418803419
6416,2021,3.644,3.0,1.2146666666666668
6416,2020,2.824,5.29,0.5338374291115312
6416,2019,3.5,,
6426,2022,2.0,2.33,0.8583690987124464
6426,2021,2.499,0.3,8.33
6426,2020,2.0,3.58,0.5586592178770949
6426,2019,1.494,,
6442,2022,1.2,4.85,0.24742268041237114
6442,2021,1.0,1.56,0.641025641025641
6442,2020,1.36,-0.57,-2.385964912280702
6442,2019,2.0,,
6674,2023,0.5,-1.8900000000000001,-0.26455026455026454
6674,2022,1.0,-0.94,-1.0638297872340425
6674,2021,1.0,0.49,2.0408163265306123
6674,2020,1.4,0.7,2.0
6674,2019,1.8,,
6792,2022,5.5,5.68,0.9683098591549296
6792,2021,3.5,6.6,0.5303030303030303
1582,2022,5.3,3.0,1.7666666666666666
1582,2021,5.0,2.03,2.4630541871921183
1582,2020,4.5,7.81,0.5761843790012804
1582,2019,6.5,,
2059,2022,10.88,42.56,0.2556390977443609
2059,2021,6.12,21.75,0.2813793103448276
2059,2020,8.0,12.22,0.6546644844517184
2059,2019,9.5,,
2308,2022,5.5,12.58,0.43720190779014306
2308,2021,5.5,10.32,0.5329457364341085
2308,2020,5.0,9.81,0.509683995922528
2308,2019,5.0,,
2313,2023,2.7,5.43,0.49723756906077354
2313,2022,1.8,6.71,0.26825633383010433
2313,2021,1.5,4.31,0.3480278422273782
2313,2020,1.2,3.91,0.3069053708439897
2313,2019,0.8,,
2316,2022,1.0,2.81,0.35587188612099646
2316,2021,1.5,2.94,0.5102040816326531
2316,2020,0.5,2.14,0.2336448598130841
2316,2019,1.0,,
2327,2022,10.1,44.22,0.22840343735866123
2327,2021,10.08,46.46,0.21696082651743434
2327,2020,13.06,25.52,0.5117554858934169
2327,2019,44.83,,
2328,2022,1.0,2.55,0.3921568627450981
2328,2021,0.65,1.87,0.34759358288770054
2328,2020,1.0,1.28,0.78125
2328,2019,1.1,,
2355,2022,0.5,1.25,0.4
2355,2021,0.5,0.85,0.5882352941176471
2355,2020,1.0,0.12,8.333333333333334
2355,2019,0.5,,
2367,2020,0.8,-2.32,-0.3448275862068966
2367,2019,0.4,,
2368,2023,3.5,8.24,0.42475728155339804
2368,2022,2.2,8.86,0.24830699774266368
2368,2021,1.5,5.41,0.27726432532347506
2375,2022,2.0,4.97,0.4024144869215292
2375,2021,2.0,8.62,0.2320185614849188
2375,2020,0.5,3.42,0.14619883040935672
2375,2019,3.0,,
2383,2022,10.0,15.24,0.6561679790026247
2383,2021,7.0,16.5,0.42424242424242425
2383,2020,5.762,11.33,0.5085613415710503
2383,2019,3.8,,
2385,2023,7.5,9.899999999999999,0.7575757575757577
2385,2022,6.1,10.26,0.594541910331384
2385,2021,5.5,8.71,0.6314580941446613
2385,2020,5.9,7.8,0.7564102564102565
2385,2019,3.8,,
2392,2022,1.5,3.14,0.47770700636942676
2392,2021,2.5,1.9,1.3157894736842106
2392,2020,2.5,4.06,0.6157635467980296
2392,2019,1.5,,
2402,2022,0.5,1.2,0.4166666666666667
2402,2021,0.5,0.75,0.6666666666666666
2402,2020,0.5,0.4,1.25
2402,2019,0.5,,
2415,2022,2.1,0.01,210.0
2415,2021,0.5,2.73,0.18315018315018314
2415,2020,0.5,0.66,0.7575757575757576
2415,2019,1.5,,
2420,2022,3.0,4.43,0.6772009029345373
2420,2021,2.55,3.82,0.6675392670157068
2420,2020,2.0,2.9,0.6896551724137931
2420,2019,2.8,,
2421,2022,1.2,4.34,0.2764976958525346
2421,2021,2.4,1.71,1.4035087719298245
2421,2020,2.0,3.39,0.5899705014749262
2421,2019,2.0,,
2428,2022,6.3,10.72,0.5876865671641791
2428,2021,5.5,12.31,0.44679122664500404
2428,2020,4.2,10.81,0.3885291396854764
2428,2019,3.8,,
2431,2022,0.45,0.09,5.0
2431,2021,0.25,1.03,0.24271844660194175
2460,2022,0.3,-0.62,-0.48387096774193544
2462,2022,0.6,1.48,0.4054054054054054
2462,2021,0.8,0.83,0.9638554216867471
2462,2020,0.7,0.87,0.8045977011494252
2462,2019,0.5,,
2467,2023,3.6,4.39,0.8200455580865604
2467,2022,3.3,4.59,0.7189542483660131
2467,2021,2.713,4.35,0.6236781609195403
2467,2020,2.5,2.94,0.8503401360544218
2467,2019,2.5,,
2472,2022,3.198,7.53,0.4247011952191235
2472,2021,2.938,6.12,0.4800653594771242
2472,2020,1.5,5.13,0.29239766081871343
2472,2019,2.3,,
2476,2022,2.078,4.58,0.45371179039301307
2476,2021,1.2,3.49,0.3438395415472779
2476,2020,1.3,1.55,0.8387096774193549
2476,2019,1.26,,
2478,2022,4.0,4.31,0.9280742459396752
2478,2021,3.0,6.6,0.4545454545454546
2478,2020,1.8,4.7,0.3829787234042553
2478,2019,2.5,,
2483,2023,1.0,1.0,1.0
2483,2022,1.0,1.54,0.6493506493506493
2483,2021,0.7,1.4,0.5
2483,2020,1.0,0.76,1.3157894736842106
2483,2019,1.288,,
2484,2022,1.5,4.82,0.3112033195020747
2484,2021,1.0,2.54,0.39370078740157477
2484,2020,0.95,1.02,0.9313725490196078
2484,2019,1.45,,
2492,2022,4.509,3.4,1.3261764705882355
2492,2021,6.012,16.35,0.3677064220183486
2492,2020,5.5,13.66,0.40263543191800877
2492,2019,16.33,,
2493,2022,2.75,5.18,0.5308880308880309
2493,2021,2.5,3.0,0.8333333333333334
2493,2020,2.5,2.7,0.9259259259259258
2493,2019,2.5,,
3003,2023,2.0,5.01,0.3992015968063872
3003,2022,2.0,5.75,0.34782608695652173
3003,2021,1.2,4.98,0.24096385542168672
3003,2020,1.0,2.32,0.4310344827586207
3003,2019,1.8,,
3015,2023,3.8,3.59,1.0584958217270195
3015,2022,3.3,3.85,0.8571428571428571
3015,2021,3.0,4.03,0.7444168734491314
3015,2020,1.54,3.55,0.4338028169014085
3015,2019,1.25,,
3021,2022,0.6,1.92,0.3125
3021,2021,0.7,1.41,0.49645390070921985
3021,2020,0.408,1.03,0.3961165048543689
3021,2019,0.75,,
3023,2022,6.958,12.22,0.5693944353518822
3023,2021,6.288,10.0,0.6288
3023,2020,5.3,9.08,0.5837004405286343
3023,2019,4.477,,
3026,2022,9.0,7.79,1.1553273427471116
3026,2021,8.0,12.36,0.6472491909385114
3026,2020,7.0,8.31,0.842358604091456
3026,2019,9.0,,
3032,2022,2.0,3.28,0.6097560975609756
3032,2021,3.1,2.63,1.1787072243346008
3032,2020,2.036,4.21,0.48361045130641334
3032,2019,2.25,,
3037,2022,3.4,20.08,0.16932270916334663
3037,2021,1.393,8.98,0.15512249443207127
3037,2020,1.092,3.74,0.29197860962566846
3037,2019,0.8,,
3042,2022,7.5,9.06,0.8278145695364238
3042,2021,3.8,10.06,0.3777335984095427
3042,2020,2.5,4.61,0.5422993492407808
3042,2019,2.0,,
3044,2022,7.0,11.8,0.5932203389830508
3044,2021,7.35,11.15,0.6591928251121075
3044,2020,7.25,11.65,0.6223175965665236
3044,2019,5.9,,
3058,2021,0.15,-2.06,-0.07281553398058252
3058,2020,0.102,-0.76,-0.13421052631578947
3058,2019,0.203,,
3090,2022,4.0,8.02,0.49875311720698257
3090,2021,3.1,4.59,0.6753812636165578
3090,2020,3.5,3.36,1.0416666666666667
3090,2019,6.5,,
3092,2021,1.376,0.25,5.504
3092,2020,3.3,1.58,2.0886075949367084
3092,2019,5.0,,
3296,2021,0.23,-1.64,-0.1402439024390244
3296,2020,0.274,0.23,1.191304347826087
3296,2019,1.0,,
3338,2022,1.5,3.05,0.49180327868852464
3338,2021,1.799,2.13,0.8446009389671362
3338,2020,2.086,2.58,0.8085271317829457
3338,2019,1.2,,
3376,2022,5.0,8.68,0.5760368663594471
3376,2021,6.983,6.08,1.1485197368421052
3376,2020,3.999,9.05,0.441878453038674
3376,2019,3.989,,
3432,2022,0.5,-17.57,-0.028457598178713715
3432,2021,0.25,0.86,0.29069767441860467
3432,2020,0.3,0.49,0.6122448979591837
3432,2019,0.5,,
3501,2022,2.0,6.42,0.3115264797507788
3501,2021,2.5,2.92,0.8561643835616438
3501,2020,3.0,3.59,0.8356545961002786
3501,2019,3.5,,
3533,2022,15.92,58.7,0.27120954003407155
3533,2021,13.3,33.32,0.39915966386554624
3533,2020,10.5,26.41,0.3975766755017039
3533,2019,8.7,,
3550,2022,0.6,-0.26,-2.3076923076923075
3550,2021,0.5,0.96,0.5208333333333334
3550,2020,0.5,0.94,0.5319148936170213
3550,2019,1.0,,
3605,2022,1.5,1.68,0.8928571428571429
3605,2021,0.7,4.16,0.16826923076923075
3605,2020,0.75,2.26,0.33185840707964603
3605,2019,0.7,,
3607,2022,1.0,-2.23,-0.4484304932735426
3607,2019,0.5,,
3645,2022,1.193,1.13,1.0557522123893808
3645,2021,1.499,2.32,0.6461206896551726
3645,2020,0.5,2.76,0.1811594202898551
3645,2019,2.0,,
3653,2022,6.997,19.54,0.35808597748208804
3653,2021,6.001,9.88,0.6073886639676114
3653,2020,5.0,8.27,0.6045949214026602
3653,2019,3.528,,
3679,2022,9.0,11.32,0.7950530035335689
3679,2021,10.0,9.7,1.0309278350515465
3679,2020,4.0,11.57,0.34572169403630076
3679,2019,3.0,,
4545,2022,0.7,2.1,0.3333333333333333
4545,2021,0.55,1.16,0.4741379310344828
4545,2020,0.35,0.39,0.8974358974358974
4545,2019,0.35,,
4912,2023,0.5,4.389999999999999,0.11389521640091119
4912,2022,3.005,6.27,0.47926634768740034
4912,2021,7.3629999999999995,7.51,0.9804260985352863
4912,2020,3.4560000000000004,9.57,0.36112852664576806
4912,2019,4.497,,
4915,2022,3.102,6.1,0.5085245901639345
4915,2021,3.001,5.13,0.5849902534113061
4915,2020,2.4,4.3,0.5581395348837209
4915,2019,2.4,,
4927,2022,4.0,4.6,0.8695652173913044
4927,2021,3.0,7.25,0.41379310344827586
4927,2020,3.0,6.31,0.4754358161648178
