代碼,股利發放年度,股利合計,盈4,盈配率
1762,2020,0.8,6.86,0.11661807580174927
1762,2019,1.2,,
1783,2021,0.731,1.21,0.6041322314049586
1783,2020,0.78,0.91,0.8571428571428571
1783,2019,0.68,,
1786,2022,1.418,2.14,0.6626168224299065
1786,2021,1.81,1.54,1.1753246753246753
1786,2020,1.864,2.1,0.8876190476190476
1786,2019,1.6,,
1789,2022,0.48,0.45,1.0666666666666667
1789,2021,0.5,0.31,1.6129032258064517
1789,2020,0.27,0.36,0.7500000000000001
1789,2019,0.49,,
1795,2022,1.931,11.59,0.16660914581535807
1795,2021,0.35,5.5,0.06363636363636363
3164,2022,1.1,0.66,1.6666666666666667
3164,2021,0.7,1.31,0.5343511450381678
3164,2020,0.81,0.69,1.173913043478261
3164,2019,1.5,,
3705,2023,2.3,2.96,0.777027027027027
3705,2022,1.7,3.15,0.5396825396825397
3705,2021,2.0,2.77,0.7220216606498195
3705,2020,2.2,2.97,0.7407407407407407
3705,2019,2.2,,
4104,2022,4.0,4.5,0.8888888888888888
4104,2021,3.5,4.3,0.813953488372093
4104,2020,3.3,4.06,0.812807881773399
4104,2019,3.0,,
4106,2022,0.55,1.6,0.34375
4106,2021,0.55,1.01,0.5445544554455446
4106,2020,0.45,1.04,0.4326923076923077
4106,2019,0.65,,
4119,2021,2.5,0.58,4.310344827586207
4119,2020,5.8,4.53,1.280353200883002
4119,2019,4.2,,
4133,2022,0.46,1.24,0.3709677419354839
4133,2021,0.6,0.47,1.2765957446808511
4133,2020,0.1,0.6,0.16666666666666669
4133,2019,0.6,,
4137,2022,12.0,8.68,1.3824884792626728
4137,2021,8.5,17.05,0.49853372434017595
4137,2020,13.05,12.09,1.0794044665012408
4137,2019,12.0,,
4142,2021,0.5,0.1,5.0
4148,2022,1.5,5.75,0.2608695652173913
4148,2021,1.0,3.09,0.3236245954692557
4148,2020,1.0,1.28,0.78125
4148,2019,2.4,,
4155,2022,1.0,1.51,0.6622516556291391
4155,2021,1.389,0.46,3.019565217391304
4155,2020,1.435,1.56,0.9198717948717948
4155,2019,2.25,,
4164,2022,2.005,2.21,0.9072398190045249
4164,2021,2.007,2.43,0.825925925925926
4164,2020,1.997,2.53,0.7893280632411068
4164,2019,1.794,,
4190,2023,0.991,0.16999999999999996,5.829411764705884
4190,2022,3.5,0.24,14.583333333333334
4190,2021,2.0,4.98,0.4016064257028112
4190,2020,4.0,4.41,0.9070294784580498
4190,2019,4.5,,
4737,2022,1.999,1.5,1.3326666666666667
4737,2021,2.062,1.45,1.4220689655172414
4737,2020,1.993,1.06,1.880188679245283
4737,2019,1.998,,
4746,2022,2.0,3.4,0.5882352941176471
4746,2019,0.5,,
6491,2023,10.0,21.72,0.46040515653775327
6491,2022,8.5,22.03,0.3858374943259192
6491,2021,5.0,17.84,0.2802690582959641
6491,2020,2.5,10.22,0.2446183953033268
6491,2019,1.5,,
6666,2022,1.5,1.16,1.293103448275862
6666,2021,2.0,1.48,1.3513513513513513
6666,2020,7.0,2.2,3.1818181818181817
6666,2019,8.0,,
6796,2022,1.603,2.2,0.7286363636363635
6796,2021,4.2,2.3,1.8260869565217392
1802,2022,1.82,-0.25,-7.28
1802,2021,0.5,3.95,0.12658227848101264
1802,2019,0.3,,
1806,2022,1.0,-0.45,-2.2222222222222223
1809,2022,0.25,0.38,0.6578947368421053
1809,2021,0.2,0.25,0.8
1809,2020,0.2,-0.36,-0.5555555555555556
1809,2019,0.2,,
1810,2022,0.2,0.46,0.43478260869565216
1810,2021,0.2,3.33,0.06006006006006006
1810,2019,0.2,,
1817,2022,2.0,4.04,0.49504950495049505
1817,2021,2.0,3.07,0.6514657980456027
1817,2020,1.712,3.04,0.5631578947368421
1817,2019,2.3,,
1904,2022,1.9,2.27,0.8370044052863436
1904,2021,1.8,3.58,0.5027932960893855
1904,2020,1.2,3.36,0.35714285714285715
1904,2019,1.1,,
1905,2022,0.406,0.41,0.9902439024390245
1905,2019,0.35,,
1906,2022,0.6,2.83,0.21201413427561835
1906,2021,0.4,1.22,0.3278688524590164
1906,2020,0.5,0.62,0.8064516129032259
1906,2019,0.5,,
1907,2022,1.5,1.31,1.1450381679389312
1907,2021,1.5,3.13,0.4792332268370607
1907,2020,0.7,3.14,0.22292993630573246
1907,2019,0.6,,
1909,2022,1.2,-0.71,-1.6901408450704225
1909,2021,0.6,1.84,0.3260869565217391
1909,2020,0.3,0.77,0.3896103896103896
1909,2019,0.5,,
6790,2022,3.0,2.55,1.1764705882352942
6790,2021,4.0,4.24,0.9433962264150942
2002,2022,3.1,1.15,2.695652173913044
2002,2021,0.3,4.02,0.0746268656716418
2002,2020,0.5,0.05,10.0
2002,2019,1.0,,
2006,2023,3.5,5.26,0.6653992395437263
2006,2022,6.4,5.47,1.170018281535649
2006,2021,1.5,5.95,0.25210084033613445
2006,2020,1.35,3.52,0.3835227272727273
2006,2019,1.2,,
2009,2022,1.0,0.55,1.8181818181818181
2009,2021,0.8,1.18,0.6779661016949153
2010,2022,1.3,0.95,1.368421052631579
2010,2021,0.6,1.88,0.3191489361702128
2010,2020,0.3,0.79,0.37974683544303794
2010,2019,0.56,,
2012,2022,2.0,1.93,1.0362694300518136
2012,2021,1.1,2.81,0.3914590747330961
2012,2020,1.2,0.75,1.5999999999999999
2012,2019,1.3,,
2013,2022,2.0,2.39,0.8368200836820083
2013,2021,2.8,2.49,1.1244979919678713
2013,2020,0.81,3.26,0.2484662576687117
2013,2019,0.47,,
2014,2022,2.8,-0.69,-4.057971014492754
2014,2021,0.3,4.42,0.06787330316742081
2014,2019,0.1,,
2015,2023,4.0,4.78,0.8368200836820083
2015,2022,5.0,5.28,0.9469696969696969
2015,2021,3.5,6.94,0.5043227665706052
2015,2020,3.0,4.5,0.6666666666666666
2015,2019,4.0,,
2017,2022,1.2,0.69,1.7391304347826089
2017,2021,0.3,1.98,0.15151515151515152
2017,2019,0.4,,
2020,2022,3.0,1.2,2.5
2020,2021,1.7,3.52,0.4829545454545454
2020,2020,1.85,1.76,1.0511363636363638
2020,2019,1.4,,
2023,2022,1.0,0.41,2.4390243902439024
2023,2019,0.3,,
2024,2023,0.35,0.05999999999999994,5.833333333333338
2024,2022,1.2,0.48,2.5
2024,2021,0.25,1.47,0.17006802721088435
2024,2020,0.35,0.28,1.2499999999999998
2024,2019,0.6,,
2027,2022,1.9,6.23,0.304975922953451
2027,2021,0.8,5.76,0.1388888888888889
2027,2020,1.2,-0.44,-2.727272727272727
2027,2019,3.0,,
2028,2022,3.3529999999999998,2.3,1.4578260869565218
2029,2022,2.55,1.57,1.6242038216560508
2029,2021,0.5,3.94,0.12690355329949238
2029,2020,0.15,0.77,0.1948051948051948
2029,2019,0.25,,
2030,2022,2.0,2.64,0.7575757575757576
2030,2021,0.5,4.29,0.11655011655011654
2030,2020,0.511,0.38,1.3447368421052632
2030,2019,1.0,,
2031,2022,4.0,1.23,3.252032520325203
2031,2021,1.92,8.62,0.22273781902552206
2031,2020,0.809,2.69,0.30074349442379184
2031,2019,1.5,,
2032,2022,1.18,0.29,4.068965517241379
2032,2021,0.53,1.28,0.4140625
2032,2020,0.35,0.58,0.603448275862069
2032,2019,0.13,,
2033,2022,0.2,-0.16,-1.25
2033,2021,0.3,0.18,1.6666666666666667
2033,2020,0.2,0.25,0.8
2033,2019,0.2,,
2034,2022,1.498,1.16,1.2913793103448277
2034,2021,1.475,2.86,0.5157342657342658
2034,2020,1.5,1.04,1.4423076923076923
2034,2019,1.8,,
2038,2022,1.5,1.16,1.293103448275862
2038,2021,0.5,2.54,0.19685039370078738
2069,2022,2.2,1.16,1.8965517241379313
2069,2021,0.55,4.73,0.11627906976744186
2069,2020,0.5,0.26,1.923076923076923
2069,2019,2.5,,
2211,2022,3.0,6.22,0.48231511254019294
2211,2021,2.092,3.11,0.6726688102893891
2211,2020,2.0,2.65,0.7547169811320755
3004,2023,1.02,4.5600000000000005,0.22368421052631576
3004,2021,0.5,-1.84,-0.2717391304347826
3004,2020,2.67,1.14,2.3421052631578947
3004,2019,2.5,,
5007,2023,3.0,3.5400000000000005,0.8474576271186439
5007,2022,3.0,3.6,0.8333333333333333
5007,2021,2.0,3.33,0.6006006006006006
5007,2020,2.0,2.04,0.9803921568627451
5007,2019,3.0,,
5538,2022,3.2,4.53,0.7064017660044151
5538,2021,1.777,8.0,0.222125
5538,2020,1.5,2.94,0.5102040816326531
5538,2019,2.0,,
9958,2022,2.989,1.59,1.879874213836478
9958,2021,2.983,5.46,0.5463369963369964
9958,2020,0.993,3.59,0.2766016713091922
9958,2019,0.3,,
2101,2021,0.6,-0.29,-2.0689655172413794
2101,2020,1.1,1.05,1.0476190476190477
2101,2019,0.7,,
2102,2021,0.02,-5.11,-0.003913894324853229
2103,2022,2.4,2.16,1.111111111111111
2103,2021,0.36,4.76,0.07563025210084033
2103,2020,0.5,-0.03,-16.666666666666668
2103,2019,0.98,,
2104,2022,0.2,0.7,0.28571428571428575
2104,2021,0.1,3.5,0.028571428571428574
2104,2020,0.2,0.75,0.26666666666666666
2104,2019,2.8,,
2105,2023,1.4,1.6,0.8749999999999999
2105,2022,1.2,1.53,0.7843137254901961
2105,2021,1.2,1.63,0.7361963190184049
2105,2020,1.0,1.85,0.5405405405405405
2105,2019,1.1,,
2106,2022,1.0,0.37,2.7027027027027026
2106,2021,1.0,1.01,0.9900990099009901
2106,2020,0.8,1.07,0.7476635514018691
2106,2019,1.0,,
2107,2022,1.2,2.09,0.5741626794258373
2107,2021,1.5,2.27,0.6607929515418502
2107,2020,0.818,2.62,0.31221374045801525
2107,2019,0.68,,
2108,2023,2.0,1.6099999999999999,1.2422360248447206
2108,2022,7.0,2.42,2.8925619834710745
2108,2021,4.0,14.92,0.2680965147453083
2108,2020,2.1,7.21,0.29126213592233013
2108,2019,1.8,,
2109,2023,0.4,0.93,0.43010752688172044
2109,2022,1.0,1.05,0.9523809523809523
2109,2021,0.5,1.3,0.3846153846153846
2114,2022,7.0,5.03,1.3916500994035785
2114,2021,6.0,12.42,0.4830917874396135
2114,2020,5.0,7.39,0.6765899864682003
2114,2019,5.5,,
6582,2022,15.0,1.65,9.090909090909092
6582,2021,10.0,32.74,0.30543677458766033
6582,2020,4.449,16.85,0.2640356083086053
6582,2019,3.593,,
1319,2023,2.5,3.96,0.6313131313131313
1319,2022,0.85,3.64,0.2335164835164835
1319,2021,0.8,1.16,0.6896551724137931
1319,2020,1.8,1.39,1.2949640287769786
1319,2019,1.7,,
1338,2022,2.5,1.63,1.5337423312883436
1338,2021,3.5,4.04,0.8663366336633663
1338,2020,3.5,3.51,0.9971509971509972
1338,2019,3.5,,
1339,2022,2.0,5.51,0.3629764065335753
1339,2021,2.0,1.83,1.0928961748633879
1339,2020,2.0,1.59,1.2578616352201257
1339,2019,2.0,,
1521,2022,0.6,1.17,0.5128205128205129
1521,2021,1.3,1.08,1.2037037037037037
1521,2020,4.0,2.1,1.9047619047619047
1521,2019,3.8,,
1522,2022,0.5,2.91,0.1718213058419244
1522,2021,0.6,0.62,0.9677419354838709
1522,2020,1.4,0.84,1.6666666666666665
1522,2019,1.3,,
1524,2023,1.0,1.9499999999999997,0.5128205128205129
1524,2022,0.3,2.04,0.14705882352941177
1524,2021,0.21,0.38,0.5526315789473684
1524,2020,0.4,0.21,1.9047619047619049
1524,2019,0.5,,
1525,2022,2.1,3.68,0.5706521739130435
1525,2021,2.2,4.18,0.5263157894736843
1525,2020,2.0,4.41,0.4535147392290249
1525,2019,1.8,,
1533,2022,0.3,0.4,0.7499999999999999
1533,2020,0.5,0.86,0.5813953488372093
1533,2019,0.8,,
1536,2022,1.365,2.23,0.6121076233183856
1536,2021,1.1,1.23,0.894308943089431
1536,2020,2.0,1.12,1.7857142857142856
1536,2019,3.5,,
1568,2023,1.1,1.4800000000000002,0.7432432432432432
1568,2022,0.3,1.62,0.18518518518518517
1568,2021,0.3,0.29,1.0344827586206897
1568,2020,0.504,0.1,5.04
1568,2019,0.65,,
1587,2023,1.0,1.6599999999999997,0.602409638554217
1587,2022,1.0,2.01,0.49751243781094534
1587,2021,2.0,1.49,1.342281879194631
1587,2020,0.502,2.64,0.19015151515151515
1587,2019,0.3,,
2115,2022,2.0,2.28,0.8771929824561404
2115,2021,2.5,4.02,0.6218905472636816
2115,2020,2.7,6.58,0.4103343465045593
2115,2019,1.5,,
2201,2022,1.5,-4.8,-0.3125
2201,2021,1.0,4.82,0.20746887966804978
2201,2019,0.67,,
2204,2022,5.5,-14.22,-0.38677918424753865
2204,2021,7.0,7.67,0.9126466753585398
2204,2019,1.7,,
2206,2022,1.3,3.93,0.33078880407124683
2206,2021,1.309,2.3,0.5691304347826087
2206,2020,1.01,2.41,0.41908713692946054
2206,2019,1.0,,
2207,2022,20.0,-35.39,-0.5651313930488838
2207,2021,17.0,29.68,0.5727762803234502
2207,2020,14.0,25.36,0.5520504731861199
2207,2019,12.0,,
2227,2022,9.06,8.04,1.1268656716417913
2227,2021,18.53,10.09,1.8364717542120914
2227,2020,21.27,21.8,0.9756880733944954
2227,2019,17.67,,
2228,2022,2.0,5.97,0.33500837520938026
2228,2021,1.05,3.14,0.3343949044585987
2228,2020,5.0,1.3,3.846153846153846
2228,2019,5.0,,
2231,2022,2.0,4.7,0.425531914893617
2231,2021,1.2,4.23,0.2836879432624113
2231,2020,7.197,2.03,3.5453201970443353
2231,2019,8.166,,
2233,2022,5.4,10.32,0.5232558139534884
2233,2021,3.744,9.01,0.41553829078801335
2233,2020,3.3,6.23,0.5296950240770465
2233,2019,4.0,,
2236,2022,3.18,1.64,1.9390243902439026
2236,2021,1.866,1.47,1.269387755102041
2236,2020,0.416,0.69,0.6028985507246377
2236,2019,1.024,,
2239,2022,2.5,1.17,2.1367521367521367
2239,2021,1.85,5.64,0.3280141843971632
2239,2020,2.5,4.07,0.6142506142506142
2239,2019,4.5,,
2241,2021,0.6,-1.23,-0.4878048780487805
2241,2020,0.88,0.08,11.0
2247,2023,15.0,19.330000000000002,0.775995861355406
2247,2022,12.0,18.28,0.6564551422319475
2247,2021,11.0,15.36,0.7161458333333334
2247,2020,8.438,14.5,0.5819310344827586
2247,2019,7.5,,
2250,2022,3.222,3.54,0.9101694915254237
2250,2021,3.0,6.06,0.4950495049504951
3346,2022,0.62,0.3,2.066666666666667
3346,2021,0.153,1.03,0.14854368932038833
3346,2019,1.496,,
4551,2022,5.0,12.2,0.4098360655737705
4551,2021,4.0,10.47,0.38204393505253104
4551,2020,1.869,7.19,0.2599443671766342
4551,2019,3.1,,
4557,2022,4.5,12.11,0.3715937241948803
4557,2021,3.5,5.16,0.6782945736434108
4557,2020,5.0,3.61,1.3850415512465375
4557,2019,5.0,,
4581,2022,1.5,3.34,0.44910179640718567
4581,2021,2.0,2.38,0.8403361344537815
4581,2020,3.0,2.06,1.4563106796116505
6288,2022,0.4,0.09,4.444444444444445
6288,2021,0.7,0.06,11.666666666666666
6288,2020,0.782,0.85,0.92
6288,2019,0.55,,
6605,2022,3.0,10.86,0.27624309392265195
6605,2021,1.4,6.85,0.20437956204379562
6605,2020,1.5,3.56,0.42134831460674155
6605,2019,2.3,,
2302,2022,0.601,1.06,0.5669811320754716
2302,2021,0.301,0.51,0.5901960784313726
2303,2022,3.0,7.09,0.4231311706629055
2303,2021,1.6,4.57,0.350109409190372
2303,2020,0.804,2.42,0.3322314049586777
2303,2019,0.59,,
2329,2022,1.0,2.02,0.49504950495049505
2329,2020,0.15,-0.48,-0.3125
2330,2023,5.5,39.36000000000001,0.13973577235772355
2330,2022,11.0,39.2,0.28061224489795916
2330,2021,10.5,23.01,0.45632333767926986
2330,2020,10.0,19.97,0.5007511266900351
2330,2019,12.5,,
2337,2022,1.8,4.85,0.3711340206185567
2337,2021,1.2,6.48,0.18518518518518517
2337,2020,1.189,2.9,0.41000000000000003
2337,2019,1.2,,
2338,2022,2.0,3.37,0.5934718100890207
2338,2021,1.5,5.46,0.27472527472527475
2338,2020,1.0,3.34,0.29940119760479045
2338,2019,0.834,,
2340,2022,3.0,0.82,3.658536585365854
2340,2021,1.393,2.11,0.6601895734597157
2340,2019,0.5,,
2342,2023,1.0,2.38,0.42016806722689076
2342,2022,0.5,3.53,0.141643059490085
2342,2021,0.5,1.58,0.3164556962025316
2342,2019,0.27,,
2344,2022,1.0,3.25,0.3076923076923077
2344,2021,0.2,3.42,0.058479532163742694
2344,2020,0.1,0.33,0.30303030303030304
2344,2019,1.0,,
2351,2022,3.0,5.16,0.5813953488372093
2351,2021,1.8,4.68,0.38461538461538464
2351,2020,1.8,1.92,0.9375000000000001
2351,2019,2.8,,
2363,2022,1.8,0.65,2.769230769230769
2363,2021,1.6,0.29,5.517241379310345
2363,2020,1.735,-0.47,-3.691489361702128
2369,2022,1.289,0.56,2.301785714285714
2369,2019,0.2,,
2379,2022,27.0,31.62,0.8538899430740038
2379,2021,14.0,33.0,0.42424242424242425
2379,2020,11.0,17.24,0.6380510440835268
2379,2019,7.0,,
2388,2022,1.0,-0.17,-5.88235294117647
2388,2021,0.8,8.01,0.09987515605493134
2401,2022,2.0,0.37,5.405405405405405
2401,2021,0.526,2.01,0.26169154228855723
2401,2020,0.3,0.55,0.5454545454545454
2401,2019,0.36,,
2408,2022,3.703,4.72,0.7845338983050848
2408,2021,1.297,7.4,0.17527027027027026
2408,2020,1.497,2.51,0.5964143426294821
2408,2019,7.11,,
2436,2022,3.0,0.83,3.6144578313253013
2436,2021,1.6,4.25,0.3764705882352941
2436,2020,1.5,1.94,0.7731958762886598
2436,2019,1.0,,
2441,2022,5.0,5.55,0.9009009009009009
2441,2021,3.1,8.09,0.3831891223733004
2441,2020,2.3,4.68,0.49145299145299143
2441,2019,2.7,,
2449,2022,3.0,5.59,0.5366726296958855
2449,2021,2.0,4.23,0.47281323877068554
2449,2020,1.8,2.97,0.6060606060606061
2449,2019,1.35,,
2451,2022,6.0,5.72,1.048951048951049
2451,2021,3.05,5.9,0.5169491525423728
2451,2020,4.5,2.79,1.6129032258064515
2451,2019,5.0,,
2454,2022,73.0,74.59,0.9786834696339991
2454,2021,37.0,70.56,0.5243764172335601
2454,2020,10.5,26.01,0.40369088811995385
2454,2019,9.0,,
2458,2023,3.069,5.83,0.5264150943396226
2458,2022,13.81,7.56,1.826719576719577
2458,2021,9.0,17.64,0.5102040816326531
2458,2020,6.5,11.14,0.5834829443447037
2458,2019,5.0,,
2481,2022,3.0,4.6,0.6521739130434783
2481,2021,1.5,5.66,0.26501766784452296
2481,2020,1.052,2.7,0.3896296296296296
2481,2019,0.5,,
3006,2022,8.0,3.71,2.1563342318059298
3006,2021,2.0,17.76,0.1126126126126126
3006,2020,1.0,3.85,0.2597402597402597
3006,2019,1.5,,
3014,2023,6.0,7.17,0.8368200836820083
3014,2022,9.0,7.56,1.1904761904761905
3014,2021,6.0,11.21,0.535236396074933
3014,2020,3.3,5.83,0.5660377358490566
3014,2019,2.7,,
3016,2022,1.185,2.38,0.4978991596638656
3016,2021,0.25,1.35,0.18518518518518517
3016,2020,0.247,0.09,2.7444444444444445
3016,2019,1.0,,
3034,2022,51.5,45.96,1.1205395996518712
3034,2021,15.6,63.87,0.244246124941287
3034,2020,10.5,19.42,0.5406797116374871
3034,2019,8.8,,
3035,2023,5.0,9.2,0.5434782608695653
3035,2022,3.3,9.88,0.33400809716599184
3035,2021,1.0,4.65,0.2150537634408602
3035,2020,1.1,1.08,1.0185185185185186
3035,2019,0.8,,
3094,2022,0.989,0.84,1.1773809523809524
3094,2021,0.8,0.85,0.9411764705882354
3094,2020,0.824,0.41,2.0097560975609756
3094,2019,0.8,,
3189,2022,4.5,15.47,0.29088558500323203
3189,2021,1.0,8.56,0.11682242990654206
3189,2020,1.0,1.21,0.8264462809917356
3189,2019,1.499,,
3257,2023,1.0,0.9500000000000001,1.0526315789473684
3257,2022,5.0,1.41,3.546099290780142
3257,2021,4.0,5.03,0.7952286282306162
3257,2020,2.918,3.34,0.8736526946107785
3257,2019,4.0,,
3413,2022,8.692,24.64,0.3527597402597403
3413,2021,6.983,17.01,0.4105232216343327
3413,2020,3.999,14.91,0.2682092555331992
3413,2019,7.0,,
3443,2023,14.0,30.590000000000003,0.45766590389016015
3443,2022,7.0,27.69,0.2527988443481401
3443,2021,5.0,10.9,0.4587155963302752
3443,2020,5.0,6.34,0.7886435331230284
3443,2019,5.0,,
3450,2022,1.8,1.32,1.3636363636363635
3450,2021,1.4,2.55,0.5490196078431373
3450,2020,1.0,1.65,0.6060606060606061
3450,2019,3.0,,
3530,2022,3.499,1.59,2.20062893081761
3530,2021,2.8,9.61,0.29136316337148804
3530,2020,2.0,3.65,0.547945205479452
3530,2019,1.999,,
3532,2022,2.22,12.43,0.17860016090104588
3532,2021,2.15,3.64,0.5906593406593406
3532,2020,3.5,3.37,1.0385756676557862
3532,2019,9.0,,
3545,2022,15.84,-9.39,-1.6869009584664536
3545,2021,3.232,30.23,0.10691366192523984
3545,2020,0.503,3.97,0.12670025188916875
3545,2019,0.52,,
3583,2023,3.6,7.380000000000001,0.4878048780487804
3583,2022,2.5,7.08,0.3531073446327684
3583,2021,1.85,5.23,0.3537284894837476
3583,2020,2.0,3.8,0.5263157894736842
3583,2019,2.5,,
3588,2022,4.002,2.74,1.4605839416058393
3588,2021,1.599,6.37,0.2510204081632653
3588,2020,1.0,1.3,0.7692307692307692
3588,2019,0.75,,
3592,2022,45.0,51.23,0.8783915674409526
3592,2021,10.5,65.09,0.16131510216623135
3592,2020,8.0,13.12,0.6097560975609756
3592,2019,7.0,,
3661,2022,11.35,25.69,0.4418061502530167
3661,2021,6.689,21.34,0.3134489222118088
3661,2020,3.451,13.61,0.2535635562086701
3661,2019,1.53,,
3711,2022,6.996,14.53,0.48148657949070894
3711,2021,4.191,14.84,0.2824123989218329
3711,2020,1.998,6.47,0.3088098918083462
3711,2019,2.499,,
4919,2022,5.0,10.06,0.49701789264413515
4919,2021,0.758,7.27,0.10426409903713893
4919,2020,1.2,1.81,0.6629834254143646
4919,2019,2.5,,
4952,2022,5.4,5.32,1.0150375939849625
4952,2021,2.4,6.05,0.39669421487603307
4952,2020,1.8,2.59,0.694980694980695
4952,2019,2.5,,
4961,2022,17.0,16.49,1.0309278350515465
4961,2021,2.5,33.83,0.07389890629618683
4961,2020,1.001,4.07,0.2459459459459459
4961,2019,1.301,,
4967,2021,0.862,-1.02,-0.8450980392156863
4967,2020,0.928,2.06,0.4504854368932039
4967,2019,2.0,,
4968,2022,3.5,0.62,5.645161290322581
4968,2021,8.0,5.26,1.5209125475285172
4968,2020,1.902,13.82,0.13762662807525325
4968,2019,1.492,,
5222,2023,4.0,3.53,1.13314447592068
5222,2022,3.5,3.71,0.9433962264150944
5222,2021,6.2,4.04,1.5346534653465347
5222,2020,3.0,4.42,0.6787330316742082
5222,2019,1.0,,
5269,2022,26.0,37.86,0.6867406233491812
5269,2021,24.0,46.23,0.5191434133679429
5269,2020,11.97,44.16,0.2710597826086957
5269,2019,12.0,,
5285,2022,4.0,4.08,0.9803921568627451
5285,2021,2.412,4.82,0.5004149377593361
5285,2020,2.46,1.37,1.7956204379562042
5285,2019,3.538,,
5471,2022,7.0,3.45,2.0289855072463765
5471,2021,5.7,8.71,0.6544202066590126
5471,2020,2.1,6.11,0.3436988543371522
5471,2019,2.08,,
6202,2022,8.123,4.89,1.6611451942740285
6202,2021,4.56,9.04,0.504424778761062
6202,2020,4.05,4.56,0.8881578947368421
6202,2019,4.7,,
6239,2022,6.8,11.6,0.5862068965517241
6239,2021,5.0,11.54,0.43327556325823224
6239,2020,4.5,8.6,0.5232558139534884
6239,2019,4.8,,
6243,2022,1.174,1.74,0.6747126436781609
6257,2022,4.13,6.68,0.6182634730538922
6257,2021,2.866,6.25,0.45856
6257,2020,2.197,4.22,0.5206161137440759
6257,2019,2.06,,
6271,2022,9.0,17.98,0.5005561735261401
6271,2021,5.5,15.49,0.355067785668173
6271,2020,2.445,7.88,0.3102791878172589
6271,2019,6.0,,
6415,2023,4.494,-0.21999999999999886,-20.427272727272832
6415,2022,17.98,15.95,1.1272727272727274
6415,2021,10.46,61.51,0.17005364981303855
6415,2020,7.475,35.72,0.20926651735722285
6415,2019,6.524,,
6451,2022,2.56,1.92,1.3333333333333335
6451,2021,4.096,3.77,1.0864721485411142
6451,2020,3.669,6.88,0.5332848837209302
6451,2019,2.333,,
6515,2022,10.98,32.22,0.34078212290502796
6515,2021,12.98,14.46,0.8976486860304288
6515,2020,12.0,17.42,0.6888633754305395
6525,2022,5.5,7.21,0.7628294036061026
6525,2021,4.5,6.65,0.6766917293233082
6525,2020,3.5,5.31,0.6591337099811676
6525,2019,5.0,,
6531,2022,5.996,12.09,0.4959470636889992
6531,2021,4.999,13.67,0.3656912948061448
6531,2020,0.997,11.0,0.09063636363636364
6531,2019,0.51,,
6533,2022,2.849,7.03,0.4052631578947369
6533,2021,0.742,3.59,0.20668523676880224
6533,2020,0.34,0.82,0.41463414634146345
6533,2019,0.697,,
6552,2022,2.0,0.88,2.272727272727273
6552,2021,1.5,3.91,0.3836317135549872
6552,2020,2.0,1.57,1.2738853503184713
6552,2019,2.0,,
6573,2019,0.5,,
6719,2022,7.495,14.85,0.5047138047138048
6719,2021,1.499,15.75,0.09517460317460318
6756,2023,7.489,6.550000000000001,1.143358778625954
6756,2022,10.99,10.56,1.040719696969697
6756,2021,4.5,13.04,0.3450920245398773
6756,2020,3.3,5.29,0.6238185255198487
6770,2023,0.3,3.9999999999999996,0.07500000000000001
6770,2022,1.911,5.8,0.32948275862068965
6770,2021,1.141,4.92,0.23191056910569105
6789,2022,1.865,5.8,0.32155172413793104
6789,2021,1.987,7.41,0.2681511470985155
6799,2022,2.728,7.58,0.3598944591029024
6799,2021,0.5,7.51,0.06657789613848203
8016,2022,32.0,30.1,1.0631229235880397
8016,2021,7.5,50.03,0.14991005396761942
8016,2020,6.5,11.53,0.5637467476149176
8016,2019,5.0,,
8028,2023,1.8,2.09,0.861244019138756
8028,2022,1.4,2.17,0.6451612903225806
8028,2021,1.2,1.68,0.7142857142857143
8028,2020,2.0,1.02,1.9607843137254901
8028,2019,1.6,,
8081,2022,16.0,22.46,0.7123775601068566
8081,2021,9.5,25.45,0.37328094302554027
8081,2020,7.5,12.24,0.6127450980392157
8081,2019,5.0,,
8110,2022,0.13,0.5,0.26
8110,2021,0.2,0.43,0.4651162790697675
8110,2019,0.3,,
8131,2022,2.5,4.65,0.5376344086021505
8131,2021,2.3,3.52,0.6534090909090908
8131,2020,2.2,3.17,0.6940063091482651
8131,2019,2.5,,
8150,2023,2.3,3.24,0.7098765432098765
8150,2022,4.3,4.64,0.9267241379310345
8150,2021,2.2,6.96,0.3160919540229885
8150,2020,1.8,3.26,0.5521472392638037
8150,2019,1.2,,
8261,2022,6.0,8.83,0.6795016987542469
8261,2021,1.0,8.03,0.12453300124533002
8261,2020,0.5,2.44,0.20491803278688525
8261,2019,1.0,,
8271,2022,2.89,5.23,0.5525812619502868
8271,2021,2.02,4.81,0.41995841995842
