code,content,date
大江,大江2月營收5.61億元年增15.77% 1—2月達12.23億元,2023-03-05
和鑫,和鑫2月營收1.07億元年減41.76% 1—2月達1.93億元,2023-03-05
和康生,和康生2月營收0.42億元年增3.45% 1—2月達0.85億元,2023-03-05
愛普*,愛普*2月營收2.40億元年減50.27% 1—2月達4.42億元,2023-03-05
鴻海,鴻海2月營收4020.35億元年減11.65% 1—2月達10623.99億元,2023-03-05
藥華藥,藥華藥2月營收3.08億元年增459.07% 1—2月達5.40億元,2023-03-05
聯茂,聯茂2月營收20.63億元年減14.59% 1—2月達40.20億元,2023-03-05
順達,順達2月營收10.92億元年減21.8% 1—2月達22.96億元,2023-03-05
圓展,圓展2月營收1.74億元年減20.51% 1—2月達3.04億元,2023-03-05
圓剛,圓剛2月營收2.27億元年減23.24% 1—2月達4.12億元,2023-03-05
大立光,大立光2月營收25.65億元年減2.11% 1—2月達58.22億元,2023-03-05
