code,content,date
合正,合正:本公司因有重大訊息待公布，經櫃買中心同意，自112年2月20日起暫停交易。,2023-02-17
長榮鋼,長榮鋼:公告本公司審計委員會及薪資報酬委員會委員辭職,2023-02-17
長榮鋼,長榮鋼:公告本公司法人董事及獨立董事辭職暨董事變動達三分之一以上,2023-02-17
原相,原相:公告本公司董事會決議召開112年股東常會日期及相關事宜,2023-02-17
原相,原相:公告董事會決議擬發行限制員工權利新股案,2023-02-17
原相,原相:公告本公司董事會通過一一一年度合併財務報告,2023-02-17
翔名,翔名:本公司以股份轉換方式取得芝和精密股份有限公司100%股份，增資新股權利證書劃撥暨上櫃日期公告(變更股份轉換基準日),2023-02-17
沛波,沛波:公告沛波鋼鐵股份有限公司國內第四次無擔保轉(交)換公司債(簡稱：沛波四，代碼：62484)停止受理轉交換等相關事項。,2023-02-17
大詠城,大詠城:公告大詠城機械股份有限公司國內第一次無擔保轉(交)換公司債(簡稱：大詠城一，代碼：45381)停止受理轉交換等相關事項。,2023-02-17
長榮航,長榮航:公告長榮航空股份有限公司國內第五次無擔保轉(交)換公司債(簡稱：長榮航五，代碼：26185)停止受理轉交換等相關事項。,2023-02-17
華新,華新:本公司自辦法人說明會說明111年度第四季財務報告相關資訊,2023-02-17
富邦媒,富邦媒:董事會決議召開112年股東常會相關事宜公告(召開方式：視訊輔助股東會),2023-02-17
富邦媒,富邦媒:公告本公司董事會通過111年度合併財務報告,2023-02-17
兆勁,兆勁:更正公告本公司董事會決議召開112年股東常會相關事宜(更正日期),2023-02-17
光頡,光頡:公告本公司因會計師事務所內部輪調更換會計師,2023-02-17
桓鼎-KY,桓鼎-KY:公告本公司中華民國境內第四次無擔保轉換公司債收足債款,2023-02-17
光頡,光頡:公告本公司董事會決議股利分派,2023-02-17
光頡,光頡:公告本公司董事會通過111年度合併財務報告,2023-02-17
光頡,光頡:公告本公司董事會決議召開112年股東常會相關事宜。,2023-02-17
昶虹,昶虹:本公司法人董事代表人改派,2023-02-17
開發金,開發金:中華開發金控代子公司開發資本所屬之CI I公告董事會決議增加投資私募股權基金GO Fund 權益,2023-02-17
帆宣,帆宣:董事會決議股利分派,2023-02-17
明基材,明基材:代子公司衛普實業股份有限公司依公開發行公司資金貸與及背書保證處理準則第二十二條第一項第二款公告,2023-02-17
瑞耘,瑞耘:公告瑞耘科技股份有限公司第一次有擔保轉換公司債(簡稱：瑞耘一，代碼：65321)到期暨終止櫃檯買賣事宜,2023-02-17
長華*,長華*:公告本公司發行國內第五次無擔保轉換公司債相關事宜(補充代收款項之銀行名稱地址),2023-02-17
雄獅,雄獅:雄獅旅行社股份有限公司（公司代號：2731）112年現金增資股款繳納憑證上市開始買賣日期。,2023-02-17
新纖,新纖:公告本公司發言人異動,2023-02-17
欣陸,欣陸:公告本公司取得使用權資產,2023-02-17
永信,永信:代重要子公司永鴻國際生技(股)公司公告設置第一屆薪酬委員會,2023-02-17
永信,永信:代重要子公司永鴻國際生技(股)公司公告設置第一屆審計委員會,2023-02-17
永信,永信:代重要子公司永鴻國際生技(股)公司公告2023年第一次股東臨時會通過解除新任董事競業禁止限制案,2023-02-17
永信,永信:代重要子公司永鴻國際生技(股)公司公告2023年第一次股東臨時會全面改選董事(含獨立董事)名單暨董事變動達三分之一,2023-02-17
永信,永信:代重要子公司永鴻國際生技(股)公司公告2023年第一次股東臨時會重要決議事項,2023-02-17
國泰金,國泰金:公告本公司受邀參加摩根大通證券舉辦之投資人會議,2023-02-17
國巨,國巨:代子公司信源電子製品(昆山)有限公司公告處分理財商品,2023-02-17
鴻碩,鴻碩:本公司簽訂購買土地意向書,2023-02-17
杰力,杰力:董事會決議通過召開112年股東常會公告,2023-02-17
逸達,逸達:本公司臨床開發資深副總經理異動,2023-02-17
寶一,寶一:公布本公司董事會決議不分派股利,2023-02-17
寶一,寶一:公告本公司董事會決議召開112年股東常會相關事宜,2023-02-17
寶一,寶一:公告本公司董事會通過111年第四季財務報告,2023-02-17
雄獅,雄獅:公告本公司111年現金增資收足股款暨增資基準日,2023-02-17
帆宣,帆宣:公告本公司董事會通過民國111年度員工酬勞及董事酬勞金額及發放方式,2023-02-17
帆宣,帆宣:公告本公司董事會決議召開民國一一二年度股東常會,2023-02-17
嘉聯益,嘉聯益:代重要子公司嘉聯益電子(昆山)有限公司公告以公開競標方式取得新世紀光電(昆山)有限公司100%股權,2023-02-17
聯嘉,聯嘉:更正公告(更正年度)-本公司發行國內第三次無擔保轉換公司債相關事宜,2023-02-17
瑞耘,瑞耘:公告瑞耘股份有限公司第一次有擔保轉換公司債(簡稱：瑞耘一，代碼：65321)因於112年03月18日到期暨訂於112年03月20日終止櫃檯買賣等相關事宜。,2023-02-17
聯嘉,聯嘉:聯嘉光電股份有限公司（公司代號：6288）國內 第 3 次 無擔保轉換公司債首次轉換之普通股股票上市買賣日期。,2023-02-17
神腦,神腦:本公司現金股利發放公告,2023-02-17
環球晶,環球晶:本公司受邀參加 J.P. Morgan Taiwan CEO-CFO Conference,2023-02-17
富邦金,富邦金:富邦金控參加J.P. Morgan Taiwan CEO-CFO Conference 2023,2023-02-17
長華*,長華*:公告本公司國內第五次無擔保轉換公司債代收價款行庫及存儲專戶行庫,2023-02-17
大立光,大立光:公告本公司受邀參加摩根大通證券舉辦之法人說明會,2023-02-17
新日興,新日興:本公司受邀參加元富證券舉辦之「2023年台股企業日」，就公司營運概況等說明,2023-02-17
第一金,第一金:代子公司第一金投信公告111年度盈餘分派,2023-02-17
臻鼎-KY,臻鼎-KY:代子公司慶鼎精密電子(淮安)有限公司公告取得機器設備,2023-02-17
沛波,沛波:公告本公司董事會決議通過取得使用權資產,2023-02-17
沛波,沛波:公告本公司董事會決議召開112年股東常會事宜,2023-02-17
厚生,厚生:補充說明111年12月23日代美國子公司FRG US Corp.公告投資Trimosa Holdings LLC公告。,2023-02-17
晉倫,晉倫:本公司董事會決議召開一一二年股東常會相關事宜公告,2023-02-17
世豐,世豐:公告世豐螺絲股份有限公司國內第二次無擔保轉(交)換公司債轉(交)換公司債(簡稱：世豐二，代碼：20652)換發之普通股股票開始櫃檯買賣日期。,2023-02-17
厚生,厚生:補充說明111年12月23日公告本公司增資子公司FRG US Corp.。,2023-02-17
中裕,中裕:公告本公司董事會決議召開民國一一二年度股東常會,2023-02-17
中裕,中裕:公告本公司董事會通過111年度合併財務報告,2023-02-17
東元,東元:公告本公司舉辦111年第四季中文法人說明會,2023-02-17
材料-KY,材料-KY:代重要子公司慈嚴生活科技有限公司公告董事會決議分派股利,2023-02-17
材料-KY,材料-KY:公告本公司內部稽核主管及代理發言人異動,2023-02-17
華建,華建:公告本公司取得桃園市龜山區樂捷段土地,2023-02-17
神腦,神腦:公告本公司董事會決議除息基準日,2023-02-17
東元,東元:公告董事會決議召開112年股東常會相關事宜,2023-02-17
神腦,神腦:董事會決議股利分派,2023-02-17
神腦,神腦:公告本公司提報董事會通過110年度合併財務報告,2023-02-17
神腦,神腦:公告本公司董事會決議召開112年股東常會事宜,2023-02-17
神腦,神腦:公告取得、處分中華電信股份有限公司部分退租修改使用權資產(補充111/12/16公告),2023-02-17
雄獅,雄獅:雄獅旅行社股份有限公司（公司代號：2731）111年現金增資股款繳納憑證上市開始買賣日期。,2023-02-17
鴻碩,鴻碩:公告本公司111年度現金增資發行新股相關事項(補充公告每股發行價格及代收和存儲款項機構),2023-02-17
雄獅,雄獅:公告本公司111年現金增資發行新股股款繳納憑證劃撥暨上市日期,2023-02-17
光寶科,光寶科:代子公司LTC GROUP LTD.公告 處分VIZIO HOLDING CORP.普通股股票,2023-02-17
金麗-KY,金麗-KY:董事會決議召開112年股東常會,2023-02-17
東典,東典:公告本公司董事會決議召開112年股東常會相關事宜,2023-02-17
晟德,晟德:更正本公司111年第一季、第二季及第三季合併財務報告及iXBRL申報綜合損益表重分類及其相關附註資訊,2023-02-17
兆豐金,兆豐金:代本公司之子公司兆豐國際商業銀行股份有限公司公告其董事會通過對財團法人兆豐國際商業銀行文教基金會之捐贈案,2023-02-17
兆豐金,兆豐金:代本公司之子公司兆豐國際商業銀行股份有限公司公告其董事會通過對財團法人兆豐慈善基金會之捐贈案,2023-02-17
瑞耘,瑞耘:公告本公司國內第一次有擔保轉換公司債到期還本暨終止上櫃事宜,2023-02-17
永豐餘,"永豐餘:代子公司Arizon RFID Technology (Cayman) Co., Ltd.公告召開上市前業績發表會",2023-02-17
鴻碩,鴻碩:公告本公司訂定111年現金增資認股基準日等相關事宜(補充公告每股發行價格及代收和存儲款項機構),2023-02-17
天鈺,天鈺:公告本公司111年第四季法人說明會將於112年3月3日召開,2023-02-17
台表科,台表科:本公司董事會決議投資設立越南子公司,2023-02-17
佳穎,佳穎:公告本公司112年1月份自結合併財務報告之負債比率、流動比率及速動比率,2023-02-17
三圓,三圓:公告本公司112年01月份自結合併財務報告之流動比率、速動比率及負債比率,2023-02-17
聯茂,"聯茂:本公司受邀參加摩根大通舉辦之""Taiwan CEO-CFO Conference""",2023-02-17
德微,德微:代重要子公司亞昕科技公告董事會決議發放111年度現金股利,2023-02-17
勤誠,勤誠:本公司受邀參加統一證券舉辦之2023Q1春季投資論壇,2023-02-17
勤誠,勤誠:本公司受邀參加台新證券舉辦之2023年第一季全球投資論壇,2023-02-17
成霖,成霖:本公司111年現金增資發行新股公告(補充公告發行價格暨代收股款及存儲專戶銀行相關資訊),2023-02-17
大華,大華:公告本公司內部稽核主管異動,2023-02-17
穩懋,穩懋:公告本公司 3月受邀參加券商舉辦之法人說明會相關資訊,2023-02-17
穩懋,穩懋:公告本公司 2月受邀參加券商舉辦之法人說明會相關資訊,2023-02-17
譜瑞-KY,譜瑞-KY:公告本公司調整配息率，調整後現金股利每股配發新台幣21.79115352元,2023-02-17
成霖,成霖:公告本公司現金增資認股基準日相關事宜(補充公告發行價格、代收股款銀行、及存儲專戶銀行),2023-02-17
元大金,元大金:元大金控代子公司元大證券越南補充公告內部稽核主管異動案,2023-02-17
皇將,皇將:公告皇將科技股份有限公司國內第二次有擔保轉(交)換公司債(簡稱：皇將二，代碼：47442)轉交換作業開始之轉交換日期等相關事項。,2023-02-17
崇越電,崇越電:公告崇越電通股份有限公司國內第&#12032;次無擔保轉(交)換公司債(簡稱：崇越電&#12032;，代碼：33881)換發之普通股股票開始櫃檯買賣日期。,2023-02-17
永冠-KY,永冠-KY:永冠能源科技集團有限公司中華民國境內第四次無擔保轉換公司債發行暨上櫃公告,2023-02-17
永冠-KY,永冠-KY:公告本公司中華民國境內第四次無擔保轉換公司債核准上櫃,2023-02-17
邦泰,邦泰1月營收0.64億元年減30.45% 1—1月達0.64億元,2023-02-17
通訊-KY,通訊-KY1月營收0.01億元年增19.22% 1—1月達0.01億元,2023-02-17
凱撒衛,凱撒衛1月營收1.26億元年減41.6% 1—1月達1.26億元,2023-02-17
