代碼,商品,新聞內容,日期
3665,貿聯-KY,貿聯-KY:代子公司EA Cable Assemblies GmbH公告對子公司BizLink Industry Germany GmbH增資,2023-03-30
3665,貿聯-KY,貿聯-KY:董事會決議股利分派,2023-03-30
2406,國碩,國碩:公告本公司董事會決議通過111年度合併財務報告,2023-03-30
3625,西勝,西勝:公告本公司董事會決議不分派股利,2023-03-30
6264,富裔,富裔:公告本公司董事會決議不分派股利,2023-03-30
4943,康控-KY,康控-KY:代子公司公告處分不動產、廠房及土地，並以售後租回取得使用權資產(更改使用權資產租賃期間),2023-03-30
2406,國碩,國碩:公告本公司董事會決議不發放股利,2023-03-30
3665,貿聯-KY,貿聯-KY:代重要子公司SPEEDY INDUSTRIAL SUPPLIES PTE LTD公告董事會決議分配現金股利,2023-03-30
2406,國碩,國碩:公告本公司董事會決議召開112年股東常會相關事宜,2023-03-30
6264,富裔,富裔:公告本公司董事會決議112年股東會召開相關事宜,2023-03-30
6461,益得,益得:本公司收回已發行之限制員工權利新股註銷減資變更登記完成公告,2023-03-30
6264,富裔,富裔:公告本公司董事會通過111年度合併財務報告,2023-03-30
3665,貿聯-KY,貿聯-KY:公告本公司董事會決議召開112年(2023年)股東常會相關事宜,2023-03-30
3625,西勝,西勝:公告本公司發言人及財務主管異動,2023-03-30
3625,西勝,西勝:公告本公司111年度累積虧損達實收資本額二分之一,2023-03-30
3625,西勝,西勝:公告本公司董事會通過111年度合併財務報告,2023-03-30
3665,貿聯-KY,貿聯-KY:公告本公司董事會通過111年度董事及員工酬勞,2023-03-30
3625,西勝,西勝:公告本公司連任三屆獨立董事繼續提名擔任獨立董事之理由,2023-03-30
3625,西勝,西勝:公告本公司董事會決議召開112年股東常會事宜,2023-03-30
2239,英利-KY,英利-KY:本公司依「公開發行公司資金貸與及背書保證處理準則」第二十五條第一項第三款規定公告,2023-03-30
2239,英利-KY,英利-KY:本公司依「公開發行公司資金貸與及背書保證處理準則」第二十五條第一項第四款規定公告,2023-03-30
2239,英利-KY,英利-KY:公告本公司董事會決議股利分派,2023-03-30
3089,億杰,億杰:代子公司江蘇遠昇光電股份有限公司公告擬出售土地使用權及廠房,2023-03-30
1471,首利,首利:公告本公司處分重要子公司降低持股比例達10%以上之公告【更正及補充說明本公司111/5/31、6/9及11/30之重訊公告】,2023-03-30
2239,英利-KY,英利-KY:代重要子公司長春英利汽車工業股份有限公司公告董事會決議召開2022年度股東大會事宜,2023-03-30
2239,英利-KY,英利-KY:代重要子公司長春英利汽車工業股份有限公司公告董事會決議不發放股利,2023-03-30
2239,英利-KY,英利-KY:公告本公司董事會決議召開112年股東常會相關事宜,2023-03-30
2239,英利-KY,英利-KY:公告本公司111年度合併財務報告提報董事會,2023-03-30
2239,英利-KY,英利-KY:代子公司長春英利汽車工業股份有限公司公告董事會通過2022年度合併財務報告,2023-03-30
8069,元太,"元太:代子公司Hydis Technologies Co.,Ltd公告112年股東常會重要決議事項",2023-03-30
1471,首利,首利:代子公司Premier Action Trading Ltd.公告處分大陸地區投資事業股權【更正及補充說明本公司111/5/31、6/9及11/30之重訊公告】,2023-03-30
1471,首利,首利:董事會決議股利分派情形,2023-03-30
1471,首利,首利:公告本公司董事會決議召開112年股東常會,2023-03-30
1471,首利,首利:公告本公司董事會通過111年度合併財務報告,2023-03-30
8492,兔將,兔將:公告本公司累積虧損達實收資本額二分之一,2023-03-30
8492,兔將,兔將:公告本公司董事會通過財務暨會計主管任命案,2023-03-30
8492,兔將,兔將:公告本公司董事會決議召開112年股東常會,2023-03-30
8171,天宇,天宇:本公司董事會決議辦理私募現金增資發行普通股,2023-03-30
3176,基亞,基亞:公告本公司董事會通過111年度合併財務報告,2023-03-30
3176,基亞,基亞:公告本公司董事會決議不發股利,2023-03-30
2406,國碩,國碩:補充公告本公司擬購置新竹縣新埔鎮土地案,2023-03-30
3432,台端,台端:本公司因有重大訊息待公布，經證交所同意自112年03月31日起暫停交易,2023-03-30
4154,樂威科-KY,樂威科-KY:本公司董事會決議不分派股利,2023-03-30
6285,啟碁,啟碁:公告本公司國內第三次無擔保轉換公司債112年1月1日至2月28日轉換普通股情形,2023-03-30
8171,天宇,天宇:公告本公司董事會決議辦理現金增資發行新股,2023-03-30
8171,天宇,天宇:公告本公司董事會決議增列111年股東常會召集事由,2023-03-30
5202,力新,力新:代子公司The Alchemy Asia Holdings Limited公告辦理減資變更登記完成,2023-03-30
3260,威剛,威剛:公告本公司112年2月底自結合併財務比率之負債、流動、速動等比率,2023-03-30
8916,光隆,光隆:光隆實業股份有限公司（公司代號：8916）員工認股權憑證111年第4季行使所發行之普通股股票已上櫃股數。,2023-03-30
6416,瑞祺電通,瑞祺電通:瑞祺電通股份有限公司（公司代號：6416）112年第1季轉換普通股股票已上市股數。,2023-03-30
1605,華新,華新:公告募集及交付本公司112年度第1次無擔保普通公司債,2023-03-30
2881,富邦金,富邦金:富邦金控代子公司日盛證券公告111年度現金股利發放事宜,2023-03-30
4154,樂威科-KY,樂威科-KY:公告召開本公司112年股東會,2023-03-30
4961,天鈺,天鈺:代重要子公司深圳天德鈺科技股份有限公司公告董事會決議召開2022年度股東會相關事宜,2023-03-30
4961,天鈺,天鈺:代重要子公司深圳天德鈺科技股份有限公司公告董事會決議更換會計師事務所及簽證會計師,2023-03-30
4961,天鈺,天鈺:代重要子公司深圳天德鈺科技股份有限公司公告董事會決議不分派股利,2023-03-30
4154,樂威科-KY,樂威科-KY:本公司之子公司資金貸與金額，達公開發行公司資金貸與及背書保證處理準則第二十二條第一項第三款,2023-03-30
6464,台數科,台數科:更新公告本公司董事會通過111年度合併財務報告,2023-03-30
9914,美利達,美利達:董事會決議股利分派,2023-03-30
2886,兆豐金,兆豐金:代本公司之子公司兆豐證券(股)公司公告法務部調查局今日上午搜索永和分公司前員工辦公處所,2023-03-30
4154,樂威科-KY,樂威科-KY:代重要子公司樂威科技股份有限公司公告自然人監察人異動,2023-03-30
4154,樂威科-KY,樂威科-KY:代重要子公司樂威科技股份有限公司公告董事長異動,2023-03-30
3085,新零售,新零售:更正本公司111年度合併財報XBRL申報資訊-會計師查核報告類型(事實發生日),2023-03-30
8077,洛碁,洛碁:112年02月份自行結算合併財務報表之流動比率、速動比率及負債比率。,2023-03-30
4154,樂威科-KY,樂威科-KY:代重要子公司樂威科技股份有限公司公告法人董事代表人異動及三分之一以上董事發生變動,2023-03-30
6414,樺漢,樺漢:公告本公司董事會決議召開112年股東常會事宜(二階段公告),2023-03-30
3085,新零售,新零售:更正本公司111年度合併財報XBRL申報資訊-會計師查核報告類型,2023-03-30
6414,樺漢,樺漢:公告本公司董事會決議通過111年度董事酬勞及員工酬勞,2023-03-30
6414,樺漢,樺漢:公告本公司董事會決議解除經理人競業禁止之限制,2023-03-30
8436,大江,大江:公告本公司董事會決議召開2023年股東常會事宜,2023-03-30
6414,樺漢,樺漢:公告本公司配合安侯建業聯合會計師事務所內部職務調整，自民國112年第一季起變更簽證會計師。,2023-03-30
8436,大江,大江:公告本公司2022年度合併財務報告業經董事會決議通過,2023-03-30
2891,中信金,中信金:公告子公司中國信託證券投資信託(股)公司通過解除經理人競業禁止之限制案,2023-03-30
6133,金橋,金橋:公告本公司財務主管及會計主管異動,2023-03-30
3089,億杰,億杰:修正公告董事會決議召開112年股東常會事宜,2023-03-30
3089,億杰,億杰:本公司董事會決議辦理私募普通股相關事宜,2023-03-30
3089,億杰,億杰:公告本公司董事會決議經110年股東常會通過之私募案不再繼續辦理。,2023-03-30
3095,及成,及成:更正本公司111年度IFRS iXBRL合併綜合損益表的會計科目「綜合損益總額歸屬於母公司業主」誤植「綜合損益總額歸屬於共同控制下前手權益」,2023-03-30
3089,億杰,億杰:公告本公司董事會決議不分派股利,2023-03-30
4154,樂威科-KY,樂威科-KY:本公司董事會決議以私募方式發行普通股案,2023-03-30
3089,億杰,億杰:公告本公司董事會通過111年度合併財務報告,2023-03-30
3089,億杰,億杰:公告本公司因會計師事務所內部輪調更換會計師,2023-03-30
4154,樂威科-KY,樂威科-KY:公告本公司董事會決議變更歷次私募普通股之資金用途案,2023-03-30
2883,開發金,開發金:中華開發金控代子公司中國人壽公告董事會決議捐贈新臺幣壹仟參佰伍拾萬元予財團法人中華開發文教基金會,2023-03-30
3191,和進,和進:(更正-誤植會計師名字)公告本公司配合會計師事務所內部調整變更簽證會計師,2023-03-30
8042,金山電,金山電:代泰國子公司泰國金山電子工業(股)公司公告發生火災後續處理情形 (補充說明),2023-03-30
4306,炎洲,炎洲:本公司轉換公司債因受託銀行合併而變更,2023-03-30
8054,安國,安國:本公司110年第2次限制員工權利新股股票發放暨上櫃公告,2023-03-30
2540,愛山林,愛山林:本公司112年度現金增資發行新股繳納憑證劃撥暨上市日期公告,2023-03-30
5608,四維航,四維航:本公司董事會決議發行國內第六次有擔保轉換公司債,2023-03-30
5608,四維航,四維航:本公司現金增資子公司Dong Lien Maritime S.A. Panama,2023-03-30
5608,四維航,四維航:代子公司東連公告現金增資發行新股,2023-03-30
4154,樂威科-KY,樂威科-KY:本公司不繼續辦理前經111年6月24日股東會通過之私募現金增資發行普通股案。,2023-03-30
5608,四維航,四維航:公告本公司董事會決議通過現金增資發行新股,2023-03-30
3219,倚強科,倚強科:公告本公司董事會通過投資設立印度子公司案,2023-03-30
4154,樂威科-KY,樂威科-KY:公告本公司董事會通過111年合併財務報表,2023-03-30
6160,欣技,欣技:澄清理財周刊報導,2023-03-30
2812,台中銀,台中銀:公告台中銀租賃事業股份有限公司背書保證達中國人造纖維股份有限公司公告標準，依公開發行公司背書保證處理準則第25條第一項第二款規定辦理公告。,2023-03-30
1435,中福,中福:更正本公司111年度財報經會計師出具無法表示意見之查核報告中「其他事項-前期由其他會計師查核」之內容,2023-03-30
4155,訊映,訊映:公告本公司董事辭任,2023-03-30
4155,訊映,訊映:本公司董事會決議召開112年股東常會事宜(補充公告),2023-03-30
6195,詩肯,詩肯:公告本公司董事會通過111年合併財務報告,2023-03-30
4991,環宇-KY,環宇-KY:公告更正本公司2022年度合併財報附註揭露資訊,2023-03-30
6195,詩肯,詩肯:公告本公司董事會決議召開112年股東常會事宜,2023-03-30
3357,臺慶科,臺慶科:公告本公司公開收購鈺邦科技股份有限公司普通股，公開收購條件已成就，且應賣有價證券數量達預定收購最高數量,2023-03-30
5608,四維航,四維航:公告本公司董事會決議股利分派,2023-03-30
4943,康控-KY,康控-KY:公告本公司內部稽核主管異動,2023-03-30
5608,四維航,四維航:公告本公司董事會決議召開112年股東常會相關事宜(召開方式：視訊輔助股東會),2023-03-30
5301,寶得利,寶得利:公告本公司112年2月底自結合併財務報告之財務比率,2023-03-30
6195,詩肯,詩肯:董事會決議股利分派,2023-03-30
6103,合邦,合邦:公告112年2月份自結合併財務報告之負債比率、流動比率及速動比率。,2023-03-30
4943,康控-KY,康控-KY:本公司累積虧損達實收資本額二分之一,2023-03-30
4943,康控-KY,康控-KY:公告本公司董事會通過111年度合併財務報告,2023-03-30
4943,康控-KY,康控-KY:公告本公司董事會決議不分配111年度員工酬勞及董監酬勞,2023-03-30
2722,夏都,夏都:本公司受邀參加統一證券國際法人部舉辦之線上法人說明會,2023-03-30
5213,亞昕,亞昕:本公司董事會決議新增112年股東常會議案,2023-03-30
5213,亞昕,亞昕:董事會決議資本公積轉增資發行新股公告,2023-03-30
2881,富邦金,富邦金:富邦金控代富邦現代人壽公告現金增資認股基準日,2023-03-30
2881,富邦金,富邦金:富邦金控代富邦現代人壽公告董事會決議辦理現金增資,2023-03-30
2881,富邦金,富邦金:富邦金控代富邦現代人壽公告董事任命事宜,2023-03-30
2881,富邦金,富邦金:富邦金控代富邦現代人壽公告股東常會重要決議事項,2023-03-30
4198,欣大健康,欣大健康:代子公司瑞亞生醫(股)公司公告已收到衛生福利部審定書函通知，取得第三等級醫療器材之許可證「瑞亞視清夜戴型角膜塑型硬式隱形眼鏡」,2023-03-30
4207,環泰,環泰:更正公告本公司董事會通過111年合併財務報告(本期淨利),2023-03-30
4306,炎洲,炎洲:公告轉換公司債受託銀行因合併變更,2023-03-30
9914,美利達,美利達:公告111年度員工酬勞及董事酬勞分派案,2023-03-30
1795,美時,美時:代重要子公司Alvogen Korea Holdings Ltd.公告董事當選名單,2023-03-30
1795,美時,美時:代重要子公司Alvogen Korea Holdings Ltd.公告2023年股東常會重要決議事項,2023-03-30
1795,美時,"美時:代重要子公司Alvogen Korea Co., Ltd.公告監察人當選名單",2023-03-30
1795,美時,"美時:代重要子公司Alvogen Korea Co., Ltd.公告股利分派",2023-03-30
9914,美利達,美利達:董事會決議合併財務報表承認案,2023-03-30
1795,美時,"美時:代重要子公司Alvogen Korea Co., Ltd.公告2023年股東常會重要決議事項",2023-03-30
2206,三陽工業,三陽工業:代重要子公司上揚資產管理(股)公司公告董事同意除權基準日,2023-03-30
2206,三陽工業,三陽工業:代重要子公司上揚資產管理(股)公司公告董事(代行股東會職權)重要決議事項,2023-03-30
8227,巨有科技,巨有科技:公告本公司董事會通過111年度個別財務報告(更正),2023-03-30
8429,金麗-KY,金麗-KY:公告本公司董事會決議不提列111年度員工酬勞及不分配董事酬勞,2023-03-30
2206,三陽工業,三陽工業:代重要子公司上揚資產管理(股)公司公告董事同意辦理盈餘轉增資發行新股發行新股,2023-03-30
6492,生華科,生華科:公告本公司109年度現金增資資金運用計畫變更,2023-03-30
2206,三陽工業,三陽工業:代重要子公司上揚資產管理(股)公司公告董事同意111年度盈餘分派,2023-03-30
6492,生華科,生華科:公告董事會決議召開股東常會事宜,2023-03-30
6492,生華科,生華科:公告本公司董事會通過111年第4季合併財務報告,2023-03-30
6492,生華科,生華科:公告本公司董事會通過設置公司治理主管,2023-03-30
8906,花王,花王:公告112年2月自結個別財務報告之負債比率、流動比率及速動比率,2023-03-30
8429,金麗-KY,金麗-KY:公告本公司董事會決議通過111年度合併財務報告,2023-03-30
4207,環泰,環泰:公告本公司財務主管異動,2023-03-30
4207,環泰,環泰:公告本公司代理發言人異動,2023-03-30
4207,環泰,環泰:公告本公司董事會決議訂定除息基準日相關事宜,2023-03-30
4207,環泰,環泰:公告本公司董事會決議盈餘轉增資發行新股,2023-03-30
2724,富驛-KY,富驛-KY:公告本公司112年02月份自結合併財務報告之負債比率、流動比率及速動比率,2023-03-30
3138,耀登,耀登:代重要子公司AUDEN TECHNO (BVI) CORPORATION及耀登電通科技（昆山）有限公司公告股利分派情形,2023-03-30
2409,友達,友達:公告本公司將於4月27日召開法人說明會,2023-03-30
6206,飛捷,飛捷:公告本公司受邀參加富邦證券舉辦之法人說明會,2023-03-30
3030,德律,德律:公告本公司內部稽核主管異動,2023-03-30
4207,環泰,環泰:公告本公司董事會決議股利分派,2023-03-30
3642,駿熠電,駿熠電:獨立董事對董事會決議事項表示反對,2023-03-30
3642,駿熠電,駿熠電:公告本公司董事會決議召開112年股東常會相關事宜,2023-03-30
2101,南港,南港:公告本公司研發副總經理退休事宜。,2023-03-30
3642,駿熠電,駿熠電:公告本公司董事會決議通過擬對本公司100%子公司駿熠電子科技(昆山)有限公司前董事長及其特助提出訴訟,2023-03-30
3642,駿熠電,駿熠電:公告本公司董事會決議撤銷經111年股東常會通過辦理之減資彌補虧損案,2023-03-30
3665,貿聯-KY,貿聯-KY:本公司111年度合併財務報告業經提報董事會(修正主旨年度),2023-03-30
3642,駿熠電,駿熠電:代子公司公告Gloden(BVI)、URC、Hero(SAMOA)、UNITEL、Unitcom(SAMOA)董事長異動,2023-03-30
4935,茂林-KY,茂林-KY:代重要子公司Solid State Technology Limited公告111年現金股利分派事宜,2023-03-30
3005,神基,神基:因本公司有價證券於集中市場達公布注意交易資訊標準，故公布相關財務業務等重大訊息，以利投資人區別瞭解。,2023-03-30
4207,環泰,環泰:公告本公司董事會決議召開112年股東常會相關事宜,2023-03-30
2362,藍天,藍天:公告本公司與聯貸銀行團簽訂聯合授信合約,2023-03-30
2013,中鋼構,中鋼構:代子公司聯鋼營造工程股份有限公司公告董事長變動,2023-03-30
8050,廣積,廣積:更正XBRL資訊平台111年第四季合併財務報告之關係人交易資訊,2023-03-30
2013,中鋼構,中鋼構:代子公司聯鋼營造工程股份有限公司公告法人董事代表人變動,2023-03-30
2013,中鋼構,中鋼構:公告本公司總經理異動,2023-03-30
8096,擎亞,擎亞:本公司董事會決議召開一一二年股東常會,2023-03-30
8096,擎亞,擎亞:本公司董事會決議盈餘轉增資發行新股,2023-03-30
8096,擎亞,擎亞:董事會決議111年度股利分派,2023-03-30
1760,寶齡富錦,寶齡富錦:公告本公司董事會決議召開本公司112年股東常會,2023-03-30
1760,寶齡富錦,寶齡富錦:公告本公司董事會決議通過111年度財務報告,2023-03-30
6414,樺漢,樺漢:本公司董事會決議股利分派,2023-03-30
6240,松崗,松崗:更正112年3月24日公告依證交法第43之1第1項取得股份申報事項公告,2023-03-30
9941,裕融,裕融:本公司增資及受讓綠界科技股份有限公司股份發行新股暨上市日公告,2023-03-30
2017,官田鋼,官田鋼:本公司111年度自結合併損益與會計師查核數差異說明,2023-03-30
2719,燦星旅,燦星旅:公告本公司112年2月份自結合併財務報告之流動比率、速動比率、負債比率,2023-03-30
2017,官田鋼,官田鋼:董事會通過111年度員工酬勞及董事酬勞分派案,2023-03-30
2017,官田鋼,官田鋼:公告董事會決議辦理盈餘轉增資發行新股,2023-03-30
2017,官田鋼,官田鋼:董事會決議股利分派,2023-03-30
2017,官田鋼,官田鋼:董事會決議修訂112年股東常會召集事由,2023-03-30
8921,沈氏,沈氏:更正本公司111年度股利分派情形申報作業(原112/03/09董事會決議無異動),2023-03-30
3211,順達,順達:公告本公司有價證券近期多次達公布注意交易資訊標準，故公告相關訊息，以利投資人區別暸解,2023-03-30
5905,南仁湖,南仁湖:公告112年2月自結合併財務報告負債比率.流動比率.速動比率,2023-03-30
3665,貿聯-KY,貿聯-KY:本公司110年度合併財務報告業經提報董事會,2023-03-30
2913,農林,農林:更正本公司111年度個別財務報告附註資訊,2023-03-30
4804,大略-KY,大略-KY:公告本公司董事會通過總經理聘任案,2023-03-30
6441,廣錠,廣錠:更正本公司112年1月關係人交易,2023-03-30
6404,通訊-KY,通訊-KY:公告本公司111年第四季會計師出具無保留意見加繼續經營有關之重大不確定性段落之查核報告,2023-03-30
3680,家登,家登:代子公司家碩科技(股)公司公告普通股公開發行,2023-03-30
2308,台達電,台達電:代子公司Delta Electronics (H.K.) Ltd.公告擬取得浙江科恩特電機科技有限公司股權案,2023-03-30
4804,大略-KY,大略-KY:公告本公司董事會通過總經理聘任案(更正),2023-03-30
2443,昶虹,昶虹:更新112/03/23公告-本公司與子公司ChungHong Holdings Limited新增資金貸與達公告標準,2023-03-30
2412,中華電,中華電:本公司將召開線上法說會說明112年第1季營運成果,2023-03-30
1605,華新,華新:補充說明本公司於112年2月24日公告董事會決議發行無擔保普通公司債,2023-03-30
8038,長園科,長園科:本公司受邀參加凱基證券與IR Trust共同舉辦之「2023去資金槓桿化主題式投資論壇」,2023-03-30
2816,旺旺保,旺旺保:本公司董事會議決議召開112年股東常會(增列報告案),2023-03-30
6414,樺漢,樺漢:本公司董事會通過111年第4季合併財報,2023-03-30
5529,鉅陞,鉅陞:公告本公司董事會決議辦理減資彌補虧損案(更正),2023-03-30
4989,榮科,榮科:公告本公司之母公司李長榮化學工業股份有限公司重要營運主管異動,2023-03-30
8926,台汽電,台汽電:台灣汽電共生股份有限公司現金增資發行新股相關事宜,2023-03-30
5014,建錩,建錩:本公司及重要子公司2月份負債比率、流動比率及速動比率資訊,2023-03-30
3141,晶宏,晶宏:更正本公司111年度iXBRL申報資訊及IFRSs合併財務報告公告淨值,2023-03-30
1312,國喬,國喬:更正本公司111年第四季合併財務報告iXBRL會計師查核類型及電子書檔案類型,2023-03-30
4207,環泰,環泰:公告本公司董事會通過111年合併財務報告,2023-03-30
4804,大略-KY,大略-KY:公告本公司董事會決議通過111年度第4季合併財務報告,2023-03-30
3533,嘉澤,嘉澤:本公司受邀參加凱基證券舉辦之法人說明會「2023去資金槓桿化主題式投資論壇」,2023-03-30
9955,佳龍,佳龍:變更補選獨立董事二席,2023-03-30
4804,大略-KY,大略-KY:公告本公司董事會決議召開112年股東常會相關事宜,2023-03-30
4804,大略-KY,大略-KY:公告本公司董事會通過公司治理主管及子公司稽核主管,2023-03-30
2207,和泰車,和泰車:澄清工商時報B4版報導,2023-03-30
3701,大眾控,大眾控:澄清媒體報導,2023-03-30
1591,駿吉-KY,駿吉-KY:補充說明公告本公司新增對子公司INMAX INDUSTRIES SDN. BHD.背書保證金額達「公開發行公司資金貸與及背書保證處理準則」第二十五條第一項第四款之規定,2023-03-30
2640,大車隊,大車隊:公告本公司股東常會召開日期、召集事由、停止過戶日期及受理股東提案期間(增加董事席次),2023-03-30
8103,瀚荃,瀚荃:澄清112年3月30日經濟日報報導,2023-03-30
6026,福邦證,福邦證:福邦證券股份有限公司（公司代號：6026）112年現金增資股款繳納憑證上櫃開始買賣日期。,2023-03-30
4971,IET-KY,IET-KY:英特磊科技股份有限公司（公司代號：4971）註銷收回股票事宜。,2023-03-30
9958,世紀鋼,世紀鋼:公告世紀鋼鐵結構股份有限公司國內第四次無擔保轉(交)換公司債(簡稱：世紀鋼四，代碼：99584)停止受理轉交換等相關事項。,2023-03-30
6509,聚和,聚和:公告聚和國際股份有限公司國內第五次無擔保轉(交)換公司債(簡稱：聚和五，代碼：65095)停止受理轉交換等相關事項。,2023-03-30
1599,宏佳騰,宏佳騰:公告宏佳騰動力科技股份有限公司國內第一次有擔保轉(交)換公司債(簡稱：宏佳騰一，代碼：15991)停止受理轉交換等相關事項。,2023-03-30
6224,聚鼎,聚鼎:公告聚鼎科技股份有限公司國內第一次無擔保轉(交)換公司債(簡稱：聚鼎一，代碼：62241)停止受理轉交換等相關事項。,2023-03-30
2540,愛山林,愛山林:公司110年發行第1次有擔保普通公司債B86305受託人異動,2023-03-30
2540,愛山林,愛山林:公告本公司109年發行第一次有擔保普通公司債B86034受託人異動,2023-03-30
6606,建德工業,建德工業:公告本公司股票初次上巿買賣暨興櫃股票終止櫃檯買賣日期,2023-03-30
無,中天：員工認股權憑證發行及認股辦法,中天：員工認股權憑證發行及認股辦法,2023-03-29
1435,中福,中福:本公司111年度財報經會計師出具無法表示意見之查核報告,2023-03-29
1435,中福,中福:公告本公司111年度合併財務報告業經董事會通過,2023-03-29
1435,中福,中福:本公司採權益法之被投資公司認列投資減損對本公司之影響,2023-03-29
2812,台中銀,台中銀:公告本行代理發言人異動,2023-03-29
3346,麗清,麗清:公告麗清科技股份有限公司國內國內第五次無擔保轉(交)換公司債(簡稱：麗清五，代碼：33465)換發之普通股股票開始櫃檯買賣日期。,2023-03-29
1402,遠東新,遠東新:本公司一一二年度第二次無擔保普通公司債櫃檯買賣公告,2023-03-29
3704,合勤控,合勤控:合勤投資控股股份有限公司（公司代號：3704） 員工認股權憑證於 111 年第 4 季行使所發行之普通股股票已上市股數。,2023-03-29
8033,雷虎,雷虎:本公司現金增資發行新股普通股上市暨股款繳納憑證終止上市日期公告,2023-03-29
8072,陞泰,陞泰:陞泰科技公告112年度股東常會相關事宜。,2023-03-29
8072,陞泰,陞泰:公告陞泰科技111年度合併財務報告資訊,2023-03-29
6216,居易,居易:公告本公司111年第4季合併財務報告經董事會決議,2023-03-29
8072,陞泰,陞泰:公告陞泰科技董事會決議現金股利分派,2023-03-29
6216,居易,居易:公告本公司董事會決議召開112年股東常會,2023-03-29
6216,居易,居易:公告本公司設置公司治理主管,2023-03-29
6216,居易,居易:董事會決議股利分派,2023-03-29
4304,勝昱,勝昱:公告本公司董事會決議不分派股利,2023-03-29
4304,勝昱,勝昱:公告本公司董事會決議召開112年股東常會,2023-03-29
4304,勝昱,勝昱:公告本公司董事會通過111年度合併財務報告,2023-03-29
6026,福邦證,福邦證:更正公告本公司111年現金增資發行新股股款繳納憑證上櫃日期,2023-03-29
4720,德淵,德淵:董事會決議股利分派,2023-03-29
2066,世德,世德:公告本公司會計主管異動(補充112/01/16公告),2023-03-29
3545,敦泰,敦泰:敦泰電子股份有限公司（公司代號：3545） 員工認股權憑證於 111 年第 4 季行使所發行之普通股股票已上市股數。,2023-03-29
3346,麗清,麗清:麗清科技股份有限公司（公司代號：3346）國內 第 5 次 無擔保轉換公司債首次轉換之普通股股票上市買賣日期。,2023-03-29
6462,神盾,神盾:本公司董事會決議召集112年股東常會,2023-03-29
6462,神盾,神盾:公告本公司新任副總經理,2023-03-29
6462,神盾,神盾:董事會決議股利分派,2023-03-29
6462,神盾,神盾:公告本公司111年度合併財務報告業經提報董事會通過,2023-03-29
3691,碩禾,碩禾:公告本公司董事會決議不分配股利,2023-03-29
6133,金橋,金橋:本公司配合安侯建業聯合會計師事務所內部職務調整更換財務報表簽證會計師,2023-03-29
3691,碩禾,碩禾:補充公告本公司董事會決議召開112年股東常會,2023-03-29
6133,金橋,金橋:公告本公司召開112年股東常會事宜,2023-03-29
4720,德淵,德淵:本公司依公開發行公司資金貸與及背書保證處理準則第二十二條第一項第三款辦理之公告,2023-03-29
4720,德淵,德淵:代子公司德淵科技有限公司公告新增資金貸與金額達新台幣一千萬元以上且達該公開發行公司最近期財務報表淨值百分之二以上,2023-03-29
6133,金橋,金橋:公告本公司111年第4季合併財務報告業經提報董事會通過,2023-03-29
4720,德淵,德淵:代子公司廣州德淵精細化工有限公司依公開發行公司資金貸與及背書保證處理準則第二十五條第一項第三款辦理之公告,2023-03-29
4720,德淵,德淵:公告本公司新增背書保證金額達三千萬元以上且達本公司最近期財務報表淨值百分之五以上者,2023-03-29
4720,德淵,德淵:公告本公司董事會通過解除經理人競業禁止之限制案,2023-03-29
4720,德淵,德淵:公告本公司董事會決議召開112年股東常會相關事宜及國內轉換公司債停止轉換期間(召開方式：視訊輔助股東會),2023-03-29
5529,鉅陞,鉅陞:董事會決議辦理減資彌補虧損召開重大訊息說明記者會,2023-03-29
2066,世德,世德:公告本公司董事會通過111年度員工酬勞及董事酬勞案,2023-03-29
5529,鉅陞,鉅陞:公告本公司董事會決議辦理減資彌補虧損案,2023-03-29
4720,德淵,德淵:本公司111年度合併財務報告提報董事會,2023-03-29
2066,世德,世德:本公司董事會決議召開股東常會公告,2023-03-29
2329,華泰,"華泰:公告本公司註銷收回限制員工權利新股21,600股辦理變更登記完成",2023-03-29
3701,大眾控,大眾控:董事會決議股利分派,2023-03-29
6414,樺漢,樺漢:代子公司Kontron AG公告董事會通過發放2022年度股利,2023-03-29
3550,聯穎,聯穎:董事會決議以資本公積發放現金,2023-03-29
2317,鴻海,鴻海:代子公司eCMMS Precision Singapore Pte. Ltd.公告取得機器設備,2023-03-29
2534,宏盛,宏盛:公告本公司董事會決議股利分派,2023-03-29
2885,元大金,元大金:元大金控代子公司元大儲蓄銀行(韓國)公告稽核主管異動,2023-03-29
4167,松瑞藥,松瑞藥:公告本公司董事會決議更換會計師事務所及簽證會計師,2023-03-29
2885,元大金,元大金:元大金控代子公司元大儲蓄銀行(韓國)公告總經理任命案,2023-03-29
2885,元大金,元大金:元大金控代子公司元大儲蓄銀行(韓國)公告新任審計委員會及風險管理委員會成員,2023-03-29
5529,鉅陞,鉅陞:公告本公司董事會決議召開112年度股東常會事宜(增列議案),2023-03-29
3701,大眾控,大眾控:公告大眾全球投資控股股份有限公司董事會通過現金增資案事宜,2023-03-29
4114,健喬,健喬:董事會決議股利分派(更正股東配股總股數(股)),2023-03-29
4106,雃博,雃博:公告本公司民國111年度合併財務報告業經提報董事會,2023-03-29
5529,鉅陞,鉅陞:公告本公司依公開發行公司資金貸與及背書保證處理準則第二十二條第一項第三款應公告事項,2023-03-29
3205,佰研,佰研:董事會決議不分派股利,2023-03-29
3205,佰研,佰研:公告本公司112年股東常會相關事宜,2023-03-29
