代碼,商品,新聞內容,日期
2887,台新金,台新金:台新金融控股股份有限公司（公司代號：2887）111年除權配股股票上市掛牌日期。,2022-09-14
2368,金像電,金像電:(更正停止交易期間)公告本公司現金減資換發新股上市買賣日期,2022-09-14
3465,進泰電子,進泰電子:公告進泰電子股份有限公司國內第三次有擔保轉換公司債(簡稱：進泰電子三，代碼：34653)自111年10月07日起，轉換價格自219.8元調整為215.5元。,2022-09-14
6141,柏承,柏承:柏承科技股份有限公司（公司代號：6141）註銷買回股票事宜。,2022-09-14
6141,柏承,柏承:柏承科技股份有限公司（公司代號：6141）註銷買回股票事宜,2022-09-14
6141,柏承,柏承:本公司完成第二十一次及第二十二次庫藏股股份變更登記核准公告,2022-09-14
3036,文曄,文曄:本公司受邀參加統一證券於111年9月15日舉辦之秋季投資論壇,2022-09-14
1456,怡華,怡華:公告本公司經法院拍賣競標取得資產,2022-09-14
1216,統一,統一:代子公司Cayman President Holdings Ltd. 公告取得固定收益證券,2022-09-14
3705,永信,永信:本公司降低對重要子公司永鴻國際生技股份有限公司持股累積達百分之十以上(更新111/09/13公告),2022-09-14
2913,農林,農林:公告本公司處分不動產予廣積科技股份有限公司,2022-09-14
4938,和碩,和碩:代子公司鎧勝控股有限公司公告董事會決議通過投資PEGATRON Mexico S.A. de C.V.,2022-09-14
8109,博大,博大:公告本公司111年8月合併自結損益,2022-09-14
4938,和碩,和碩:代子公司鎧勝控股有限公司公告新增資金貸與金額達新臺幣一千萬元以上且達本公司最近財務報表淨值百分之二以上,2022-09-14
2547,日勝生,日勝生:代子公司集順生活科技(股)公司公告與本公司重要子公司泰誠發展營造(股)公司簽署青埔案第四次工程變更補充契約書,2022-09-14
6603,富強鑫,富強鑫:公告本公司受邀參加線上法人說明會,2022-09-14
3518,柏騰,柏騰:代重要子公司柏騰（內江）光電科技有限公司公告，配合當地防疫政策停工事宜,2022-09-14
3465,進泰電子,進泰電子:本公司國內第三次有擔保轉換公司債之轉換價格調整,2022-09-14
1589,永冠-KY,永冠-KY:公告本公司受邀參加第一金證券舉辦之『線上投資座談會』,2022-09-14
3089,億杰,億杰:更正公告本公司內部稽核主管異動(情形),2022-09-14
3521,鴻翊,鴻翊:(更正)本公司有價證券近期多次達公佈注意交易資訊標準，故公告相關訊息，以利投資人區別暸解,2022-09-14
3095,及成,及成:公告本公司減資辦理資本額變更登記完成,2022-09-14
6141,柏承,柏承:公告本公司第二十一次及第二十二次買回庫藏股註銷辦理資本額變更登記完成,2022-09-14
3379,彬台,彬台:經股東會授權董事長訂定除息基準日及現金股利發放日,2022-09-14
2207,和泰車,"和泰車:代子公司SHANGHAI HO-YU (BVI) INVESTMENT CO., LTD.公告董事會決議分派盈餘",2022-09-14
4930,燦星網,燦星網:代子公司漳州燦坤實業有限公司公告取得廈門國際銀行股份有限公司發行之理財產品事宜,2022-09-14
4763,材料-KY,材料-KY:公告材料-KY股份有限公司中華民國境內第二次無擔保轉換公司債(簡稱：材料二KY，代碼：47632)自111年10月07日起，轉換價格自108元調整為104.2元。,2022-09-14
2368,金像電,金像電:金像電子(股)公司（公司代號：2368）因現金減資全面換發新股票上市開始買賣日期。,2022-09-14
6464,台數科,台數科:台灣數位光訊科技股份有限公司111年盈餘轉增資變更登記核准公告。,2022-09-14
3691,碩禾,碩禾:本公司111年度現金增資收足股款暨增資基準日公告,2022-09-14
4806,昇華,昇華:公告本公司董事會決議111年第7次私募普通股定價日及私募價格等相關事宜,2022-09-14
3576,聯合再生,聯合再生:公告本公司研發主管異動,2022-09-14
8050,廣積,廣積:公告本公司取得台灣農林股份有限公司不動產,2022-09-14
2888,新光金,新光金:代子公司新富保險代理人(股)公司公告與新光銀行合併相關事宜,2022-09-14
2888,新光金,新光金:代子公司新光銀行公告合併新富保險代理人(股)公司相關事宜,2022-09-14
2882,國泰金,國泰金:代子公司國泰證券公告代理發言人異動事宜,2022-09-14
2501,國建,國建:公告本公司獲選為「新竹市北區崙子段2042、2043地號等16筆土地都市更新事業公開評選實施者案」之最優申請人。,2022-09-14
1802,台玻,台玻:代子公司台玻東海玻璃有限公司公告董事會通過處分台玻福建光伏玻璃有限公司100%股權案,2022-09-14
6153,嘉聯益,嘉聯益:本公司受邀參加統一證券舉辦之法人說明會,2022-09-14
2615,萬海,萬海:本公司受邀參加台灣董事會、台灣證券交易所及IPR Advisors舉辦之線上法人說明會,2022-09-14
5880,合庫金,合庫金:代子公司合作金庫人壽保險股份有限公司公告董事會決議通過獨立董事候選人名單,2022-09-14
3189,景碩,景碩:本公司受邀參加大和國泰證券舉辦之線上投資論壇,2022-09-14
3189,景碩,景碩:本公司受邀參加UBS舉辦之線上科技之旅,2022-09-14
3189,景碩,景碩:本公司受邀參加統一證券舉辦之投資論壇,2022-09-14
2888,新光金,新光金:代子公司新光銀行公告向新光人壽保險股份有限公司取得使用權資產,2022-09-14
3705,永信,永信:公告本公司處分永鴻國際生技股份有限公司股票達新台幣三億元(更新111/09/13公告),2022-09-14
4532,瑞智,瑞智:代子公司瑞展動能股份有限公司公告擬處分屏東建物事宜,2022-09-14
2729,瓦城,瓦城:本公司受邀參加統一證券2022 Q3全球展望秋季投資論壇,2022-09-14
8933,愛地雅,愛地雅:本公司可轉換公司債愛地雅五(89335)近期達公布注意交易資訊標準，故公告相關訊息以利投資人區別瞭解。,2022-09-14
2892,第一金,第一金:代子公司第一銀行公告總經理到任,2022-09-14
6409,旭隼,旭隼:本公司受邀參加CLSA所舉辦之『29th CITIC CLSA Investors' Forum』,2022-09-14
3563,牧德,牧德:本公司代子公司公告合併案,2022-09-14
2888,新光金,新光金:代子公司新光銀行更正公告向新光人壽保險股份有限公司取得使用權資產,2022-09-14
4541,晟田,晟田:本公司受邀參加第一金證券線上投資論壇,2022-09-14
5871,中租-KY,中租-KY:本公司一一一年第一次股東臨時會重要決議事項及票決結果,2022-09-14
3702,大聯大,大聯大:代子公司-世平興業(股)公司公告董事會(代行股東會職權)重要決議事項,2022-09-14
2548,華固,華固:本公司簽訂都市更新開發契約書。,2022-09-14
6109,亞元,亞元:公告本公司111年現金增資公開承銷委託代收價款銀行簽訂事宜,2022-09-14
3162,精確,精確:公告本公司受邀參加統一證券舉辦之法人說明會,2022-09-14
1717,長興,"長興:代重要子公司Eternal International(BVI) Co.,Ltd.公告董事會決議盈餘分配",2022-09-14
2617,台航,台航:代子公司新旺海運有限公司公告董事會決議盈餘分配案,2022-09-14
2497,怡利電,怡利電:本公司董事會通過對子公司背書保證,2022-09-14
2881,富邦金,富邦金:富邦金控代富邦現代人壽公告股東臨時會重要決議事項,2022-09-14
3089,億杰,億杰:公告本公司內部稽核主管異動,2022-09-14
2881,富邦金,富邦金:富邦金控代富邦現代人壽公告獨立董事任命事宜,2022-09-14
2497,怡利電,怡利電:本公司董事會通過資金貸與子公司,2022-09-14
1907,永豐餘,"永豐餘:代子公司Arizon RFID Technology (Cayman) Co., Ltd.公告董事會通過功能性委員會之成員選任",2022-09-14
3052,夆典,夆典:公告本公司董事會決議除息基準日及調整配息率,2022-09-14
3672,康聯訊,康聯訊:更正111年08月份資金貸與他人明細表,2022-09-14
3206,志豐,志豐:更正:代孫公司宸合照明科技(東莞)有限公司依公開發行公司資金貸與及背書保證處理準則第二十五條第一項第四款規定公告,2022-09-14
5278,尚凡,尚凡:公告本公司董事會授權董事長訂定111年第一季除息基準日,2022-09-14
無,晨訊科-DR,晨訊科-DR8月營收2.87億元年增68.9% 1—8月達15.46億元,2022-09-13
6282,康舒,康舒8月營收21.52億元年增8.14% 1—8月達169.74億元,2022-09-13
1309,台達化,台達化:台達化學工業股份有限公司分派110年度盈餘轉增資新股上市暨新股權利證書終止上市公告。,2022-09-13
6689,伊雲谷,「伊雲谷」111年現金增資股款繳納憑證於2022.09.13上市,2022-09-13
3680,家登,家登:澄清111年09月13日經濟日報之相關報導。,2022-09-13
1402,遠東新,遠東新:本公司一一一年度第一次無擔保普通公司債櫃檯買賣公告,2022-09-13
6289,華上,華上:華上光電股份有限公司（公司代號：6289）因減資彌補虧損全面換發新股票上市開始買賣日期。,2022-09-13
1309,台達化,台達化:台達化學工業股份有限公司（公司代號：1309）111年增資股股票上市掛牌日期暨111年新股權利證書終止上市日期。,2022-09-13
3086,華義,華義:本公司106年私募普通股補辦公開發行暨上櫃買賣相關事宜,2022-09-13
5904,寶雅,寶雅:公告本公司受邀參加由台灣董事學會、台灣證交所及安擘諮詢 (IPR Advisors) 所共同舉辦之2022線上數位引資論壇,2022-09-13
5465,富驊,富驊:本公司代理發言人異動,2022-09-13
4105,東洋,東洋:公告本公司111年8月份自結合併損益,2022-09-13
1584,精剛,精剛:本公司111年現金增資股款催繳公告,2022-09-13
4162,智擎,智擎:智擎生技製藥股份有限公司（公司代號：4162）111年限制員工權利新股上櫃掛牌日期。,2022-09-13
2497,怡利電,怡利電:怡利電子工業股份有限公司（公司代號：2497）111年現金增資股票上市掛牌日期暨111年股款繳納憑證終止上市日期。,2022-09-13
2886,兆豐金,兆豐金:兆豐金融控股股份有限公司111年分派110年度盈餘轉增資新股發放暨上市日期公告,2022-09-13
1235,興泰,興泰:關於本公司董事長個人涉嫌違反證券交易法乙案業經最高法院發回更審。,2022-09-13
1216,統一,統一:本公司應邀於111年9月14日參加由台灣董事學會、臺灣證券交易所及安擘諮詢共同舉辦之線上論壇。,2022-09-13
3228,金麗科,金麗科:本公司有價證券近期多次達公佈注意交易資訊標準，故公告相關訊息，以利投資人區別暸解,2022-09-13
6108,競國,競國:公告本公司召開法人說明會相關資訊,2022-09-13
3363,上詮,上詮:代子公司依公開發行公司資金貸與及背書保證處理準則第二十二條第一項第三款公告,2022-09-13
2383,台光電,台光電:本公司受邀參加統一證券舉辦之「2022Q3全球展望秋季投資論壇」,2022-09-13
2383,台光電,台光電:代重要子公司EMC OVERSEAS HOLDING INCORPORATED公告盈餘分配案,2022-09-13
3587,閎康,閎康:本公司受邀參加第一金證券舉辦之線上投資座談會,2022-09-13
2912,統一超,統一超:代重要子公司統一超商香港控股有限公司公告2022年度股東常會重要決議事項,2022-09-13
6213,聯茂,聯茂:本公司受邀參加凱基證券2022年第三季投資論壇,2022-09-13
2912,統一超,統一超:代重要子公司統一超商香港控股有限公司公告董事會決議2021年股利發放事宜,2022-09-13
6443,元晶,元晶:本公司受邀參加元大證券舉辦之線上法人說明會,2022-09-13
2103,台橡,台橡:代母公司茂實(股)公司公告訂定除息基準日,2022-09-13
2329,華泰,華泰:華泰電子股份有限公司（公司代號：2329）註銷收回股票事宜。,2022-09-13
4763,材料-KY,材料-KY:濟南大自然新材料股份有限公司（公司代號：4763）111年現金增資股票上市掛牌日期。,2022-09-13
3310,佳穎,佳穎8月營收1.28億元年增16.43% 1—8月達10.31億元,2022-09-13
3310,佳穎,佳穎:更正本公司111年8月份累計營收公告,2022-09-13
4930,燦星網,燦星網:代子公司中國全球有限公司公告董事會決議盈餘分配案,2022-09-13
3523,迎輝,迎輝:本公司有價證券近期多次達公佈注意交易資訊標準，故公告相關訊息，以利投資人區別暸解。,2022-09-13
2301,光寶科,光寶科:受邀參加ICA舉辦之法人說明會「3rd Annual Asia Insights Forum」,2022-09-13
3018,同開,同開:補充公告本公司會計主管異動,2022-09-13
8099,大世科,大世科:本公司受邀參加福邦證券之法人說明會,2022-09-13
8099,大世科,大世科:公告本公司法人董事改派代表人,2022-09-13
9938,百和,百和:公告本公司111年8月份自結合併損益相關資訊,2022-09-13
5608,四維航,四維航:代子公司 DONG LIEN 依公開發行公司資金貸與及背書保證處理準則第二十二條第一項第三款規定公告,2022-09-13
3521,鴻翊,鴻翊:本公司可轉換公司債鴻翊一(35211)近期達公布注意交易資訊標準，故公告相關訊息以利投資人區別瞭解。,2022-09-13
5457,宣德,宣德:本公司受邀參加統一證券舉辦之2022 Q3秋季投資論壇,2022-09-13
9946,三發地產,三發地產:三發地產股份有限公司一一一年度第一次有擔保普通公司債櫃檯買賣公告,2022-09-13
2327,國巨,國巨:【補充1110728公告】公告本公司第五次海外可轉換公司債停止轉換期間,2022-09-13
2231,為升,為升:公告為升電裝工業股份有限公司國內第三次無擔保轉(交)換公司債轉(交)換公司債(簡稱：為升三，代碼：22313)停止受理轉交換等相關事項。,2022-09-13
1529,樂士,樂士:代本公司之重要子公司金來國際開發(股)公司公告法人監察人代表人異動,2022-09-13
1441,大東,大東:本公司依公開發行公司資金貸與及背書保證處理準則第二十二條第一項第三款公告,2022-09-13
1441,大東,大東:公告本公司董事會決議放棄認購子公司鼎創科材料(股)公司於111年09月01日通過之現金增資案,2022-09-13
3114,好德,好德:好德科技股份有限公司（公司代號：3114）111年除權配股股票上櫃掛牌日期。,2022-09-13
1441,大東,大東:公告本公司董事會決議辦理私募普通股定價及其他相關事宜,2022-09-13
1785,光洋科,光洋科:公告本公司註銷收回限制員工權利新股辦理變更登記完成,2022-09-13
1101,台泥,台泥:公告本公司新任財務長,2022-09-13
1529,樂士,樂士:代本公司之重要子公司金來國際開發(股)公司公告董事長異動,2022-09-13
2729,瓦城,瓦城:本公司受邀參加KGI 2022年第三季投資論壇,2022-09-13
2882,國泰金,國泰金:代子公司國泰世華銀行(柬埔寨)公告租地委建總行大樓及修訂土地租賃契約,2022-09-13
1435,中福,中福:公告本公司取得主管機關核准111年第2季財務報告延期,2022-09-13
1216,統一,統一:統一企業股份有限公司一一一年度第一期無擔保普通公司債櫃檯買賣公告,2022-09-13
1529,樂士,樂士:代本公司之重要子公司金來國際開發(股)公司公告法人董事及監察人代表人異動,2022-09-13
3548,兆利,兆利:代重要子公司兆旺科技(上海)有限公司公告處分理財商品,2022-09-13
4116,明基醫,明基醫:本公司受邀參加元富證券舉辦之線上法人說明會,2022-09-13
2882,國泰金,國泰金:代子公司國泰世華銀行(柬埔寨)公告股東會決議事項,2022-09-13
3653,健策,健策:健策精密工業股份有限公司（公司代號：3653）註銷收回股票事宜。,2022-09-13
3041,揚智,揚智:揚智科技股份有限公司（公司代號：3041） 員工認股權憑證於 111 年第 2 季行使所發行之普通股股票已上市股數。,2022-09-13
2496,卓越,卓越:更正111年08月份資金貸與他人明細表,2022-09-13
3646,艾恩特,艾恩特:公告本公司召開法人說明會相關資訊,2022-09-13
無,互億,互億8月營收0.05億元年減94.33% 1—8月達0.38億元,2022-09-12
無,日月光,日月光8月營收216.79億元年增2.72% 1—8月達1610.41億元,2022-09-12
無,矽品,矽品8月營收115.46億元年增18.39% 1—8月達869.95億元,2022-09-12
無,南璋,南璋8月營收0.00億元年減65.52% 1—8月達0.01億元,2022-09-12
6446,藥華藥,"藥華藥:公告本公司合作夥伴Athenex公司之美國克日熙明（Tirbanibulin, KX01）製劑廠獲台灣衛福部藥品優良製造規範(GMP)核准函（更新111.9.4重訊）",2022-09-12
9904,寶成,寶成8月營收230.94億元年增71.9% 1—8月達1816.99億元,2022-09-12
6414,樺漢,樺漢8月營收103.92億元年增40.32% 1—8月達711.92億元,2022-09-12
4414,如興,如興8月營收13.12億元年減12.16% 1—8月達116.60億元,2022-09-12
2724,富驛-KY,富驛-KY8月營收0.04億元年減30.74% 1—8月達0.33億元,2022-09-12
1101,台泥,台泥:本公司與機構投資人舉行線上說明會 (Non-Deal Roadshow),2022-09-12
2303,聯電,聯電:本公司一六年第二期無擔保普通公司債甲券(債券簡稱：P06聯電2A，債券代號：B638BB)終止櫃檯買賣公告,2022-09-12
2303,聯電,聯電:本公司一六年度第二期無擔保普通公司債乙類付息公告作業,2022-09-12
2303,聯電,聯電:本公司一六年度第二期無擔保普通公司債甲類還本付息公告作業,2022-09-12
2303,聯電,聯電:聯華電子股份有限公司一六年第二期無擔保普通公司債甲券(債券簡稱：P06聯電2A，債券代號：B638BB)終止櫃檯買賣公告,2022-09-12
9941,裕融,裕融:裕融企業股份有限公司（公司代號：9941）111年除權配股股票上市掛牌日期。,2022-09-12
3652,精聯,精聯:公告本公司普通股股票初次上市暨終止上櫃買賣日期,2022-09-12
3591,艾笛森,艾笛森:本公司111年發放110年度資本公積轉增資發行新股暨資本公積分派現金股利發放公告,2022-09-12
9951,皇田,皇田8月營收4.69億元年增38.28% 1—8月達29.46億元,2022-09-12
8450,霹靂,霹靂8月營收0.30億元年減6.07% 1—8月達2.63億元,2022-09-12
6236,康呈,康呈8月營收0.02億元年減51.04% 1—8月達0.21億元,2022-09-12
6111,大宇資,大宇資8月營收1.64億元年增439.79% 1—8月達13.97億元,2022-09-12
4904,遠傳,遠傳8月營收69.19億元年增6.11% 1—8月達563.43億元,2022-09-12
3376,新日興,新日興8月營收11.84億元年增24.02% 1—8月達83.78億元,2022-09-12
3268,海德威,海德威8月營收0.84億元年減42% 1—8月達9.04億元,2022-09-12
3202,樺晟,樺晟8月營收2.76億元年減23.71% 1—8月達28.20億元,2022-09-12
2882,國泰金,國泰金8月營收268.92億元年減42.6% 1—8月達2904.84億元,2022-09-12
2443,昶虹,昶虹8月營收0.03億元年減62.27% 1—8月達0.18億元,2022-09-12
2412,中華電,中華電8月營收173.37億元年增1.77% 1—8月達1382.52億元,2022-09-12
2404,漢唐,漢唐8月營收52.67億元年增146.07% 1—8月達246.68億元,2022-09-12
1402,遠東新,遠東新8月營收219.74億元年增13.69% 1—8月達1767.92億元,2022-09-12
8069,元太,元太:公告本公司受邀參加里昂證券舉辦之「CLSA Flagship Investors’ Forum」,2022-09-12
9904,寶成,寶成:公告本公司之子公司裕元工業(集團)有限公司及寶勝國際(控股)有限公司111年8月自結營收,2022-09-12
3202,樺晟,樺晟:代子公司公告衍生性金融商品未實現損失達個別損失上限,2022-09-12
2724,富驛-KY,富驛-KY:111年8月銀行融資額度與使用情形暨未來三個月現金收支預估情形,2022-09-12
4174,浩鼎,浩鼎:代重要子公司圓祥生技股份有限公司公告雙特異性抗體抗癌新藥AP203向台灣衛福部食藥署提出一期人體臨床試驗申請,2022-09-12
2530,華建,華建:本公司受邀參加兆豐證券舉辦之線上法人說明會,2022-09-12
3118,進階,進階:本公司受邀參加元大證券舉辦之法人說明會,2022-09-12
2540,愛山林,愛山林:本公司董事會通過新北市合建案,2022-09-12
2540,愛山林,愛山林:本公司新北市三重區市政官邸1號新建工程委託祝旺開發(股)公司承造事宜,2022-09-12
2540,愛山林,愛山林:本公司董事會通過土地開發規劃案,2022-09-12
2540,愛山林,愛山林:代子公司祝旺開發股份有限公司公告達公開發行公司資金貸與及背書保證處理準則第二十二條第一項第三款,2022-09-12
2352,佳世達,佳世達:本公司受邀參加台灣董事學會、臺灣證券交易所及安擘諮詢共同舉辦之2022線上數位引資論壇,2022-09-12
9958,世紀鋼,世紀鋼:世紀鋼鐵結構股份有限公司（公司代號：9958）111年第2季轉換普通股股票已上市股數。,2022-09-12
8916,光隆,光隆:光隆實業股份有限公司特別股（簡稱：光隆甲特，代號：8916A）首次換發之普通股股票開始上櫃買賣日期。,2022-09-12
9950,萬國通,萬國通8月營收2.24億元年增65.9% 1—8月達14.72億元,2022-09-12
9946,三發地產,三發地產8月營收5.03億元年增153.25% 1—8月達18.61億元,2022-09-12
9934,成霖,成霖8月營收17.01億元年增9.47% 1—8月達136.36億元,2022-09-12
9921,巨大,巨大8月營收87.12億元年增34.9% 1—8月達628.77億元,2022-09-12
9908,大台北,大台北8月營收2.39億元年減2.78% 1—8月達21.85億元,2022-09-12
8923,時報,時報8月營收0.45億元年減8.19% 1—8月達3.08億元,2022-09-12
8472,夠麻吉,夠麻吉8月營收0.29億元年增68.34% 1—8月達1.91億元,2022-09-12
8463,潤泰材,潤泰材8月營收4.13億元年增53.71% 1—8月達24.67億元,2022-09-12
8454,富邦媒,富邦媒8月營收81.17億元年增12.36% 1—8月達641.30億元,2022-09-12
8431,匯鑽科,匯鑽科8月營收0.95億元年減13.28% 1—8月達8.23億元,2022-09-12
8418,捷必勝-KY,捷必勝-KY8月營收1.12億元年減7.48% 1—8月達10.65億元,2022-09-12
8097,常珵,常珵8月營收1.94億元年增299.8% 1—8月達11.62億元,2022-09-12
8088,品安,品安8月營收1.71億元年增36.84% 1—8月達11.31億元,2022-09-12
8087,華鎂鑫,華鎂鑫8月營收0.23億元年增284.98% 1—8月達2.60億元,2022-09-12
8044,網家,網家8月營收32.93億元年減15.04% 1—8月達294.89億元,2022-09-12
6154,順發,順發:本公司受邀參加華南永昌綜合證券舉辦之線上法人說明會,2022-09-12
6499,益安,益安8月營收0.15億元年增364.84% 1—8月達2.51億元,2022-09-12
6419,京晨科,京晨科8月營收0.14億元年減36.75% 1—8月達1.26億元,2022-09-12
6411,晶焱,晶焱8月營收1.86億元年減47.74% 1—8月達22.83億元,2022-09-12
6220,岳豐,岳豐8月營收12.68億元年增19.41% 1—8月達85.21億元,2022-09-12
6206,飛捷,飛捷8月營收4.72億元年減4.58% 1—8月達40.94億元,2022-09-12
6169,昱泉,昱泉8月營收0.00億元年減68.82% 1—8月達0.01億元,2022-09-12
6168,宏齊,宏齊8月營收1.84億元年減32.77% 1—8月達17.78億元,2022-09-12
6143,振曜,振曜8月營收5.59億元年增55.17% 1—8月達34.30億元,2022-09-12
6122,擎邦,擎邦8月營收1.40億元年減16.23% 1—8月達14.06億元,2022-09-12
5871,中租-KY,中租-KY8月營收75.08億元年增22% 1—8月達560.39億元,2022-09-12
5820,日盛金,日盛金8月營收8.61億元年減26.31% 1—8月達68.30億元,2022-09-12
5410,國眾,國眾8月營收2.16億元年減36.66% 1—8月達19.89億元,2022-09-12
5398,慕康生醫,慕康生醫8月營收0.24億元年減10.02% 1—8月達1.60億元,2022-09-12
5351,鈺創,鈺創8月營收3.05億元年減48.2% 1—8月達36.85億元,2022-09-12
5314,世紀,世紀8月營收0.00億元年增14.52% 1—8月達0.04億元,2022-09-12
5306,桂盟,桂盟8月營收6.24億元年增3.17% 1—8月達50.87億元,2022-09-12
5288,豐祥-KY,豐祥-KY8月營收7.22億元年增64.8% 1—8月達50.66億元,2022-09-12
5287,數字,數字8月營收1.73億元年增21.74% 1—8月達12.77億元,2022-09-12
5016,松和,松和8月營收1.88億元年減30.1% 1—8月達17.99億元,2022-09-12
4950,牧東,牧東8月營收0.06億元年減88.7% 1—8月達0.98億元,2022-09-12
4908,前鼎,前鼎8月營收0.77億元年增7.31% 1—8月達6.26億元,2022-09-12
4903,聯光通,聯光通8月營收0.75億元年減43.11% 1—8月達4.74億元,2022-09-12
4728,雙美,雙美8月營收1.16億元年增34.46% 1—8月達8.65億元,2022-09-12
4726,永昕,永昕8月營收0.72億元年增48.28% 1—8月達4.60億元,2022-09-12
4714,永捷,永捷8月營收0.65億元年減25.23% 1—8月達6.40億元,2022-09-12
4530,宏易,宏易8月營收0.20億元年增80.48% 1—8月達1.31億元,2022-09-12
4526,東台,東台8月營收6.12億元年減30.9% 1—8月達52.60億元,2022-09-12
4506,崇友,崇友8月營收5.50億元年增39.09% 1—8月達30.90億元,2022-09-12
4401,東隆興,東隆興8月營收3.40億元年減21.28% 1—8月達30.97億元,2022-09-12
4198,欣大健康,欣大健康8月營收0.23億元年增209.85% 1—8月達1.79億元,2022-09-12
3702,大聯大,大聯大8月營收653.26億元年減5.11% 1—8月達5285.13億元,2022-09-12
3045,台灣大,台灣大8月營收135.47億元年增7.59% 1—8月達1080.20億元,2022-09-12
2926,誠品生活,誠品生活8月營收4.84億元年增30.65% 1—8月達34.37億元,2022-09-12
2867,三商壽,三商壽8月營收113.85億元年增3.83% 1—8月達736.56億元,2022-09-12
2881,富邦金,富邦金8月營收179.32億元年減52.87% 1—8月達2673.45億元,2022-09-12
2838,聯邦銀,聯邦銀8月營收16.18億元年增6.57% 1—8月達100.27億元,2022-09-12
8107,大億金茂,大億金茂:本公司受邀參加台新證券舉辦之法人說明會,2022-09-12
2468,華經,華經8月營收1.97億元年增18.56% 1—8月達14.36億元,2022-09-12
2406,國碩,國碩8月營收5.06億元年減17.52% 1—8月達47.55億元,2022-09-12
1702,南僑,南僑8月營收17.10億元年增2.86% 1—8月達132.22億元,2022-09-12
1517,利奇,利奇8月營收5.10億元年增14.77% 1—8月達36.70億元,2022-09-12
1432,大魯閣,大魯閣8月營收1.19億元年增101.48% 1—8月達7.16億元,2022-09-12
1103,嘉泥,嘉泥8月營收1.82億元年增9.85% 1—8月達13.89億元,2022-09-12
2882,國泰金,國泰金:公告本公司暨主要子公司111年08月自結合併稅後損益,2022-09-12
2020,美亞,美亞:公告本公司發言人異動,2022-09-12
3653,健策,健策:公告本公司限制員工權利新股註銷完成變更登記,2022-09-12
3605,宏致,宏致:代重要子公司龍翰科技(股)公司公告辦理減資變更登記完成,2022-09-12
2514,龍邦,龍邦:公告本公司代理發言人異動案,2022-09-12
2883,開發金,開發金:中華開發金控代子公司凱基銀行所屬之中華開發管理顧問(股)公司及華開租賃(股)公司公告股份轉換基準日,2022-09-12
6153,嘉聯益,嘉聯益:公告本公司董事會通過解除經理人競業禁止限制,2022-09-12
6153,嘉聯益,嘉聯益:公告本公司董事會委任總策略長,2022-09-12
6153,嘉聯益,嘉聯益:公告本公司董事會選任董事長及副董事長,2022-09-12
2412,中華電,中華電:中華電信公佈111年8月營運績效,2022-09-12
2514,龍邦,龍邦:公告本公司向關係人取得不動產,2022-09-12
2468,華經,華經:更正111年7月資金貸與他人明細表,2022-09-12
8163,達方,達方:代子公司達瑞創新股份有限公司公告資金貸與鐵興有限公司,2022-09-12
1533,車王電,車王電:公告本公司發言人異動,2022-09-12
1533,車王電,車王電:公告本公司會計主管及公司治理主管異動,2022-09-12
1301,台塑,台塑:公告本公司受邀參加群益金鼎證券2022年第三季投資論壇,2022-09-12
4904,遠傳,遠傳:公告本公司受寬量國際（QIC）之邀，參加其與臺灣證券交易所共同舉辦之「第12屆Taiwan CEO Week投資論壇 (12th Taiwan CEO Week)」,2022-09-12
4904,遠傳,遠傳:公告遠傳電信股份有限公司民國一一一年八月份營運成績,2022-09-12
4137,麗豐-KY,麗豐-KY:公告本公司受邀參加統一證券舉辦之「2022Q3全球展望秋季投資論壇」,2022-09-12
3045,台灣大,台灣大:公告本公司111年8月份營運成績,2022-09-12
4306,炎洲,炎洲8月營收11.90億元年減18.74% 1—8月達104.48億元,2022-09-12
4164,承業醫,承業醫8月營收2.33億元年增60.96% 1—8月達17.48億元,2022-09-12
4139,馬光-KY,馬光-KY8月營收0.87億元年增11.35% 1—8月達6.41億元,2022-09-12
3704,合勤控,合勤控8月營收29.91億元年增37.49% 1—8月達189.17億元,2022-09-12
3703,欣陸,欣陸8月營收20.84億元年增29.68% 1—8月達223.58億元,2022-09-12
3691,碩禾,碩禾8月營收4.02億元年減27.51% 1—8月達41.49億元,2022-09-12
3672,康聯訊,康聯訊8月營收0.64億元年減25.76% 1—8月達5.02億元,2022-09-12
3632,研勤,研勤8月營收0.37億元年增158.5% 1—8月達2.19億元,2022-09-12
3605,宏致,宏致8月營收8.23億元年減14.99% 1—8月達72.66億元,2022-09-12
3581,博磊,博磊8月營收1.17億元年減11.42% 1—8月達9.48億元,2022-09-12
3540,曜越,曜越8月營收2.48億元年減18.47% 1—8月達19.52億元,2022-09-12
3508,位速,位速8月營收0.95億元年減23.71% 1—8月達8.54億元,2022-09-12
3322,建舜電,建舜電8月營收2.71億元年減13.41% 1—8月達18.71億元,2022-09-12
3252,海灣,海灣8月營收0.60億元年增134.37% 1—8月達4.12億元,2022-09-12
3205,佰研,佰研8月營收0.45億元年減12.41% 1—8月達3.64億元,2022-09-12
3171,新洲,新洲8月營收1.36億元年減12.74% 1—8月達11.43億元,2022-09-12
3162,精確,精確8月營收2.31億元年增72.73% 1—8月達12.94億元,2022-09-12
3052,夆典,夆典8月營收1.90億元年減43.94% 1—8月達17.33億元,2022-09-12
3018,同開,同開8月營收1.00億元年增17.08% 1—8月達11.04億元,2022-09-12
3003,健和興,健和興8月營收3.70億元年減3.53% 1—8月達32.72億元,2022-09-12
